Gene,Leg_MF1,Leg_MF2,Leg_MF3,Leg_VF1,Leg_VF2,Leg_VF3,Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
XM_038057185.1,107.9391974,195.5895885,240.9447681,377.8318831,234.2633402,218.0499121,nan,226.0944577,0.578975551,0.413885682,1.398877942,0.161849588,0.288831818
XM_038057186.1,2543.767086,2259.450926,2087.886054,2240.109979,2403.935959,2215.635126,nan,2258.544994,-0.020911869,0.138706447,-0.150763494,0.880162285,0.920979412
XM_038057187.1,107.9391974,195.5895885,240.9447681,377.8318831,234.2633402,218.0499121,nan,226.0944577,0.578975551,0.413885682,1.398877942,0.161849588,0.288831818
XM_038057188.1,107.9391974,195.5895885,240.9447681,377.8318831,234.2633402,218.0499121,nan,226.0944577,0.578975551,0.413885682,1.398877942,0.161849588,0.288831818
XM_038057189.1,107.9391974,195.5895885,240.9447681,377.8318831,234.2633402,218.0499121,nan,226.0944577,0.578975551,0.413885682,1.398877942,0.161849588,0.288831818
XM_038057190.1,107.9391974,195.5895885,240.9447681,377.8318831,234.2633402,218.0499121,nan,226.0944577,0.578975551,0.413885682,1.398877942,0.161849588,0.288831818
XM_038057191.1,107.9391974,195.5895885,240.9447681,377.8318831,234.2633402,218.0499121,nan,226.0944577,0.578975551,0.413885682,1.398877942,0.161849588,0.288831818
XM_038057192.1,107.9391974,195.5895885,240.9447681,377.8318831,234.2633402,218.0499121,nan,226.0944577,0.578975551,0.413885682,1.398877942,0.161849588,0.288831818
XM_038057193.1,98.34460211,181.5071381,206.5240869,268.8131974,176.2448494,179.8136716,nan,183.0122508,0.332311964,0.39228828,0.847111629,0.396932904,0.533665704
XM_038057194.1,101.9425754,195.5895885,240.9447681,373.3516631,225.5058322,214.9496764,nan,222.5146161,0.566107142,0.428951761,1.319745466,0.186920014,0.318585998
XM_038057195.1,113.9358195,255.8311817,298.9164416,501.7846352,270.3880609,271.7873312,nan,281.7230353,0.611183414,0.467141093,1.30834864,0.190755085,0.322948284
XM_038057196.1,2543.767086,2259.450926,2087.886054,2240.109979,2403.935959,2215.635126,nan,2258.544994,-0.020911869,0.138706447,-0.150763494,0.880162285,0.920979412
XM_038057197.1,741.1824891,642.3162086,703.8123489,516.7187017,483.8523195,453.6678267,nan,582.3056909,-0.536022264,0.147382306,-3.636951274,0.000275884,0.006275771
XM_038057198.1,741.1824891,642.3162086,703.8123489,516.7187017,483.8523195,453.6678267,nan,582.3056909,-0.536022264,0.147382306,-3.636951274,0.000275884,0.006275771
XM_038057199.1,779.5608704,698.6460101,911.2422432,678.0066202,711.5475287,584.9111387,nan,717.8866344,-0.291571958,0.195272652,-1.493153063,0.135397125,0.256322391
XM_038057200.1,790.3547901,827.7351385,956.5326132,1818.969303,996.1665402,1680.327759,PPK8,1159.008685,0.782042917,0.284894907,2.745022457,0.006050676,0.04560401
XM_038057201.1,515.7094989,488.1916129,504.5347212,304.6549571,365.6259609,414.3981742,nan,426.6878462,-0.491965084,0.192812371,-2.551522407,0.010725343,0.063747685
XM_038057202.1,167.9054182,147.0833705,153.9872578,138.8868187,118.2263586,111.6084858,nan,137.6993545,-0.361920634,0.217852634,-1.661309429,0.096651317,0.206875778
XM_038057203.1,167.9054182,147.0833705,153.9872578,138.8868187,118.2263586,110.5750739,nan,137.5365895,-0.36582433,0.219133331,-1.669414363,0.095035289,0.204968786
XM_038057204.1,1664.662289,1956.678243,2173.937757,1423.21654,1286.258994,1282.464175,nan,1612.167617,-0.558874644,0.185760265,-3.008580144,0.002624716,0.027843822
XM_038057205.1,3103.851588,3716.202181,3864.174364,2244.590199,2154.346979,2424.384331,nan,2884.571516,-0.667496963,0.174641268,-3.822103281,0.000132318,0.00373041
XM_038057206.1,40.77703014,39.90027605,39.85552555,41.81538627,19.7043931,22.73506193,nan,33.8548102,-0.528809542,0.454918926,-1.162425899,0.245062508,0.382055315
XM_038057207.1,40.77703014,39.90027605,39.85552555,41.81538627,19.7043931,22.73506193,nan,33.8548102,-0.528809542,0.454918926,-1.162425899,0.245062508,0.382055315
XM_038057208.1,40.77703014,39.90027605,39.85552555,41.81538627,19.7043931,22.73506193,nan,33.8548102,-0.528809542,0.454918926,-1.162425899,0.245062508,0.382055315
XM_038057209.1,1751.013647,1498.216248,1259.978092,928.8989378,1519.427646,1075.781794,nan,1320.489991,-0.366557917,0.268266063,-1.366396903,0.17181442,0.300920077
XM_038057210.1,34.78040806,38.33555934,25.36260717,38.82857296,19.7043931,22.73506193,nan,29.56460406,-0.276083226,0.482036478,-0.572743431,0.566818426,0.684508238
XM_038057211.1,355.0000271,333.2846588,297.1048268,140.3802253,262.7252414,244.9186217,nan,268.7185437,-0.617378643,0.310820813,-1.986284754,0.047001715,0.134685155
XM_038057212.1,1348.040644,1934.772209,1922.1233,3678.260585,3898.185769,3013.429117,nan,2594.678948,1.002748577,0.245849965,4.078701318,4.52879757211574e-05,0.001596264
XM_038057213.1,74.35811379,88.406494,50.72521434,88.11099249,83.19632644,87.840012,nan,77.5317517,0.264421744,0.323273854,0.817949677,0.413385923,0.548922913
XM_038057214.1,377.787191,308.2491915,243.6621903,337.5099035,286.8083885,215.9830883,nan,290.6285869,-0.15804334,0.281988384,-0.560460461,0.575165401,0.691000265
XM_038057215.1,408.9696258,672.8281844,958.344228,798.9725591,504.6514011,487.7704196,nan,631.654619,-0.214515254,0.39777946,-0.539281878,0.589692371,0.701969004
XM_038057216.1,1751.013647,1498.216248,1259.978092,928.8989378,1519.427646,1075.781794,nan,1320.489991,-0.366557917,0.268266063,-1.366396903,0.17181442,0.300920077
XM_038057217.1,431.7567897,419.3440777,450.1862772,210.570338,257.2517988,211.8494407,nan,326.2753201,-0.952064146,0.18686607,-5.094901089,3.48923377355398e-07,3.08230188471325e-05
XM_038057218.1,430.5574653,419.3440777,450.1862772,210.570338,257.2517988,211.8494407,nan,326.1155591,-0.950988307,0.187064562,-5.083743802,3.70067030149399e-07,3.25551498182465e-05
XM_038057219.1,0,126.7420533,173.0092132,334.5230901,227.6952092,284.1882741,nan,188.5910506,1.455547112,1.715866713,0.848286817,0.396278258,0.533225142
XM_038057220.1,130.7263613,123.6126199,96.92139168,64.21648605,79.91226092,100.2409549,nan,97.98408767,-0.543583211,0.30524096,-1.780833118,0.074939717,0.177004768
XM_038057221.1,130.7263613,123.6126199,96.92139168,64.21648605,79.91226092,100.2409549,nan,97.98408767,-0.543583211,0.30524096,-1.780833118,0.074939717,0.177004768
XM_038057222.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038057223.1,14.39189299,9.388300248,6.340651792,5.97362661,5.473442529,0,nan,6.560212421,-1.405779163,1.157001499,-1.21501931,0.224358726,NA
XM_038057224.1,512.1115256,462.3737872,423.9178627,743.7165129,726.8731678,660.3502078,nan,578.967124,0.593051863,0.156473856,3.790101931,0.000150585,0.004151577
XM_038057225.1,512.1115256,462.3737872,423.9178627,743.7165129,726.8731678,660.3502078,nan,578.967124,0.593051863,0.156473856,3.790101931,0.000150585,0.004151577
XM_038057226.1,262.6520471,284.7784408,239.1331533,197.1296781,260.5358644,233.5510907,nan,243.3210398,-0.201903551,0.220373852,-0.916186514,0.359569078,0.498243408
XM_038057227.1,262.6520471,284.7784408,239.1331533,197.1296781,260.5358644,233.5510907,nan,243.3210398,-0.201903551,0.220373852,-0.916186514,0.359569078,0.498243408
XM_038057228.1,69973.38372,57328.8731,62911.94708,46441.96008,45138.38585,49050.89611,nan,54360.78435,-0.450402285,0.124753769,-3.610330091,0.000305808,0.006683945
XM_038057229.1,0,0,0,0,3.284065517,1.033411906,nan,0.658906493,2.851937095,3.972293856,0.71795723,0.472783659,NA
XM_038057230.1,395.7770573,280.8666491,271.7422197,155.3142919,347.0162563,266.6202717,nan,282.1999588,-0.3112508,0.368107345,-0.845543575,0.397807414,0.534424072
XM_038057231.1,43.17567897,336.4140922,366.8519965,1096.160483,464.1479264,578.7106673,nan,473.5470408,1.47916019,0.72087896,2.051884259,0.040180912,0.122310058
XM_038057232.1,8.395270912,97.79479425,126.8130358,474.9033155,189.3811115,256.2861527,nan,188.9470566,1.939822656,0.827457791,2.344316143,0.019062006,0.083395293
XM_038057233.1,8.395270912,97.79479425,126.8130358,474.9033155,189.3811115,256.2861527,nan,188.9470566,1.939822656,0.827457791,2.344316143,0.019062006,0.083395293
XM_038057234.1,8.395270912,97.79479425,126.8130358,474.9033155,189.3811115,256.2861527,nan,188.9470566,1.939822656,0.827457791,2.344316143,0.019062006,0.083395293
XM_038057235.1,268.6486692,484.2798211,559.7889725,365.8846298,373.2887805,324.4913384,nan,392.134844,-0.330208425,0.340429466,-0.969976037,0.332058437,0.470838076
XM_038057236.1,2259.5272,2338.46912,2410.353488,2087.7825,2202.513274,2464.687395,nan,2263.023201,-0.070693475,0.144546931,-0.489069358,0.624792595,0.730071477
XM_038057237.1,2288.310986,2360.375154,2423.034792,2186.347339,2238.637994,2489.489281,nan,2299.124284,-0.050279836,0.135137558,-0.372064112,0.709845116,0.79610996
XM_038057238.1,2259.5272,2338.46912,2410.353488,2087.7825,2202.513274,2464.687395,nan,2263.023201,-0.070693475,0.144546931,-0.489069358,0.624792595,0.730071477
XM_038057239.1,334.611512,424.0382278,492.759225,701.9011266,575.806154,644.8490292,nan,521.5815502,0.596936396,0.234936287,2.540843753,0.011058533,0.064909178
XM_038057240.1,2288.310986,2360.375154,2423.034792,2186.347339,2238.637994,2489.489281,nan,2299.124284,-0.050279836,0.135137558,-0.372064112,0.709845116,0.79610996
XM_038057241.1,762.7703285,883.2825816,1062.512079,1190.245102,898.7392632,1061.314027,nan,963.0308623,0.195924305,0.225869919,0.867420975,0.385711394,0.523558951
XM_038057242.1,858.7162818,1364.432969,1659.439155,2414.838557,1472.35604,1817.771542,nan,1575.738363,0.528440066,0.339683885,1.555681882,0.119783757,0.237184593
XM_038057243.1,307.0270505,224.5368476,251.8144569,262.8395708,259.4411759,168.4461407,nan,241.9967845,-0.196578583,0.27666726,-0.710523475,0.477379579,0.608520815
XM_038057244.1,23.98648832,2.347075062,26.26841457,2.986813305,9.852196552,11.36753096,nan,12.44896892,-1.117501185,1.057067171,-1.057171404,0.290433368,0.428197346
XM_038057245.1,57.56757197,56.32980149,76.9936289,35.84175966,35.03003218,31.00235718,nan,48.2721479,-0.923018066,0.348046165,-2.651998956,0.008001679,0.053431053
XM_038057246.1,57.56757197,56.32980149,76.9936289,35.84175966,35.03003218,31.00235718,nan,48.2721479,-0.923018066,0.348046165,-2.651998956,0.008001679,0.053431053
XM_038057247.1,55.16892313,56.32980149,76.0878215,34.34835301,35.03003218,29.96894527,nan,47.13895749,-0.93593438,0.3554653,-2.632983808,0.008463838,0.055349116
XM_038057248.1,67.16216729,289.472591,354.170693,875.1362983,446.6329103,446.4339433,nan,407.0029105,1.279761848,0.613522073,2.085926334,0.036985296,0.11687478
XM_038057249.1,67.16216729,289.472591,354.170693,875.1362983,446.6329103,446.4339433,nan,407.0029105,1.279761848,0.613522073,2.085926334,0.036985296,0.11687478
XM_038057250.1,62.36486963,289.472591,354.170693,875.1362983,446.6329103,446.4339433,nan,406.2041057,1.289494508,0.628887842,2.050436375,0.040321867,0.122456548
XM_038057251.1,1651.469721,1171.190456,1428.458268,1287.316534,1112.203522,1182.22322,nan,1285.243436,-0.260553194,0.181197884,-1.437948324,0.150448717,0.27497097
XM_038057252.1,183.4966356,138.4774287,159.4221022,138.8868187,129.1732437,150.8781383,nan,147.5769021,-0.210431032,0.221098115,-0.951754074,0.341221719,0.480329437
XM_038057253.1,170.3040671,126.7420533,147.646606,132.9131921,118.2263586,135.3769597,nan,136.4059277,-0.219607007,0.225759365,-0.972748161,0.330678483,0.469352247
XM_038057254.1,37.17905689,48.50621795,58.87748093,17.92087983,71.15475287,70.2720096,nan,50.11034264,0.114933361,0.608342886,0.188928586,0.850148789,0.900165034
XM_038057255.1,0,0,0,1.493406652,1.094688506,5.167059529,nan,1.141192791,3.645488941,2.680292017,1.360108868,0.173795475,NA
XM_038057256.1,515.7094989,526.5271722,582.4341575,377.8318831,407.2241241,424.7322933,nan,466.5500053,-0.443161027,0.16467949,-2.691051725,0.007122715,0.050258171
XM_038057257.1,515.7094989,526.5271722,582.4341575,377.8318831,407.2241241,424.7322933,nan,466.5500053,-0.443161027,0.16467949,-2.691051725,0.007122715,0.050258171
XM_038057258.1,9090.879073,5302.824923,4688.459096,4233.80786,5273.114532,4449.871667,nan,5414.914072,-0.457004042,0.295155342,-1.548350909,0.121537834,0.239028164
XM_038057259.1,8705.895935,5046.211383,4396.789114,3939.606749,5048.703388,4261.7907,nan,5146.037219,-0.459243232,0.302650347,-1.51740527,0.129164394,0.24840891
XM_038057260.1,9090.879073,5302.824923,4688.459096,4233.80786,5273.114532,4449.871667,nan,5414.914072,-0.457004042,0.295155342,-1.548350909,0.121537834,0.239028164
XM_038057261.1,44.37500339,19.55895885,42.57294775,61.22967275,38.3140977,62.00471435,nan,43.85642799,0.576348473,0.469707546,1.227036863,0.219808736,0.355412219
XM_038057262.1,518.1081477,705.6872353,564.3180095,925.9121245,672.1387425,734.7558651,nan,677.178,0.361552754,0.238838901,1.51379341,0.130078245,0.249421351
XM_038057263.1,443.7500339,626.6690415,481.8895362,749.6901395,597.6999241,625.214203,nan,579.6384768,0.323162081,0.235083624,1.374668622,0.169234203,0.297926957
XM_038057264.1,508.5135524,485.0621795,512.6869878,313.615397,390.8037965,352.3934599,nan,421.9005904,-0.52744451,0.175317633,-3.00850805,0.002625338,0.027843822
XM_038057265.1,522.9054454,491.3210463,519.0276395,319.5890236,400.6559931,374.0951099,nan,432.3612931,-0.500983276,0.176285254,-2.841889861,0.004484698,0.037759828
XM_038057266.1,1.199324416,3.129433416,0,0,0,0,nan,0.667002767,-2.886310187,3.972279794,-0.726613012,0.467463055,NA
XM_038057267.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038057268.1,0,3.129433416,0,0,1.094688506,1.033411906,GR41,0.8353873,-0.624751111,3.07523662,-0.20315546,0.839013524,NA
XM_038057269.1,44.37500339,19.55895885,42.57294775,61.22967275,38.3140977,62.00471435,nan,43.85642799,0.576348473,0.469707546,1.227036863,0.219808736,0.355412219
XM_038057270.1,479.7297664,1858.883449,2355.099237,4869.999094,2178.430126,2557.694467,nan,2350.116407,0.996417861,0.592819668,1.680811069,0.092799618,0.201709403
XM_038057271.1,527.702743,465.5032206,577.9051205,430.1011159,483.8523195,478.4697124,nan,487.2687354,-0.191410817,0.17516647,-1.092736622,0.274509456,0.412201641
XM_038057272.1,3505.625268,2830.572525,2396.766377,2827.018793,4573.608577,3983.802897,nan,3302.334761,0.371913178,0.265572057,1.400422852,0.161386731,0.288568785
XM_038057273.1,756.7737065,808.1761796,740.0446449,1235.047302,884.5083126,889.7676509,nan,872.5373441,0.365862944,0.208702996,1.753031586,0.079596586,0.183925857
XM_038057274.1,745.9797867,801.9173128,735.5156079,1214.139608,874.6561161,883.5671795,nan,863.0646888,0.361125177,0.206510164,1.748704132,0.080342175,0.184563275
XM_038057275.1,202.6858263,332.5023004,380.4391075,451.008809,389.709108,398.8969957,nan,354.7570149,0.411792615,0.309204383,1.3317813,0.182932065,0.313857951
XM_038057276.1,202.6858263,332.5023004,380.4391075,451.008809,389.709108,398.8969957,nan,354.7570149,0.411792615,0.309204383,1.3317813,0.182932065,0.313857951
XM_038057277.1,44.37500339,19.55895885,42.57294775,61.22967275,38.3140977,62.00471435,nan,43.85642799,0.576348473,0.469707546,1.227036863,0.219808736,0.355412219
XM_038057278.1,52.7702743,449.8560535,280.8002936,1117.068176,550.6283184,743.0231603,nan,524.5267038,1.579411003,0.683501246,2.310765361,0.020845819,0.086880493
XM_038057279.1,21.58783949,53.98272642,40.76133295,94.0846191,97.42727701,117.8089573,nan,69.97396441,1.37437929,0.430132436,3.195246799,0.001397113,0.019410351
XM_038057280.1,0,0,0,0,1.094688506,0,nan,0.165380504,0.94493984,4.080472857,0.231576063,0.816867301,NA
XM_038057281.1,291.4358331,438.1206782,426.6352849,240.438471,304.3234046,248.0188574,nan,321.4467552,-0.567190912,0.276122209,-2.054129995,0.039963112,0.121988665
XM_038057282.1,1.199324416,0,2.717422197,0,4.378754023,5.167059529,nan,2.136611281,1.157253386,2.017574697,0.573586389,0.566247724,NA
XM_038057283.1,0,0,5.434844393,0,0,0,nan,0.835839022,-3.211850093,3.959133433,-0.811250782,0.417221668,NA
XM_038057284.1,232.6689367,172.9011962,247.2854199,259.8527575,192.665177,204.6155574,nan,215.1676725,-0.004935764,0.252106467,-0.019578094,0.984379939,0.989279441
XM_038057285.1,12043.61578,8369.669671,9348.838164,6901.032141,6754.22808,7466.40102,nan,8352.275577,-0.506832353,0.180131293,-2.813682982,0.00489775,0.039957659
XM_038057286.1,12053.21038,8370.452029,9351.555586,6909.992581,6755.322769,7469.501255,nan,8356.489256,-0.506452213,0.18033879,-2.808337649,0.004979798,0.040419872
XM_038057287.1,15476.08226,10880.25763,11730.20582,8602.022318,8732.33021,9425.749993,nan,10644.67656,-0.520948529,0.17952295,-2.901849199,0.003709671,0.034091343
XM_038057288.1,15476.08226,10880.25763,11730.20582,8602.022318,8732.33021,9425.749993,nan,10644.67656,-0.520948529,0.17952295,-2.901849199,0.003709671,0.034091343
XM_038057289.1,15476.08226,10880.25763,11730.20582,8602.022318,8732.33021,9425.749993,nan,10644.67656,-0.520948529,0.17952295,-2.901849199,0.003709671,0.034091343
XM_038057290.1,6601.081585,6297.202391,6308.948533,8591.568471,6027.354913,5829.476561,nan,6511.245273,0.07241218,0.20951737,0.345614209,0.729632666,0.810953717
XM_038057291.1,399.3750305,370.8378598,351.4532708,249.398911,321.8384207,273.854155,nan,323.3344092,-0.422339914,0.194942417,-2.166485466,0.030274109,0.104679356
XM_038057292.1,1478.767005,703.3401602,621.3838756,1273.875875,933.7692954,963.1398963,nan,976.5413146,0.173282533,0.373638949,0.463769995,0.642812543,0.745148789
XM_038057293.1,1595.101473,752.6287365,671.2032825,1469.512146,999.4506057,1047.879673,nan,1068.220289,0.21532033,0.382086125,0.56353873,0.573068095,0.689388637
XM_038057294.1,8967.348658,6873.01814,6087.02572,9723.570714,7962.764191,8839.805443,nan,7943.15059,0.261775956,0.198734566,1.317214014,0.187766898,0.319591926
XM_038057295.1,8976.943253,6883.971157,6095.177987,9789.280607,8008.741108,8893.542862,nan,7974.871421,0.268803927,0.198784077,1.352240738,0.176298316,0.305508208
XM_038057296.1,9050.102043,7009.930852,6240.107171,10046.14655,8183.891269,9142.595131,nan,8143.178285,0.282485335,0.195058774,1.448206245,0.147559379,0.271775379
XM_038057297.1,7862.770871,6163.419113,5289.915209,8074.84977,6981.92329,7759.890001,nan,6908.352878,0.227338304,0.193877489,1.172587418,0.240961297,0.377721765
XM_038057298.1,434.1554386,308.2491915,269.0247975,246.4120977,301.0393391,305.8899241,nan,305.815731,-0.255326376,0.258063708,-0.989392805,0.322470993,0.461565456
XM_038057299.1,65.96284288,182.2894965,288.9525602,465.9428756,253.9677333,228.3840312,nan,244.2315737,0.78690223,0.575515321,1.36730023,0.17153122,0.300591042
XM_038057300.1,65.96284288,182.2894965,288.9525602,465.9428756,253.9677333,228.3840312,nan,244.2315737,0.78690223,0.575515321,1.36730023,0.17153122,0.300591042
XM_038057301.1,6192.11196,6116.477611,7044.464141,5724.227699,6411.590578,6068.194711,nan,6176.160292,-0.105423844,0.147366867,-0.715383631,0.474372025,0.605743618
XM_038057302.1,64.76351846,179.9424214,258.1551087,462.9560623,246.3049138,215.9830883,nan,234.7892637,0.845853621,0.564331514,1.498859447,0.133910099,0.254370397
XM_038057303.1,65.96284288,172.1188379,279.8944862,446.5285891,225.5058322,207.7157931,nan,230.0725434,0.733161357,0.580212482,1.263608384,0.206370623,0.341025644
XM_038057304.1,97.14527769,133.0009202,151.2698356,194.1428648,267.1039954,194.2814383,nan,170.3854248,0.76167489,0.308585822,2.468275717,0.01357657,0.070513685
XM_038057305.1,83.95270912,100.1418693,115.0375397,180.7022049,216.7483241,165.3459049,nan,141.6157859,0.894289021,0.271038873,3.299486202,0.00096862,0.015088692
XM_038057306.1,721.9932984,483.4974627,505.4405286,504.7714485,603.1733667,562.1760768,nan,554.4350727,-0.044201388,0.22515037,-0.196319411,0.844360169,0.895490377
XM_038057307.1,781.9595192,530.438964,570.6586613,583.9220011,667.7599885,612.8132602,nan,614.8483436,-0.024467105,0.210704523,-0.116120453,0.90755708,0.939324236
XM_038057308.1,781.9595192,530.438964,570.6586613,583.9220011,667.7599885,612.8132602,nan,614.8483436,-0.024467105,0.210704523,-0.116120453,0.90755708,0.939324236
XM_038057309.1,721.9932984,483.4974627,505.4405286,504.7714485,603.1733667,562.1760768,nan,554.4350727,-0.044201388,0.22515037,-0.196319411,0.844360169,0.895490377
XM_038057310.1,6946.487017,3823.385276,4378.672966,4705.724362,4718.10746,4147.081978,nan,4705.686763,-0.166117041,0.26221576,-0.633512803,0.526398823,0.652070198
XM_038057311.1,61.16554521,50.07093465,53.44263653,64.21648605,42.69285172,48.57035957,nan,52.51338029,-0.088294619,0.330882392,-0.266845927,0.789587791,0.856224785
XM_038057312.1,1.199324416,5.476508478,12.68130358,0,0,1.033411906,nan,3.341110414,-4.176474609,1.94422771,-2.148140667,0.031702582,NA
XM_038057313.1,1306.064289,1453.621822,1387.696935,1523.274785,1901.473934,1716.497176,nan,1526.919747,0.291818699,0.173240869,1.684467996,0.09209126,0.200578056
XM_038057314.1,309.4256993,266.7841987,187.5021316,198.6230848,163.1085874,172.5797883,nan,213.2890562,-0.527999028,0.265910939,-1.985623569,0.047075137,0.134742809
XM_038057315.1,309.4256993,266.7841987,187.5021316,198.6230848,163.1085874,172.5797883,nan,213.2890562,-0.527999028,0.265910939,-1.985623569,0.047075137,0.134742809
XM_038057316.1,182.2973112,160.3834626,205.6182795,125.4461588,146.6882598,171.5463764,nan,163.1208915,-0.31992933,0.248051534,-1.289769612,0.197130662,0.329759126
XM_038057317.1,1.199324416,0,0,5.97362661,2.189377011,2.066823812,nan,1.787976235,3.196892513,1.985094777,1.610448302,0.107300023,NA
XM_038057318.1,1.199324416,0,0,5.97362661,2.189377011,2.066823812,nan,1.787976235,3.196892513,1.985094777,1.610448302,0.107300023,NA
XM_038057319.1,1.199324416,0,0,5.97362661,2.189377011,2.066823812,nan,1.787976235,3.196892513,1.985094777,1.610448302,0.107300023,NA
XM_038057320.1,1.199324416,0,0,5.97362661,2.189377011,2.066823812,nan,1.787976235,3.196892513,1.985094777,1.610448302,0.107300023,NA
XM_038057321.1,67.16216729,102.4889444,73.37039931,95.57802576,22.98845862,63.03812626,nan,69.76218955,-0.438746997,0.564559634,-0.777149074,0.437070824,0.571156145
XM_038057322.1,4.797297664,12.51773366,23.55099237,20.90769313,12.04157356,10.33411906,nan,14.02283088,0.003523073,0.798495112,0.00441214,0.996479633,0.997707503
XM_038057323.1,750.7770844,679.0870512,778.994363,604.8296942,707.1687747,655.1831483,nan,686.5473715,-0.183024435,0.158972459,-1.151296492,0.24961028,0.3870554
XM_038057324.1,0,0,0,4.480219957,0,3.100235718,nan,1.136244484,3.639407198,3.474698824,1.047402202,0.294914117,NA
XM_038057325.1,47.97297664,59.4592349,62.50071052,58.24285945,56.9238023,94.04048343,nan,62.29771827,0.27712385,0.371510379,0.745938379,0.45570464,0.589037561
XM_038057326.1,43.17567897,82.14762717,153.0814504,216.5439646,126.9838667,91.97365962,nan,117.4399695,0.619655341,0.572054507,1.083210313,0.278715083,0.416775178
XM_038057327.1,129.5270369,79.8005521,122.2839988,49.28241953,86.48039195,82.67295247,nan,90.35944277,-0.617288813,0.373949622,-1.650727204,0.09879429,0.209014844
XM_038057328.1,271.047318,204.1955304,214.6763535,241.9318777,262.7252414,245.9520336,nan,236.4649442,0.10933942,0.198825613,0.549926234,0.58236997,0.696970123
XM_038057329.1,1495.557547,1405.897962,1566.140993,1895.133042,1762.448494,1807.437423,nan,1630.997359,0.273237021,0.122655317,2.227681823,0.02590174,0.097654331
XM_038057330.1,76.75676262,49.2885763,51.63102173,43.30879292,52.54504828,50.63718339,nan,53.310907,-0.286464319,0.347342085,-0.824732537,0.409523455,0.545068378
XM_038057331.1,2828.006973,2173.391507,2133.176424,1793.58139,2014.226851,1749.566357,nan,2084.305472,-0.372121563,0.177452538,-2.097020239,0.035991784,0.115196529
XM_038057332.1,61.16554521,43.02970947,103.2620435,26.88131974,24.08314713,17.5680024,nan,45.50672903,-1.602532067,0.496276394,-3.229112014,0.001241752,0.017800131
XM_038057333.1,61.16554521,43.02970947,103.2620435,26.88131974,24.08314713,17.5680024,nan,45.50672903,-1.602532067,0.496276394,-3.229112014,0.001241752,0.017800131
XM_038057334.1,14.39189299,40.68263441,18.11614798,135.9000054,38.3140977,58.90447863,nan,50.09585607,1.640413901,0.683099582,2.401427176,0.016331259,0.07723705
XM_038057335.1,14.39189299,40.68263441,18.11614798,135.9000054,38.3140977,58.90447863,nan,50.09585607,1.640413901,0.683099582,2.401427176,0.016331259,0.07723705
XM_038057336.1,22.7871639,7.82358354,3.623229595,26.88131974,8.757508046,8.267295247,nan,12.86002173,0.328463959,0.933331864,0.351926224,0.724893592,0.807383022
XM_038057337.1,1.199324416,9.388300248,11.77549619,38.82857296,19.7043931,18.60141431,nan,16.40515281,1.790806786,0.881493048,2.031560874,0.042198131,0.125866543
XM_038057338.1,224.2736658,1160.237439,1309.797499,2637.356148,1490.965745,1655.525873,nan,1394.191654,1.064929999,0.612443104,1.738822745,0.082065946,0.18727597
XM_038057339.1,59.9662208,105.6183778,36.23229595,79.15055258,78.81757241,25.83529765,nan,63.62019496,-0.155571975,0.62072475,-0.250629567,0.80210052,0.864795216
XM_038057340.1,6915.304582,5131.488444,5654.955591,3083.884737,4805.68254,4540.811914,nan,4951.13707,-0.52085497,0.246940897,-2.10922928,0.034924796,0.113739021
XM_038057341.1,2019.662316,1775.953463,1513.604163,1702.483584,1781.058199,1804.337188,nan,1739.969564,-0.020341418,0.161584058,-0.125887533,0.899820952,0.935198
XM_038057342.1,1171.739954,1748.570921,2124.11835,3431.848487,2041.594063,2274.539605,nan,2101.964257,0.592924284,0.334565123,1.772223831,0.076357409,0.179037097
XM_038057343.1,1157.348061,1727.447246,2098.755743,3424.381454,2029.55249,2272.472781,nan,2087.900114,0.606450366,0.335184322,1.809304093,0.070403773,0.170372149
XM_038057344.1,250.6588029,145.5186538,199.2776277,209.0769313,179.5289149,235.6179145,nan,200.0885498,0.056977515,0.277789363,0.2051105,0.837485793,0.890626821
XM_038057345.1,77.95608704,607.1100827,571.5644687,1468.018739,986.3143437,1071.648146,nan,786.0599839,1.449305813,0.665105764,2.179060673,0.029327161,0.102975347
XM_038057346.1,26.38513715,356.7554094,278.0828714,902.0176181,665.5706115,701.6866841,nan,481.5052643,1.739383817,0.755618076,2.301935161,0.021338829,0.087831037
XM_038057347.1,77.95608704,136.9127119,89.67493249,192.6494582,146.6882598,181.8804954,nan,135.8682254,0.750702596,0.331176759,2.266773186,0.023404085,0.092504561
XM_038057348.1,75.5574382,122.8302616,79.7110511,170.2483584,123.6998011,151.9115502,nan,119.0974862,0.653279103,0.326679888,1.999753052,0.045526936,0.131554665
XM_038057349.1,2019.662316,1775.953463,1513.604163,1702.483584,1781.058199,1804.337188,nan,1739.969564,-0.020341418,0.161584058,-0.125887533,0.899820952,0.935198
XM_038057350.1,91.14865561,343.4553174,331.525508,902.0176181,606.4574322,583.8777268,nan,469.4205612,1.415229841,0.522897919,2.706512667,0.006799399,0.048733622
XM_038057351.1,91.14865561,343.4553174,331.525508,902.0176181,606.4574322,583.8777268,nan,469.4205612,1.415229841,0.522897919,2.706512667,0.006799399,0.048733622
