Gene,Leg_MF1,Leg_MF2,Leg_MF3,Leg_VF1,Leg_VF2,Leg_VF3,Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CGW64_mgp01,99728.62248,152056.0402,103601.7212,226612.5123,169526.7461,178977.6414,nan,152837.6981,0.670990252,0.261676862,2.564194052,0.010341571,0.062163777
CGW64_mgp02,266993.6015,273441.2859,251240.175,292982.4907,219556.2002,214627.2519,nan,249591.4539,-0.140970862,0.186419682,-0.756201599,0.449528334,0.583241906
CGW64_mgp03,66006.01856,64913.83734,52879.22433,90872.30139,53852.10635,55601.69418,nan,63036.79312,0.106045625,0.271872116,0.390057013,0.696494389,0.786411703
CGW64_mgp04,12766.80841,9284.246586,5234.660958,5973.62661,7915.692585,8590.753173,nan,8159.714513,-0.287154082,0.355784096,-0.807102075,0.419607677,0.554447015
CGW64_mgp05,192453.1904,167511.5295,119104.6149,146073.0915,126353.3261,131844.7578,nan,144998.081,-0.258627209,0.222756836,-1.161029282,0.245629992,0.382714886
CGW64_mgp06,204307.3129,168275.1113,112986.7917,148695.5136,149585.9002,154386.5717,nan,153934.3896,-0.113007647,0.249092819,-0.453676858,0.650061426,0.751141939
CGW64_mgp07,24919.56271,19150.56779,13014.64071,27844.56703,18430.17568,20086.42721,nan,20222.79338,0.204773077,0.302368337,0.677230554,0.498259685,0.626957302
CGW64_mgp08,209284.5092,150176.8155,132834.8434,202398.4168,146677.3129,141172.3336,nan,161054.6208,-0.018131313,0.253798942,-0.071439673,0.943047836,0.962385423
CGW64_mgp09,172664.3375,127223.2037,100464.9102,276755.134,133463.3279,136555.0492,nan,155019.7892,0.435833013,0.369306078,1.180140375,0.237944389,0.374621936
CGW64_mgp10,23485.17071,11489.71479,9510.071881,31149.47596,14584.53496,16014.7843,nan,17348.9888,0.466372383,0.442845144,1.053127463,0.292282578,0.430226377
CGW64_mgp11,260532.8408,180779.5449,158884.9584,233468.7422,191920.7888,178874.3002,nan,197423.296,-0.001116742,0.242766204,-0.004600072,0.996329687,0.997707503
CGW64_mgp12,597078.8632,554652.955,529652.7603,489550.6479,495349.8329,458790.4495,nan,513609.1675,-0.235430383,0.112369057,-2.095153149,0.036157381,0.11546469
CGW64_mgp13,127400.6347,96307.53101,77532.5843,136014.9977,86553.73608,99183.77449,nan,102089.2814,0.081765269,0.272819836,0.299704268,0.764402743,0.835495311
XM_038046466.1,1503.952818,1415.286262,1496.393823,1635.280284,1569.783317,1839.473192,nan,1553.434128,0.175225824,0.134067235,1.306999612,0.191212843,0.323458349
XM_038046467.1,131.9256858,211.2367556,206.5240869,485.357162,236.4527172,280.0546265,nan,254.5360643,0.837063324,0.385986357,2.168634487,0.030110445,0.104679356
XM_038046468.1,131.9256858,211.2367556,206.5240869,485.357162,236.4527172,280.0546265,nan,254.5360643,0.837063324,0.385986357,2.168634487,0.030110445,0.104679356
XM_038046469.1,131.9256858,211.2367556,206.5240869,485.357162,236.4527172,280.0546265,nan,254.5360643,0.837063324,0.385986357,2.168634487,0.030110445,0.104679356
XM_038046470.1,1473.969707,579.7275403,645.8406754,948.3132243,918.4436563,864.9657652,nan,887.7198466,0.014892748,0.382926519,0.038891921,0.968976558,0.979790719
XM_038046471.1,1466.773761,577.3804652,645.8406754,945.326411,908.5914598,864.9657652,nan,884.1198914,0.013815205,0.382172522,0.036149132,0.971163446,0.980518444
XM_038046472.1,2.398648832,0,4.529036994,11.94725322,8.757508046,5.167059529,nan,5.401458992,1.877226621,1.225988361,1.531194488,0.125721333,NA
XM_038046473.1,279.4425889,862.1589061,944.757117,2007.138541,1024.628441,1350.669361,nan,1062.81355,1.036791448,0.50540161,2.051420942,0.040225971,0.122333875
XM_038046474.1,279.4425889,862.1589061,944.757117,2007.138541,1024.628441,1350.669361,nan,1062.81355,1.036791448,0.50540161,2.051420942,0.040225971,0.122333875
XM_038046475.1,279.4425889,862.1589061,944.757117,2007.138541,1024.628441,1350.669361,nan,1062.81355,1.036791448,0.50540161,2.051420942,0.040225971,0.122333875
XM_038046476.1,175.1013647,110.3125279,171.1975984,76.16373927,118.2263586,158.1120216,nan,132.6855352,-0.385324557,0.381207488,-1.010800073,0.312112128,0.451001174
XM_038046477.1,368.1925957,424.8205862,478.2663066,406.2066095,332.7853057,272.8207431,nan,375.8309237,-0.349137395,0.249327757,-1.400314988,0.161419015,0.288579901
XM_038046478.1,57742.67333,52795.8888,43169.87482,32463.67381,32430.14698,33599.32129,nan,41459.27914,-0.656804255,0.158665702,-4.139547779,3.47991121141036e-05,0.001280861
XM_038046479.1,0,0,20.83357017,1.493406652,1.094688506,0,nan,3.837891781,-3.422896293,2.652016448,-1.290676872,0.196815748,NA
XM_038046480.1,87.55068236,838.6881554,935.699043,2053.434147,988.5037207,1040.645789,nan,977.9464225,1.091324934,0.745722421,1.463446589,0.143345218,0.266374088
XM_038046481.1,231.4696123,195.5895885,170.291791,128.4329721,185.0023575,190.1477907,nan,180.7182299,-0.259888941,0.271975058,-0.955561672,0.339293734,0.478600562
XM_038046482.1,901.8919608,1107.819429,1114.143101,845.2681653,1038.859392,920.7700081,nan,976.2868539,-0.174657465,0.200797332,-0.86981965,0.384398971,0.522111768
XM_038046483.1,508.5135524,512.4447218,435.6933588,188.1692382,384.2356655,276.9543908,nan,379.8183982,-0.792280613,0.320108804,-2.475035371,0.013322298,0.069843235
XM_038046484.1,723.1926228,3447.853266,3192.971081,9344.245424,4889.973555,5745.770197,nan,4489.832268,1.402517274,0.577239431,2.429697625,0.015111424,0.074316238
XM_038046485.1,723.1926228,3447.853266,3192.971081,9344.245424,4889.973555,5745.770197,nan,4489.832268,1.402517274,0.577239431,2.429697625,0.015111424,0.074316238
XM_038046486.1,723.1926228,3447.853266,3192.971081,9344.245424,4889.973555,5745.770197,nan,4489.832268,1.402517274,0.577239431,2.429697625,0.015111424,0.074316238
XM_038046487.1,340.6081341,691.6047849,749.1027189,1248.487961,847.2889034,1067.514499,nan,812.7614919,0.798806448,0.369793927,2.160139446,0.030761876,0.105273314
XM_038046488.1,304.6284017,585.2040488,663.051016,1120.054989,747.6722494,951.7723653,nan,718.5542487,0.832112368,0.365237951,2.278274658,0.022710219,0.090554701
XM_038046489.1,310.6250237,632.14555,686.6020083,1190.245102,796.9332322,1014.810492,nan,761.1685857,0.851985921,0.372722051,2.28584791,0.022263158,0.08961481
XM_038046490.1,310.6250237,632.14555,686.6020083,1190.245102,796.9332322,1014.810492,nan,761.1685857,0.851985921,0.372722051,2.28584791,0.022263158,0.08961481
XM_038046491.1,311.8243481,634.4926251,692.9426601,1190.245102,799.1226092,1015.843903,nan,763.1630406,0.845480373,0.37329148,2.264933488,0.023516761,0.092598539
XM_038046492.1,311.8243481,634.4926251,692.9426601,1190.245102,799.1226092,1015.843903,nan,763.1630406,0.845480373,0.37329148,2.264933488,0.023516761,0.092598539
XM_038046493.1,606.8581545,417.779361,423.0120553,288.2274839,444.4435333,392.6965242,nan,422.4105196,-0.373384476,0.27391932,-1.363118436,0.172845187,0.301731691
XM_038046494.1,181.0979868,215.9309057,239.1331533,322.5758369,183.907669,181.8804954,nan,217.7664129,0.092939986,0.330505048,0.28120595,0.778552441,0.847639825
XM_038046495.1,10.79391974,10.1706586,8.15226659,0,5.473442529,10.33411906,nan,7.240071268,-0.963874953,1.171496426,-0.822772423,0.410637422,NA
XM_038046496.1,1133.361573,1810.377231,2076.110558,2697.092414,1669.399971,1900.444495,nan,1856.238918,0.293419047,0.330914235,0.886692128,0.375244678,0.512855667
XM_038046497.1,0,0,0,0,4.378754023,0,nan,0.661522017,2.857261005,3.972054446,0.719340846,0.471930935,NA
XM_038046498.1,17219.89996,12324.49115,12578.04154,11411.12023,12137.90615,12078.51836,nan,12759.33441,-0.252943525,0.179975381,-1.405434024,0.159892255,0.286573312
XM_038046499.1,2275.118417,2447.216931,2778.111292,1414.2561,1360.697813,1226.659932,nan,1895.434225,-0.925119175,0.170260996,-5.433535535,5.52482749779217e-08,6.06900869330009e-06
XM_038046500.1,14.39189299,84.49470223,78.8052437,120.9659388,145.5935713,121.9426049,nan,93.24903557,1.102307377,0.643091675,1.714075022,0.086514948,0.192627959
XM_038046501.1,14.39189299,84.49470223,78.8052437,120.9659388,145.5935713,121.9426049,nan,93.24903557,1.102307377,0.643091675,1.714075022,0.086514948,0.192627959
XM_038046502.1,904.2906096,844.1646639,829.7195773,542.1066148,668.854677,574.5770197,nan,717.903792,-0.544466168,0.164996557,-3.299863818,0.000967318,0.015079485
XM_038046503.1,538.4966628,1021.76001,848.7415327,2047.46052,1592.771776,1617.289633,nan,1258.907531,1.09909828,0.310154603,3.543711004,0.000394537,0.007936042
XM_038046504.1,474.9324687,377.879085,418.4830183,339.0033101,327.3118632,265.5868598,nan,361.963696,-0.461582081,0.197087266,-2.342018788,0.019179749,0.083706858
XM_038046505.1,4.797297664,0.782358354,0,0,1.094688506,1.033411906,nan,1.296030844,-1.567824187,2.319581423,-0.675908236,0.499098909,NA
XM_038046506.1,1307.263613,1149.284422,1227.369025,981.1681707,1155.991062,1234.927227,nan,1159.300313,-0.142276977,0.163596212,-0.869683809,0.384473223,0.522179167
XM_038046507.1,3.597973248,0,0,1.493406652,0,0,nan,0.801031189,-1.867160556,3.974914249,-0.46973606,0.638543602,NA
XM_038046508.1,9265.980438,8274.221952,8497.379209,12402.74225,9762.432094,10976.90126,nan,9709.987947,0.331443769,0.146903296,2.256203754,0.024057874,0.09401479
XM_038046509.1,9035.71015,8098.97368,8294.478351,12087.63344,9513.937803,10693.7464,nan,9471.615877,0.328181329,0.146678722,2.23741607,0.025259159,0.096403138
XM_038046510.1,8689.105394,7506.728406,7567.11501,10934.72351,8683.069228,9748.174508,nan,8716.373789,0.289473794,0.149708247,1.933586156,0.053164031,0.145440052
XM_038046511.1,5438.936226,3759.231891,3740.984557,4066.546315,4207.982616,3939.366185,nan,4125.743679,-0.093818368,0.198418062,-0.472831792,0.63633319,0.739794909
XM_038046512.1,6003.818026,5600.121098,5514.555444,8820.059689,6526.532871,7445.732782,nan,6548.101915,0.395578045,0.166144528,2.380927323,0.017269119,0.079384775
XM_038046513.1,6003.818026,5600.121098,5514.555444,8820.059689,6526.532871,7445.732782,nan,6548.101915,0.395578045,0.166144528,2.380927323,0.017269119,0.079384775
XM_038046514.1,6003.818026,5600.121098,5513.649637,8820.059689,6526.532871,7445.732782,nan,6547.934747,0.395663319,0.166153452,2.381312655,0.017251063,0.079384775
XM_038046515.1,6003.818026,5600.121098,5514.555444,8820.059689,6526.532871,7445.732782,nan,6548.101915,0.395578045,0.166144528,2.380927323,0.017269119,0.079384775
XM_038046516.1,6003.818026,5600.121098,5514.555444,8820.059689,6526.532871,7445.732782,nan,6548.101915,0.395578045,0.166144528,2.380927323,0.017269119,0.079384775
XM_038046517.1,5.99662208,0,3.623229595,8.960439915,3.284065517,2.066823812,nan,3.906794868,0.482664172,1.437819693,0.335691724,0.737103347,NA
XM_038046518.1,5.99662208,0,3.623229595,8.960439915,3.284065517,2.066823812,nan,3.906794868,0.482664172,1.437819693,0.335691724,0.737103347,NA
XM_038046519.1,5.99662208,0,3.623229595,8.960439915,3.284065517,2.066823812,nan,3.906794868,0.482664172,1.437819693,0.335691724,0.737103347,NA
XM_038046520.1,929.4764224,917.7063492,1344.21818,987.1417973,995.0718517,816.3954056,nan,985.5588233,-0.208342695,0.244229845,-0.85305993,0.393626071,0.530348428
XM_038046521.1,14707.31531,11812.82879,10743.78156,10008.81138,13574.13747,14937.9691,nan,12440.59437,0.03584682,0.232551076,0.154146009,0.877494612,0.919158264
XM_038046522.1,14707.31531,11812.82879,10743.78156,10008.81138,13574.13747,14937.9691,nan,12440.59437,0.03584682,0.232551076,0.154146009,0.877494612,0.919158264
XM_038046523.1,10111.50415,8403.31108,7989.221258,6364.899153,9705.508292,10777.45277,nan,8762.141725,0.006103306,0.258663386,0.023595555,0.981175218,0.986687592
XM_038046524.1,1054.206162,914.5769158,1141.317323,899.0308048,841.8154609,769.8918699,nan,924.0413398,-0.324964764,0.167511334,-1.93995688,0.052384931,0.144185765
XM_038046525.1,2127.601514,2391.669488,2620.500805,2446.200097,2419.261598,2456.4201,nan,2378.586303,0.016408449,0.159769377,0.102700837,0.918200409,0.946689047
XM_038046526.1,2073.631915,2334.557328,2558.000094,2380.490204,2370.000615,2403.716093,nan,2322.531454,0.01871415,0.160465734,0.116623966,0.907158045,0.939202091
XM_038046527.1,248.2601541,272.2607072,306.1629008,350.9505633,317.4596667,324.4913384,nan,298.7830344,0.244907581,0.191101751,1.281555921,0.199998471,0.333425147
XM_038046528.1,224.2736658,205.7602471,182.0672872,144.8604453,185.0023575,220.1167359,nan,190.9334579,-0.168886827,0.253893832,-0.665186806,0.505931018,0.633826362
XM_038046529.1,5.99662208,10.95301696,5.434844393,38.82857296,13.13626207,24.80188574,nan,16.19087049,1.781439468,0.72720599,2.449704062,0.014297367,0.072068112
XM_038046530.1,187.0946089,119.7008282,96.92139168,95.57802576,126.9838667,89.90683581,nan,117.5832087,-0.37541118,0.352638341,-1.064578454,0.287066734,0.425125861
XM_038046531.1,0,0,0,0,0,1.033411906,OBP54,0.16276498,0.94493984,4.080472857,0.231576063,0.816867301,NA
XM_038046532.1,14.39189299,32.07669251,62.50071052,249.398911,89.76445747,151.9115502,OR182,98.13818579,2.138280873,0.637749454,3.352854101,0.000799829,0.013216809
XM_038046533.1,14.39189299,32.07669251,62.50071052,249.398911,89.76445747,151.9115502,OR188,98.13818579,2.138280873,0.637749454,3.352854101,0.000799829,0.013216809
XM_038046534.1,869.5102016,836.3410804,951.0977688,504.7714485,645.8662184,601.4457292,nan,725.7811838,-0.616976381,0.18336273,-3.36478619,0.00076603,0.012879144
XM_038046535.1,934.27372,798.005521,1090.592108,976.6879507,654.6237264,681.018446,nan,843.9519833,-0.305692345,0.249442426,-1.225502615,0.220385905,0.355992501
XM_038046536.1,0,0.782358354,7.246459191,0,2.189377011,0,nan,1.670016244,-2.020576522,2.7362213,-0.738455081,0.460237954,NA
XM_038046537.1,272.2466424,363.7966346,393.1204111,512.2384818,282.4296345,411.2979385,nan,367.1685166,0.203204246,0.314100273,0.646940687,0.517670332,0.644004736
XM_038046538.1,217.0777193,223.7544892,230.9808867,177.7153916,165.2979644,190.1477907,nan,198.2048288,-0.352377308,0.187588392,-1.878460086,0.060318252,0.156352521
XM_038046539.1,253.0574518,316.072775,365.9461891,482.3703487,258.3464874,364.7944028,nan,335.187716,0.21699247,0.319133237,0.679943188,0.496540434,0.625313558
XM_038046540.1,227.871639,308.2491915,357.7939225,482.3703487,245.2102253,349.2932242,nan,323.7495187,0.242000297,0.346712089,0.697986326,0.485185746,0.615290286
XM_038046541.1,0,1.564716708,7.246459191,1.493406652,2.189377011,5.167059529,nan,2.814909136,-0.203712956,1.648732664,-0.1235573,0.901665803,NA
XM_038046542.1,1076.993326,835.558722,935.699043,613.7901342,761.9032,882.5337676,nan,839.0846714,-0.348001553,0.215243987,-1.616777123,0.105926399,0.218606599
XM_038046543.1,14502.23084,10176.13511,10171.31128,7371.455236,8698.394867,8295.197368,nan,9720.305443,-0.526766783,0.202581718,-2.600268122,0.009315095,0.058987254
XM_038046544.1,14511.82543,10177.69983,10174.93451,7371.455236,8700.584244,8295.197368,nan,9723.406026,-0.527241778,0.202753104,-2.600412851,0.009311167,0.058987254
XM_038046545.1,13566.75779,9500.177492,9677.646249,6817.401368,8141.198417,7791.92577,nan,9110.487999,-0.535856795,0.202254298,-2.64942105,0.008062981,0.053755741
XM_038046546.1,12385.42324,9133.251424,9019.12427,6609.817844,7372.727086,6974.496953,nan,8455.74902,-0.554542495,0.180448947,-3.073126806,0.002118285,0.024908348
XM_038046547.1,392.179084,365.3613513,401.2726777,679.5000269,493.7045161,489.8372434,nan,462.9792349,0.505191174,0.211739488,2.385909115,0.017036961,0.079054631
XM_038046548.1,310.6250237,237.0545813,282.6119084,161.2879185,209.0855046,223.2169717,nan,234.0073328,-0.500049107,0.236258991,-2.116529426,0.034299805,0.112707714
XM_038046549.1,1430.794028,812.8703298,829.7195773,813.9066256,1059.658474,1136.753096,nan,997.0545792,-0.036629842,0.296572367,-0.123510636,0.901702753,0.935823383
XM_038046550.1,501.3176059,386.4850269,478.2663066,452.5022157,398.4666161,365.8278147,nan,423.9852696,-0.18030334,0.193510611,-0.931749113,0.351466199,0.490548708
XM_038046551.1,15.59121741,2.347075062,5.434844393,11.94725322,7.66281954,7.233883341,nan,8.13642297,0.235399485,0.970044659,0.242668708,0.80826205,NA
XM_038046552.1,149.915552,46.15914288,65.21813272,56.74945279,31.74596667,31.00235718,nan,62.17892926,-1.123035929,0.563870999,-1.991653999,0.046409034,0.133430694
XM_038046553.1,149.915552,46.15914288,65.21813272,56.74945279,31.74596667,31.00235718,nan,62.17892926,-1.123035929,0.563870999,-1.991653999,0.046409034,0.133430694
XM_038046554.1,0,0,4.529036994,1.493406652,0,0,nan,0.997826407,-2.250032563,3.884355792,-0.579255013,0.562417116,NA
XM_038046555.1,0,0,0.905807399,0,0,0,nan,0.167167804,-0.978613511,4.080472857,-0.239828458,0.810463245,NA
XM_038046556.1,0,0.782358354,0.905807399,2.986813305,3.284065517,9.300707153,nan,2.783236901,2.878439513,1.607658323,1.79045477,0.073380832,NA
XM_038046557.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046558.1,0,0.782358354,0.905807399,2.986813305,3.284065517,9.300707153,nan,2.783236901,2.878439513,1.607658323,1.79045477,0.073380832,NA
XM_038046559.1,1231.706175,1045.230761,836.0602291,849.7483852,1251.228962,945.5718939,nan,1011.822968,-0.042066217,0.253225704,-0.166121435,0.868061386,0.912832823
XM_038046560.1,862.3142551,1781.429972,2141.328691,3796.23971,1933.219901,2306.575374,nan,2106.836207,0.717515454,0.431411875,1.663179656,0.096276479,0.206219198
XM_038046561.1,1.199324416,10.1706586,4.529036994,10.45384657,1.094688506,9.300707153,nan,5.936545209,0.279470852,1.259548714,0.221881734,0.82440595,NA
XM_038046562.1,49.17230105,25.03546733,44.38456254,64.21648605,62.39724483,40.30306433,nan,46.54206827,0.48182903,0.432881791,1.113072991,0.265677082,0.403666199
XM_038046563.1,39.57770573,17.21188379,21.73937757,47.78901288,35.03003218,37.20282861,nan,32.52851645,0.595236676,0.483776637,1.230395664,0.218548976,0.354351846
XM_038046564.1,4.797297664,0,4.529036994,0,0,9.300707153,nan,3.099528597,-0.158831221,2.510493943,-0.063266921,0.949553957,NA
XM_038046565.1,89.9493312,190.11308,190.2195538,185.1824249,130.2679322,100.2409549,nan,146.0093133,-0.20772096,0.434150984,-0.478453275,0.632327623,0.736603934
XM_038046566.1,689.6115392,637.6220585,762.6898298,613.7901342,678.7068736,681.018446,nan,668.2540857,-0.099609075,0.161745978,-0.615836484,0.538002445,0.661005446
XM_038046567.1,213.479746,525.7448139,432.0701293,95.57802576,147.7829483,85.77318819,nan,249.2068643,-1.85308866,0.442837983,-4.184574791,2.85700373745857e-05,0.001079703
XM_038046568.1,68.36149171,241.7487314,271.7422197,548.0802414,426.9285172,413.3647623,OR184,323.8593934,1.220839225,0.520256165,2.346611741,0.018944985,0.083089081
XM_038046569.1,68.36149171,241.7487314,271.7422197,548.0802414,426.9285172,413.3647623,OR183,323.8593934,1.220839225,0.520256165,2.346611741,0.018944985,0.083089081
XM_038046570.1,226.6723146,235.4898645,252.7202643,373.3516631,271.4827494,294.5223932,nan,271.5482133,0.373916828,0.216567679,1.726558781,0.084246934,0.18985111
XM_038046571.1,137.9223078,271.4783488,218.2995831,568.9879346,334.9746828,319.3242789,nan,303.8057567,0.935937946,0.38904567,2.405727704,0.01614029,0.076820661
XM_038046572.1,298.6317796,892.6708819,884.0680213,2168.426459,1169.127324,1526.349385,nan,1139.431665,1.194274448,0.478135383,2.49777467,0.01249756,0.068148349
XM_038046573.1,298.6317796,892.6708819,884.0680213,2168.426459,1169.127324,1526.349385,nan,1139.431665,1.194274448,0.478135383,2.49777467,0.01249756,0.068148349
XM_038046574.1,368.1925957,319.9845668,336.054545,300.1747371,302.1340276,327.5915742,nan,320.9942473,-0.154385337,0.158978388,-0.971108959,0.331494023,0.470257931
XM_038046575.1,1975.287313,1574.105008,1698.388873,1255.954995,978.6515241,1198.757811,nan,1426.030564,-0.626805918,0.174217323,-3.597839231,0.000320872,0.006913419
XM_038046576.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046577.1,1372.027132,1242.385066,1325.196225,1185.764882,1264.365224,1377.53807,nan,1276.135617,-0.057109193,0.136354991,-0.418827306,0.675342347,0.769874744
XM_038046578.1,327.4155656,231.5780728,277.177064,176.221985,224.4111437,210.8160288,nan,237.6724368,-0.464282269,0.230350663,-2.015545621,0.043847511,0.128513382
XM_038046579.1,4.797297664,10.1706586,3.623229595,8.960439915,10.94688506,18.60141431,nan,9.527888665,1.014893414,0.789643772,1.285254756,0.198703275,NA
XM_038046580.1,0,3.129433416,0,1.493406652,6.568131034,9.300707153,nan,3.291777552,2.467432327,1.869640902,1.319735958,0.18692319,NA
XM_038046581.1,0,0.782358354,0,10.45384657,0,0,nan,1.788954464,3.189188621,3.495702329,0.912316988,0.361601874,NA
XM_038046582.1,64.76351846,78.2358354,63.40651792,26.88131974,58.0184908,103.3411906,nan,64.8348423,-0.150152699,0.540965848,-0.2775641,0.781346994,0.849735092
XM_038046583.1,55.16892313,33.64140922,19.92776277,20.90769313,55.82911379,46.50353576,nan,38.19194636,0.182638751,0.595193834,0.306855919,0.758953043,0.832457109
XM_038046584.1,1013.429131,1014.718785,981.8952204,724.3022264,718.1156598,661.3836197,nan,841.2231626,-0.534222016,0.131992693,-4.04736054,5.17984245992304e-05,0.001754061
XM_038046585.1,405.3716526,255.8311817,207.4298943,203.1033047,272.5774379,211.8494407,nan,255.1300483,-0.341956547,0.324656243,-1.053288069,0.292208986,0.430216854
XM_038046586.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046587.1,2.398648832,0,0,0,1.094688506,4.133647623,nan,1.135962326,1.341713569,2.857562507,0.469530786,0.638690285,NA
XM_038046588.1,0,0,0,0,0,1.033411906,nan,0.16276498,0.94493984,4.080472857,0.231576063,0.816867301,NA
XM_038046589.1,7.195946496,66.50046009,112.3201175,186.6758316,76.6281954,113.6753096,nan,92.75066901,0.983022095,0.845467782,1.162696103,0.244952823,0.382015436
XM_038046590.1,7.195946496,66.50046009,112.3201175,186.6758316,76.6281954,113.6753096,nan,92.75066901,0.983022095,0.845467782,1.162696103,0.244952823,0.382015436
XM_038046591.1,2.398648832,0.782358354,4.529036994,0,2.189377011,1.033411906,nan,1.817967517,-1.427697603,1.737182891,-0.821846456,0.41116429,NA
XM_038046592.1,1363.631861,1825.24204,1859.62259,2277.445145,1848.928886,1758.867064,nan,1798.355587,0.198587313,0.228790512,0.867987535,0.385401156,0.523204836
XM_038046593.1,0,0,0,0,1.094688506,0,nan,0.165380504,0.94493984,4.080472857,0.231576063,0.816867301,NA
XM_038046594.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046595.1,1747.415674,1366.780044,1465.596371,1139.469276,1254.513028,1076.815206,nan,1322.657618,-0.41293777,0.164215173,-2.514613988,0.011916277,0.067075459
XM_038046596.1,353.8007027,287.1255159,296.1990194,162.7813251,247.3996023,239.7515622,nan,260.879704,-0.540169774,0.255086733,-2.117592582,0.034209587,0.112480994
XM_038046597.1,0,0,0.905807399,0,0,0,nan,0.167167804,-0.978613511,4.080472857,-0.239828458,0.810463245,NA
XM_038046598.1,0,0,0.905807399,0,0,0,nan,0.167167804,-0.978613511,4.080472857,-0.239828458,0.810463245,NA
XM_038046599.1,1.199324416,0.782358354,0,0,3.284065517,2.066823812,nan,1.150513029,1.317062154,2.263264977,0.581930162,0.560613723,NA
XM_038046600.1,696.8074857,815.2174048,690.2252379,661.579147,780.5129046,740.9563365,nan,721.5065345,-0.029871396,0.180807159,-0.165211357,0.868777627,0.913264281
XM_038046601.1,652.4324823,3627.013329,3264.529865,8283.926701,5749.304032,6240.774499,nan,4571.71464,1.389097517,0.584957141,2.374699647,0.017563235,0.07989843
XM_038046602.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038046603.1,652.4324823,3627.013329,3264.529865,8283.926701,5749.304032,6240.774499,nan,4571.71464,1.389097517,0.584957141,2.374699647,0.017563235,0.07989843
XM_038046604.1,652.4324823,3627.013329,3264.529865,8283.926701,5749.304032,6240.774499,nan,4571.71464,1.389097517,0.584957141,2.374699647,0.017563235,0.07989843
XM_038046605.1,652.4324823,3627.013329,3264.529865,8283.926701,5749.304032,6240.774499,nan,4571.71464,1.389097517,0.584957141,2.374699647,0.017563235,0.07989843
XM_038046606.1,2.398648832,12.51773366,9.963881387,29.86813305,18.6097046,25.83529765,nan,16.42298845,1.551486872,0.763270791,2.032682096,0.042084651,0.125731022
XM_038046607.1,77.95608704,170.5541212,177.5382502,410.6868294,234.2633402,342.0593408,nan,232.0714836,1.178685126,0.421837188,2.794170732,0.0052033,0.041505356
XM_038046608.1,29.9831104,35.98848428,21.73937757,97.07143241,61.30255632,62.00471435,nan,50.44983796,1.302594798,0.409857893,3.178162045,0.001482119,0.020129662
XM_038046609.1,65.96284288,337.1964506,387.6855667,937.8593777,361.2472069,531.1737196,nan,430.4602292,1.171169567,0.656696772,1.783425192,0.074517115,0.176597067
XM_038046610.1,65.96284288,337.1964506,387.6855667,937.8593777,361.2472069,531.1737196,nan,430.4602292,1.171169567,0.656696772,1.783425192,0.074517115,0.176597067
XM_038046611.1,0,3.129433416,0,5.97362661,16.42032759,15.50117859,nan,6.72949388,3.633399624,1.42498234,2.549785721,0.010778915,NA
XM_038046612.1,0,0.782358354,0,0,0,2.066823812,nan,0.494610566,0.874431021,4.038166287,0.216541608,0.828565596,NA
XM_038046613.1,205.0844751,2173.391507,2564.340746,5860.127704,2611.926775,3100.235718,PPK38,2714.572797,1.186140544,0.767638692,1.545180769,0.122302545,0.239893305
XM_038046614.1,38390.37455,36528.31155,35141.70385,32348.6815,27313.57291,28000.29559,nan,32498.76271,-0.345166091,0.129847659,-2.658238833,0.007855021,0.053053294
XM_038046615.1,0,1.564716708,2.717422197,0,1.094688506,2.066823812,nan,1.330575088,-0.770776209,2.171371909,-0.354971991,0.722610575,NA
XM_038046616.1,1074.594677,975.6008674,903.0899767,404.7132028,598.7946126,660.3502078,nan,759.8109203,-0.842028921,0.24903447,-3.381174183,0.000721768,0.012323662
XM_038046617.1,13169.78141,13447.17539,14646.90564,4650.468316,5626.69892,5120.555993,nan,9343.542356,-1.439174676,0.157612123,-9.131116594,6.77963803632464e-20,4.3556092729733e-17
XM_038046618.1,13169.78141,13447.17539,14646.90564,4650.468316,5626.69892,5120.555993,nan,9343.542356,-1.439174676,0.157612123,-9.131116594,6.77963803632464e-20,4.3556092729733e-17
XM_038046619.1,13169.78141,13447.17539,14646.90564,4650.468316,5626.69892,5120.555993,nan,9343.542356,-1.439174676,0.157612123,-9.131116594,6.77963803632464e-20,4.3556092729733e-17
XM_038046620.1,4.797297664,2.347075062,0,10.45384657,2.189377011,0,nan,3.087600832,0.775804776,1.995975173,0.388684582,0.697509489,NA
XM_038046621.1,587.6689638,713.5108188,758.1607928,546.5868348,563.7645805,455.7346505,nan,597.4787223,-0.414492755,0.21248124,-1.950726356,0.051089606,0.142015307
XM_038046622.1,825.1351982,1993.449086,2183.901639,3298.935295,1571.972694,1950.048266,nan,1945.641165,0.415009414,0.462324476,0.897658325,0.369367734,0.507215692
XM_038046623.1,550.4899069,1597.575759,1829.730946,3127.19353,1378.212829,1740.265649,nan,1681.616368,0.616088031,0.52019138,1.184348789,0.236275023,0.372432547
