Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Name
XM_038051255.1,1671.936554,-0.629367315,0.115195885,-5.463453093,4.66960702366385e-08,1.37007818625833e-07,nan
XM_038051256.1,88.16827962,-4.148829501,0.878014003,-4.725242976,2.29840372983318e-06,5.69128542625358e-06,nan
XM_038051257.1,0.739027453,-2.272534831,1.30037725,-1.747596577,0.080533909,0.112431151,nan
XM_038051258.1,637.5878542,0.618931124,0.097593656,6.341919626,2.26919700767052e-10,8.30059036297799e-10,nan
XM_038051259.1,1047.799519,0.248965707,0.09069757,2.745009682,0.006050911,0.010048492,nan
XM_038051260.1,418.5311729,0.700646079,0.143873399,4.869879224,1.11666480509597e-06,2.85652496579724e-06,nan
XM_038051261.1,2437.5923,-0.164328984,0.171192752,-0.959906199,0.337102426,0.412198422,nan
XM_038051262.1,1295.325832,-0.135883152,0.10761262,-1.262706475,0.206694686,0.266031528,nan
XM_038051263.1,2437.5923,-0.164328984,0.171192752,-0.959906199,0.337102426,0.412198422,nan
XM_038051264.1,5772.411265,0.32541468,0.081379623,3.998724366,6.3684792854329e-05,0.000134743,nan
XM_038051265.1,52.35814483,-4.399776464,0.651868121,-6.749488614,1.48367151577593e-11,6.126995399937e-11,nan
XM_038051266.1,526.9597093,-0.574101407,0.606407467,-0.946725492,0.343778677,0.419548493,nan
XM_038051267.1,147.002575,4.1594607,0.222908887,18.65991422,1.04899470852698e-77,6.6842160235569e-76,nan
XM_038051268.1,0,NA,NA,NA,NA,NA,nan
XM_038051269.1,0.33258761,-0.64093241,2.03695298,-0.31465253,0.75302549,0.814414517,nan
XM_038051270.1,0.33258761,-0.64093241,2.03695298,-0.31465253,0.75302549,0.814414517,nan
XM_038051271.1,0.33258761,-0.64093241,2.03695298,-0.31465253,0.75302549,0.814414517,nan
XM_038051272.1,44.1583405,0.597866909,0.324020805,1.845149755,0.065015757,0.092073213,nan
XM_038051273.1,161.1085164,-1.711628508,0.24546445,-6.973019948,3.10208618379327e-12,1.36321085897051e-11,nan
XM_038051274.1,0.369559849,1.118507598,3.63972125,0.307305841,0.75861059,0.819518011,nan
XM_038051275.1,4844.052216,0.398593855,0.105967689,3.761465971,0.00016892,0.00034075,nan
XM_038051276.1,0.443416505,-2.272559408,2.203238828,-1.031463035,0.302323734,0.374626156,nan
XM_038051277.1,6.244799829,0.076790601,0.752591389,0.102034919,0.918728958,0.950134864,nan
XM_038051278.1,6.244799829,0.076790601,0.752591389,0.102034919,0.918728958,0.950134864,nan
XM_038051279.1,6.244799829,0.076790601,0.752591389,0.102034919,0.918728958,0.950134864,nan
XM_038051280.1,6.614239401,-6.72379111,1.019289924,-6.596544274,4.20851866222303e-11,1.65373887862934e-10,nan
XM_038051281.1,0.073904315,0.320864521,3.662339012,0.087611912,0.930185135,0.953210087,nan
XM_038051282.1,94.93596674,-2.988200675,0.693772313,-4.307177757,1.65350728387506e-05,3.72842548168234e-05,nan
XM_038051283.1,0.960584588,-3.731756489,1.837231145,-2.03118508,0.042236223,0.06189479,nan
XM_038051284.1,4.322883722,-1.833563101,1.048466893,-1.748804003,0.080324905,0.112164832,nan
XM_038051285.1,2.919087733,-3.4399816,0.920671535,-3.736383138,0.000186686,0.000374897,nan
XM_038051286.1,2.919087733,-3.4399816,0.920671535,-3.736383138,0.000186686,0.000374897,nan
XM_038051287.1,1280.654818,-0.365524882,0.095110956,-3.843141706,0.000121469,0.000249429,nan
XM_038051288.1,1040.580004,-0.729984903,0.131651544,-5.544825993,2.94246643603892e-08,8.81951065815418e-08,nan
XM_038051289.1,906.5317337,1.050877792,0.108947433,9.645732423,5.1244061135652e-22,5.19323826820147e-21,nan
XM_038051290.1,76.16349728,3.962788357,0.462442215,8.569261685,1.04150619003926e-17,7.60370621852347e-17,nan
XM_038051291.1,76.08957687,3.986641172,0.461210444,8.643865771,5.43423913595612e-18,4.04786631701928e-17,nan
XM_038051292.1,798.1703918,-0.401492183,0.115703185,-3.47001843,0.000520423,0.000988289,nan
XM_038051293.1,1429.807062,0.579658068,0.153027669,3.787929807,0.000151908,0.000307854,nan
XM_038051294.1,1429.807062,0.579658068,0.153027669,3.787929807,0.000151908,0.000307854,nan
XM_038051295.1,0.147828692,-0.320324674,3.662339012,-0.087464506,0.930302297,0.953210087,nan
XM_038051296.1,0.517208767,-2.731614735,2.480514408,-1.101229135,0.270796945,0.339839872,nan
XM_038051297.1,1074.733205,0.292359093,0.109260316,2.675803112,0.007455043,0.012226727,nan
XM_038051298.1,130.4019001,-0.272916839,0.194562546,-1.402720329,0.160700253,0.212139514,nan
XM_038051299.1,10.86422913,1.178313612,0.686541365,1.716303885,0.086106438,0.119613348,nan
XM_038051300.1,36.99028341,1.46084719,0.433380616,3.370818018,0.000749453,0.001398176,nan
XM_038051301.1,0.554312074,-1.801346971,2.536756162,-0.710098589,0.477643001,0.557416363,nan
XM_038051302.1,115.809932,0.550545532,0.348747188,1.578637911,0.114419134,0.155371999,nan
XM_038051303.1,416.1926705,-1.354996494,0.219100087,-6.184372223,6.23500920204265e-10,2.18861547500273e-09,nan
XM_038051304.1,81.40231093,-4.205511083,0.562830239,-7.472077358,7.89385761544612e-14,4.06101907361457e-13,nan
XM_038051305.1,1071.777015,0.290217159,0.109907384,2.640561065,0.008276888,0.01349452,nan
XM_038051306.1,236.4870725,-1.626354813,0.307245559,-5.293338714,1.20103169684353e-07,3.39312837302588e-07,nan
XM_038051307.1,236.4870725,-1.626354813,0.307245559,-5.293338714,1.20103169684353e-07,3.39312837302588e-07,nan
XM_038051308.1,172.6411851,-0.420171172,0.297533882,-1.412179244,0.15789719,0.208690254,nan
XM_038051309.1,15254.4992,4.988773629,0.275979044,18.07663932,4.8686577098102e-73,2.79788563155354e-71,nan
XM_038051310.1,21.91275984,-1.765139671,0.676429839,-2.609494096,0.009067621,0.014695079,nan
XM_038051311.1,21.91275984,-1.765139671,0.676429839,-2.609494096,0.009067621,0.014695079,nan
XM_038051312.1,21.91275984,-1.765139671,0.676429839,-2.609494096,0.009067621,0.014695079,nan
XM_038051313.1,1614.914487,0.764204859,0.058901306,12.97432804,1.71090198046993e-38,3.8360387522004e-37,nan
XM_038051314.1,89.86844592,0.072756171,0.26591694,0.273604874,0.784388288,0.842922681,nan
XM_038051315.1,1320.731129,-0.947827299,0.166195903,-5.703072593,1.17666839977117e-08,3.67509028073291e-08,nan
XM_038051316.1,496.1210947,-0.911490716,0.22356897,-4.077000106,4.56204719130458e-05,9.811361785217e-05,nan
XM_038051317.1,347.5066,0.262393949,0.181160487,1.448406076,0.147503516,0.196076122,nan
XM_038051318.1,1326.180486,0.11638119,0.14095236,0.825677487,0.408987066,0.487636138,nan
XM_038051319.1,22.35619437,0.212475393,0.371270165,0.572293204,0.567123353,0.644532205,nan
XM_038051320.1,0.258680034,-0.96151172,3.662339012,-0.262540337,0.792904891,0.847485365,nan
XM_038051321.1,30.44873971,-2.343783444,0.875981174,-2.675609377,0.007459353,0.012232165,nan
XM_038051322.1,3692.810552,1.28366015,0.149974192,8.559206946,1.13646557384074e-17,8.28467909134167e-17,nan
XM_038051323.1,233.9403751,-0.777510799,0.299119337,-2.599333115,0.009340508,0.015095548,nan
XM_038051324.1,233.9403751,-0.777510799,0.299119337,-2.599333115,0.009340508,0.015095548,nan
XM_038051325.1,130.7735944,-1.978255095,0.285326534,-6.933302222,4.11128563261406e-12,1.78533159286327e-11,nan
XM_038051326.1,130.7735944,-1.978255095,0.285326534,-6.933302222,4.11128563261406e-12,1.78533159286327e-11,nan
XM_038051327.1,130.7735944,-1.978255095,0.285326534,-6.933302222,4.11128563261406e-12,1.78533159286327e-11,nan
XM_038051328.1,130.7735944,-1.978255095,0.285326534,-6.933302222,4.11128563261406e-12,1.78533159286327e-11,nan
XM_038051329.1,130.7735944,-1.978255095,0.285326534,-6.933302222,4.11128563261406e-12,1.78533159286327e-11,nan
XM_038051330.1,130.7735944,-1.978255095,0.285326534,-6.933302222,4.11128563261406e-12,1.78533159286327e-11,nan
XM_038051331.1,130.7735944,-1.978255095,0.285326534,-6.933302222,4.11128563261406e-12,1.78533159286327e-11,nan
XM_038051332.1,3692.662778,1.283792046,0.149996455,8.558815915,1.14032627870863e-17,8.30297961844802e-17,nan
XM_038051333.1,130.7735944,-1.978255095,0.285326534,-6.933302222,4.11128563261406e-12,1.78533159286327e-11,nan
XM_038051334.1,130.7735944,-1.978255095,0.285326534,-6.933302222,4.11128563261406e-12,1.78533159286327e-11,nan
XM_038051335.1,122.2375023,-2.04215691,0.303116934,-6.73719175,1.61477025611835e-11,6.63496311718793e-11,nan
XM_038051336.1,121.2767158,-2.054858054,0.303140288,-6.778571289,1.2137008547161e-11,5.06055030049114e-11,nan
XM_038051337.1,206.67133,-2.736872107,0.294088926,-9.306273938,1.32395530642882e-20,1.20876038295929e-19,nan
XM_038051338.1,206.67133,-2.736872107,0.294088926,-9.306273938,1.32395530642882e-20,1.20876038295929e-19,nan
XM_038051339.1,855.4488782,0.299193107,0.118392518,2.527128514,0.011499941,0.01835513,nan
XM_038051340.1,3692.810552,1.28366015,0.149974192,8.559206946,1.13646557384074e-17,8.28467909134167e-17,nan
XM_038051341.1,1273.697206,0.727762737,0.111070342,6.552268822,5.66694072728869e-11,2.19918072149562e-10,nan
XM_038051342.1,1273.697206,0.727762737,0.111070342,6.552268822,5.66694072728869e-11,2.19918072149562e-10,nan
XM_038051343.1,1264.495626,0.71672229,0.111208229,6.444867378,1.15701544980749e-10,4.35803246607429e-10,nan
XM_038051344.1,1273.697206,0.727762737,0.111070342,6.552268822,5.66694072728869e-11,2.19918072149562e-10,nan
XM_038051345.1,0,NA,NA,NA,NA,NA,nan
XM_038051346.1,532.8817519,-1.059493016,0.133644185,-7.927715029,2.23214799573108e-15,1.33711427430593e-14,nan
XM_038051347.1,1.108641441,-0.873897254,1.291586035,-0.676607853,0.498654795,0.578097348,nan
XM_038051348.1,1.108641441,-0.873897254,1.291586035,-0.676607853,0.498654795,0.578097348,nan
XM_038051349.1,153.0874155,-2.744950912,0.232494699,-11.80650965,3.61248524307916e-32,6.30160900984219e-31,nan
XM_038051350.1,348.3706147,-1.428508995,0.225381351,-6.338186325,2.32485575750038e-10,8.48903684849752e-10,nan
XM_038051351.1,348.4075749,-1.428756002,0.225358402,-6.339927819,2.29872832578571e-10,8.40361502690625e-10,nan
XM_038051352.1,381.0735504,-1.42007629,0.244536039,-5.807227016,6.35159907709513e-09,2.03761485457456e-08,nan
XM_038051353.1,5293.547795,0.561872819,0.205808615,2.730074339,0.006332005,0.010494743,nan
XM_038051354.1,1227.90674,0.415250798,0.136445577,3.043343785,0.002339649,0.004113661,nan
XM_038051355.1,1.847616567,1.354063691,1.244597965,1.08795268,0.276615998,0.346488444,nan
XM_038051356.1,8548.50017,0.146390322,0.076699603,1.908619042,0.056311254,0.08051573,nan
XM_038051357.1,2200.19838,0.644767572,0.083305031,7.739839526,9.95423724958053e-15,5.58982692672792e-14,nan
XM_038051358.1,1002.769874,7.979397569,0.355915592,22.41935377,2.54858372758855e-111,3.18197793724711e-109,GR5
XM_038051359.1,1056.916899,0.111214683,0.109328061,1.017256518,0.309031416,0.382187083,nan
XM_038051360.1,3983.091894,1.060540685,0.181130136,5.85513107,4.76633965038805e-09,1.55008449082301e-08,nan
XM_038051361.1,12.45156119,-3.236716954,0.570504024,-5.673434052,1.39962997125737e-08,4.34060002181896e-08,nan
XM_038051362.1,0,NA,NA,NA,NA,NA,nan
XM_038051363.1,1959.721997,-1.053957232,0.220207262,-4.786205611,1.69963938138927e-06,4.27797075569488e-06,nan
XM_038051364.1,4792.893196,-0.81362798,0.163565286,-4.974331666,6.54731291061546e-07,1.72232843154543e-06,nan
XM_038051365.1,4508.735222,0.503277659,0.200618745,2.508627298,0.012120129,0.019269986,nan
XM_038051366.1,82.9941776,-1.019971346,0.301950124,-3.377946436,0.000730293,0.001364293,nan
XM_038051367.1,82.9941776,-1.019971346,0.301950124,-3.377946436,0.000730293,0.001364293,nan
XM_038051368.1,189.8583249,-3.906705564,0.433578117,-9.010384549,2.05335210105542e-19,1.72369448046277e-18,nan
XM_038051369.1,2032.488827,0.639020982,0.259962852,2.458124214,0.013966486,0.022013437,nan
XM_038051370.1,2032.488827,0.639020982,0.259962852,2.458124214,0.013966486,0.022013437,nan
XM_038051371.1,1998.308259,0.642868128,0.259906967,2.473454776,0.013381374,0.021153562,nan
XM_038051372.1,4614.3816,0.461404637,0.20097862,2.29578965,0.021687912,0.033371027,nan
XM_038051373.1,1117.608147,-0.512118119,0.243986027,-2.098964949,0.035819991,0.053115602,nan
XM_038051374.1,37.06446754,1.510803911,0.342024438,4.417239657,9.99693683082041e-06,2.31399076125408e-05,nan
XM_038051375.1,0.221689902,-0.961505269,3.662339012,-0.262538576,0.792906249,0.847485365,nan
XM_038051376.1,0.221689902,-0.961505269,3.662339012,-0.262538576,0.792906249,0.847485365,nan
XM_038051377.1,1332.33113,0.407988757,0.064130857,6.361816733,1.99381254773406e-10,7.34788933534118e-10,nan
XM_038051378.1,1332.442007,0.408099642,0.064172404,6.359425769,2.02509365420421e-10,7.45981781021518e-10,nan
XM_038051379.1,0.258677636,-1.857631719,3.646512982,-0.509426877,0.610453041,0.685713071,nan
XM_038051380.1,105.9786947,0.501864155,0.282215742,1.778299651,0.075354654,0.105674386,nan
XM_038051381.1,105.9786947,0.501864155,0.282215742,1.778299651,0.075354654,0.105674386,nan
XM_038051382.1,459.4134131,-0.981311042,0.214201829,-4.581244924,4.62216129120149e-06,1.11261185279303e-05,nan
XM_038051383.1,459.4134131,-0.981311042,0.214201829,-4.581244924,4.62216129120149e-06,1.11261185279303e-05,nan
XM_038051384.1,47.00191654,-1.121703324,0.641201584,-1.74937703,0.080225869,0.112039261,nan
XM_038051385.1,758.7841501,-3.524276364,0.329060985,-10.71010093,9.1262263801221e-27,1.22544740263816e-25,nan
XM_038051386.1,594.314952,-3.731118449,0.348917762,-10.6934036,1.09285328704034e-26,1.45061087145409e-25,nan
XM_038051387.1,0.775976195,-1.11795968,2.275023066,-0.491405866,0.623139416,0.697652924,nan
XM_038051388.1,0.591226412,-0.320333801,2.286069343,-0.140124271,0.888561804,0.925865966,nan
XM_038051389.1,2254.414978,0.784683232,0.109774594,7.148131493,8.79670297471135e-13,4.14172485386678e-12,nan
XM_038051390.1,0.849929916,-1.895842397,1.531179382,-1.238158258,0.215657386,0.276366855,nan
XM_038051391.1,7.79719683,-3.402030187,0.844126549,-4.030237161,5.57206045970399e-05,0.000118658,nan
XM_038051392.1,9.089532047,-5.884938461,0.873509452,-6.737120528,1.61556165203583e-11,6.63710612885809e-11,nan
XM_038051393.1,0.702093039,0.896184607,1.43795162,0.623236967,0.533128812,0.611663227,nan
XM_038051394.1,2.697425512,-0.847756698,0.819087525,-1.035001354,0.300668279,0.372781378,nan
XM_038051395.1,1766.5729,-0.604568798,0.138767926,-4.356689739,1.32044231805942e-05,3.01584169885685e-05,nan
XM_038051396.1,1755.893892,-0.602775371,0.139145705,-4.331972511,1.4777939577927e-05,3.35095604184285e-05,nan
XM_038051397.1,0.03695528,0,3.662339012,0,1,1,nan
XM_038051398.1,2254.414978,0.784683232,0.109774594,7.148131493,8.79670297471135e-13,4.14172485386678e-12,nan
XM_038051399.1,1.182458133,-2.310714461,1.436026892,-1.6091025,0.107593931,0.146882407,nan
XM_038051400.1,222.0474162,-1.136524772,0.333082573,-3.412141208,0.000644547,0.001212685,nan
XM_038051401.1,329.5055398,0.546444679,0.145993497,3.742938493,0.000181881,0.000365635,nan
XM_038051402.1,329.5055398,0.546444679,0.145993497,3.742938493,0.000181881,0.000365635,nan
XM_038051403.1,329.5794338,0.546444667,0.145821451,3.747354466,0.000178709,0.000359583,nan
XM_038051404.1,247.2144511,0.187488465,0.17409831,1.076911456,0.281519825,0.352182575,nan
XM_038051405.1,192.5182352,-4.770842702,0.556688523,-8.570039623,1.0344943970117e-17,7.55475777580161e-17,nan
XM_038051406.1,821.6207854,1.117250058,0.137779755,8.108956645,5.10562582461411e-16,3.25163057437101e-15,nan
XM_038051407.1,1110.881981,-2.308756193,0.223064034,-10.35019474,4.17635435869224e-25,5.1463733369937e-24,nan
XM_038051408.1,265.3909629,-0.204930983,0.182551335,-1.122593723,0.261610083,0.329369451,nan
XM_038051409.1,1110.881981,-2.308756193,0.223064034,-10.35019474,4.17635435869224e-25,5.1463733369937e-24,nan
XM_038051410.1,1110.881981,-2.308756193,0.223064034,-10.35019474,4.17635435869224e-25,5.1463733369937e-24,nan
XM_038051411.1,1110.881981,-2.308756193,0.223064034,-10.35019474,4.17635435869224e-25,5.1463733369937e-24,nan
XM_038051412.1,1110.881981,-2.308756193,0.223064034,-10.35019474,4.17635435869224e-25,5.1463733369937e-24,nan
XM_038051413.1,620.1658298,-0.140135552,0.17516545,-0.800018222,0.42370024,0.502862917,nan
XM_038051414.1,620.1658298,-0.140135552,0.17516545,-0.800018222,0.42370024,0.502862917,nan
XM_038051415.1,622.0890483,-1.595411433,0.252455041,-6.319586368,2.62264338754008e-10,9.5433985524332e-10,nan
XM_038051416.1,622.0890483,-1.595411433,0.252455041,-6.319586368,2.62264338754008e-10,9.5433985524332e-10,nan
XM_038051417.1,1543.647818,0.186321584,0.085547557,2.177988383,0.029406902,0.044246171,nan
XM_038051418.1,1052.78896,0.388648739,0.101440081,3.831313355,0.000127461,0.000261035,nan
XM_038051419.1,1052.825907,0.388648739,0.101411634,3.832388077,0.000126905,0.00025994,nan
XM_038051420.1,383.9046134,0.530306041,0.141195744,3.755821702,0.000172774,0.000348152,nan
XM_038051421.1,1540.136927,0.014303797,0.08693396,0.164536357,0.869308928,0.909697175,nan
XM_038051422.1,919.5519137,-0.377441983,0.109990227,-3.431595632,0.000600042,0.001132404,nan
XM_038051423.1,3357.772057,-0.425851373,0.094750167,-4.494465686,6.97448482165071e-06,1.63687431940192e-05,nan
XM_038051424.1,3.695234055,-2.102064024,0.901208738,-2.332494056,0.019674715,0.030440919,nan
XM_038051425.1,1.145599921,1.000176906,1.354555628,0.73838009,0.46028351,0.540053104,nan
XM_038051426.1,264.4704315,0.173310003,0.146301464,1.184608808,0.236172153,0.300188463,nan
XM_038051427.1,6.171132382,-0.026900705,0.749924129,-0.035871236,0.971385031,0.987770226,nan
XM_038051428.1,22.76280727,-1.251447774,0.692895916,-1.80611221,0.070900814,0.099809777,nan
XM_038051429.1,8485.83233,-0.242302504,0.123793712,-1.957308654,0.050311191,0.072641858,nan
XM_038051430.1,22.98454762,-1.269371494,0.684860148,-1.853475485,0.063814237,0.090449776,nan
XM_038051431.1,22.76280727,-1.251447774,0.692895916,-1.80611221,0.070900814,0.099809777,nan
XM_038051432.1,37.84045517,-0.591227731,0.350868123,-1.685042592,0.091980354,0.127019752,nan
XM_038051433.1,15.03993626,-0.125162419,0.536032214,-0.233497943,0.815374767,0.867408968,nan
XM_038051434.1,1.18255603,-4.226914509,1.890429795,-2.235954237,0.025354769,0.038462187,nan
XM_038051435.1,946.2881744,-3.130828603,0.312465374,-10.01976176,1.24803422459871e-23,1.39150724334678e-22,nan
XM_038051436.1,0.073889279,0.641452669,3.662339012,0.175148359,0.86096306,0.902429542,nan
XM_038051437.1,442.7248561,-0.842056315,0.210216137,-4.005669251,6.1842133454092e-05,0.000131014,nan
XM_038051438.1,87.64977291,-1.185222084,0.339785008,-3.488152967,0.00048637,0.000927633,nan
XM_038051439.1,749.1834697,0.583772962,0.161277732,3.61967492,0.000294973,0.000577732,nan
XM_038051440.1,0.812980834,-3.360152116,1.728437964,-1.944039755,0.051890657,0.074703108,nan
XM_038051441.1,0.812980834,-3.360152116,1.728437964,-1.944039755,0.051890657,0.074703108,nan
XM_038051442.1,0.110850431,-0.640914972,3.662339012,-0.175001541,0.861078423,0.902429542,nan
XM_038051443.1,10534.8581,0.176551331,0.09868141,1.789104256,0.073598027,0.103364191,nan
XM_038051444.1,464.3639776,-2.184322248,0.307568399,-7.101907266,1.23046789177874e-12,5.67177441270428e-12,nan
XM_038051445.1,408.6408798,-2.178912186,0.315128064,-6.914370484,4.69945531608668e-12,2.02785619218365e-11,nan
XM_038051446.1,0,NA,NA,NA,NA,NA,nan
XM_038051447.1,230.1222423,11.87711043,0.703142767,16.89146355,5.19970083260182e-64,2.55783683357349e-62,OR141
XM_038051448.1,422.8270348,-0.75703217,0.418716676,-1.807981898,0.070609318,0.09942788,nan
XM_038051449.1,11.82453438,-0.355382526,0.559486831,-0.635193728,0.525302073,0.60471449,nan
XM_038051450.1,625.2816364,0.617284934,0.165618111,3.727158411,0.000193651,0.000388217,nan
XM_038051451.1,7.242362036,-0.378125894,0.721497167,-0.524085071,0.600219371,0.676209035,nan
XM_038051452.1,0.147804256,-0.640921422,3.662339012,-0.175003303,0.861077039,0.902429542,nan
XM_038051453.1,509.6047531,-0.826680123,0.122442484,-6.751579172,1.46244545004394e-11,6.0413685403562e-11,nan
XM_038051454.1,743.0502816,-1.316919633,0.309630574,-4.253196375,2.10740614127621e-05,4.70574320933541e-05,nan
XM_038051455.1,595.7091449,0.316158981,0.097837298,3.231477034,0.001231522,0.002241584,nan
XM_038051456.1,304.9689189,-1.146837362,0.313794365,-3.654741736,0.000257441,0.00050778,nan
XM_038051457.1,31.44584997,-3.848509458,0.587256813,-6.553367069,5.62540098657312e-11,2.18512891133532e-10,nan
XM_038051458.1,85.47320141,0.384721174,0.248356405,1.549068863,0.121365167,0.164025367,nan
XM_038051459.1,193.5966097,1.047423696,0.26228356,3.993478265,6.51110495998697e-05,0.000137666,nan
XM_038051460.1,94.33632756,-2.308903891,0.319108928,-7.235472555,4.63910948607383e-13,2.22902006093909e-12,nan
XM_038051461.1,124.0126954,0.560220432,0.152322302,3.67786217,0.000235197,0.000466638,nan
XM_038051462.1,1261.933839,-0.63132417,0.183586105,-3.438845059,0.000584201,0.001104205,nan
XM_038051463.1,191.7107651,0.729299296,0.161272446,4.522156845,6.12126734680352e-06,1.44656698368543e-05,nan
XM_038051464.1,191.7107651,0.729299296,0.161272446,4.522156845,6.12126734680352e-06,1.44656698368543e-05,nan
XM_038051465.1,42.79138408,0.560462436,0.391604921,1.431193549,0.152374752,0.202016462,nan
XM_038051466.1,193.5966097,1.047423696,0.26228356,3.993478265,6.51110495998697e-05,0.000137666,nan
XM_038051467.1,2565.628311,0.51248413,0.082143492,6.238888986,4.40689591340861e-10,1.57067108949715e-09,nan
XM_038051468.1,2274.332657,0.607139517,0.085326224,7.115509002,1.11500567990827e-12,5.17544436743231e-12,nan
XM_038051469.1,2274.332657,0.607139517,0.085326224,7.115509002,1.11500567990827e-12,5.17544436743231e-12,nan
XM_038051470.1,2274.332657,0.607139517,0.085326224,7.115509002,1.11500567990827e-12,5.17544436743231e-12,nan
XM_038051471.1,890.0242757,-0.462696276,0.128860704,-3.590670107,0.000329829,0.000642776,nan
XM_038051472.1,0.406494975,-0.640934131,1.60927977,-0.398273901,0.690428297,0.759301337,nan
XM_038051473.1,1772.553817,-2.11299992,0.174880594,-12.08252937,1.30638235937279e-33,2.39968487760516e-32,nan
XM_038051474.1,1772.442949,-2.112951205,0.174885681,-12.0818994,1.31643148724623e-33,2.41453757347563e-32,nan
XM_038051475.1,223.8614912,0.651402533,0.225869074,2.88398284,0.003926801,0.006690932,nan
XM_038051476.1,223.8614912,0.651402533,0.225869074,2.88398284,0.003926801,0.006690932,nan
XM_038051477.1,110.4512629,0.173298593,0.211622546,0.818904207,0.41284107,0.491445114,nan
XM_038051478.1,1729.700412,-0.203692297,0.135880283,-1.499057053,0.133858832,0.179617666,nan
XM_038051479.1,211.3393134,1.351092957,0.276641828,4.883906985,1.04004151474528e-06,2.6710724753759e-06,nan
XM_038051480.1,49.40976221,7.363672721,0.672670697,10.94692061,6.874508706642e-28,9.71197105965345e-27,nan
XM_038051481.1,49.40976221,7.363672721,0.672670697,10.94692061,6.874508706642e-28,9.71197105965345e-27,nan
XM_038051482.1,5526.624461,0.208034485,0.116468189,1.786191457,0.074068264,0.103988984,nan
XM_038051483.1,0,NA,NA,NA,NA,NA,nan
XM_038051484.1,2422.517741,0.458602338,0.080916014,5.667633849,1.4478294531533e-08,4.4838596360814e-08,nan
XM_038051485.1,54.35942699,-2.226867717,0.722807374,-3.080859159,0.002064043,0.003654682,nan
XM_038051486.1,211.3393134,1.351092957,0.276641828,4.883906985,1.04004151474528e-06,2.6710724753759e-06,nan
XM_038051487.1,20.65684506,-0.685272615,0.53572612,-1.279147291,0.200845193,0.259398675,nan
XM_038051488.1,5803.324145,0.649693258,0.113760892,5.711042237,1.12286371212789e-08,3.51373484268417e-08,nan
XM_038051489.1,1316.90512,1.244123081,0.151467036,8.21382071,2.14259423363399e-16,1.41664644544252e-15,nan
XM_038051490.1,5.727596244,-0.443283391,0.569766496,-0.778008876,0.436563781,0.516187037,nan
XM_038051491.1,27.82476313,-1.35573346,0.487570568,-2.780589212,0.005426035,0.009075123,nan
XM_038051492.1,27.82476313,-1.35573346,0.487570568,-2.780589212,0.005426035,0.009075123,nan
XM_038051493.1,179.0072712,4.661992008,0.298076295,15.64026422,3.87118469279815e-55,1.54320354463636e-53,nan
XM_038051494.1,0.036954014,0,3.662339012,0,1,1,nan
XM_038051495.1,1.662797069,0.263391973,1.492976423,0.176420719,0.859963429,0.902429542,nan
XM_038051496.1,120.1846164,-2.921778146,0.989102859,-2.953967952,0.003137166,0.005413339,nan
XM_038051497.1,1966.388628,-0.317262861,0.154596961,-2.052193385,0.040150872,0.059056982,nan
XM_038051498.1,1128.68367,0.432619185,0.144415583,2.995654456,0.002738566,0.004764643,nan
XM_038051499.1,211.3393134,1.351092957,0.276641828,4.883906985,1.04004151474528e-06,2.6710724753759e-06,nan
XM_038051500.1,192.2229318,-1.777655264,0.350960943,-5.065108519,4.08167764852281e-07,1.09611249528406e-06,nan
XM_038051501.1,5.579893124,0.337358249,0.715234219,0.471675208,0.637158636,0.711147335,nan
XM_038051502.1,1507.990406,-0.532172814,0.192045587,-2.771075468,0.005587148,0.009326828,nan
XM_038051503.1,6038.824632,1.169261196,0.147135956,7.946808041,1.91378614348137e-15,1.15314757435247e-14,nan
XM_038051504.1,5848.960179,1.166933405,0.145458723,8.022436735,1.03667795332191e-15,6.41946901810315e-15,nan
XM_038051505.1,6038.824632,1.169261196,0.147135956,7.946808041,1.91378614348137e-15,1.15314757435247e-14,nan
XM_038051506.1,17.81102362,-2.100016834,0.407016241,-5.159540631,2.47556496871526e-07,6.80932632191015e-07,nan
XM_038051507.1,211.3393134,1.351092957,0.276641828,4.883906985,1.04004151474528e-06,2.6710724753759e-06,nan
XM_038051508.1,11.49243544,0.700590312,0.616184085,1.136982161,0.255545743,0.322526842,nan
XM_038051509.1,486.4007706,-0.231978424,0.115393247,-2.01032929,0.044396349,0.06480165,nan
XM_038051510.1,104.2448026,1.525104397,0.313165781,4.869958632,1.11621614869292e-06,2.85567426599242e-06,nan
XM_038051511.1,104.2448026,1.525104397,0.313165781,4.869958632,1.11621614869292e-06,2.85567426599242e-06,nan
XM_038051512.1,122.6838171,0.694832335,0.250508929,2.773682908,0.005542567,0.009260579,nan
XM_038051513.1,104.2448026,1.525104397,0.313165781,4.869958632,1.11621614869292e-06,2.85567426599242e-06,nan
XM_038051514.1,0.184762053,-0.961507419,3.662339012,-0.262539163,0.792905796,0.847485365,nan
XM_038051515.1,36.03087625,4.593213862,0.545713117,8.416902061,3.86570589627859e-17,2.70269761867164e-16,nan
XM_038051516.1,427.6807531,-1.471567347,0.275680068,-5.337953372,9.4001624441643e-08,2.68096469708563e-07,nan
XM_038051517.1,780.4827075,0.705441705,0.142563482,4.948263705,7.48784188821777e-07,1.95614401574726e-06,nan
