Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Name
XM_038052864.1,4888.690179,0.719519409,0.140972053,5.103986187,3.32572559350693e-07,8.35627200918341e-07,nan
XM_038052865.1,3703.566499,1.220927957,0.161041193,7.581463693,3.41678062958889e-14,1.3804063134916e-13,nan
XM_038052866.1,3166.574208,-0.655219918,0.104548348,-6.267147509,3.67721788054522e-10,1.12957226164469e-09,nan
XM_038052867.1,1209.553787,0.09193445,0.119708603,0.767985322,0.442495905,0.519902039,nan
XM_038052868.1,3153.123369,-0.650845341,0.104388373,-6.234845156,4.52225183944086e-10,1.37896670421494e-09,nan
XM_038052869.1,3153.123369,-0.650845341,0.104388373,-6.234845156,4.52225183944086e-10,1.37896670421494e-09,nan
XM_038052870.1,4210.640472,0.996771573,0.152468445,6.537559773,6.25306574655137e-11,2.02742426973606e-10,nan
XM_038052871.1,4205.097334,0.999492649,0.152570425,6.551024887,5.71435339649168e-11,1.8596220711843e-10,nan
XM_038052872.1,4210.640472,0.996771573,0.152468445,6.537559773,6.25306574655137e-11,2.02742426973606e-10,nan
XM_038052873.1,4206.612441,0.998364987,0.152598508,6.542429526,6.05273612955828e-11,1.96558090629278e-10,nan
XM_038052874.1,151.8379734,-0.213378451,0.199398991,-1.070107976,0.284570709,0.35273402,nan
XM_038052875.1,151.8379734,-0.213378451,0.199398991,-1.070107976,0.284570709,0.35273402,nan
XM_038052876.1,250.17183,-0.474914675,0.183948194,-2.581784925,0.009829082,0.015675037,nan
XM_038052877.1,133.475253,-0.760867313,0.19873525,-3.828547336,0.000128902,0.000256034,nan
XM_038052878.1,0,NA,NA,NA,NA,NA,nan
XM_038052879.1,910.1097976,4.295113578,0.303825858,14.13676112,2.25423124877333e-45,4.3969129099785e-44,nan
XM_038052880.1,1209.553787,0.09193445,0.119708603,0.767985322,0.442495905,0.519902039,nan
XM_038052881.1,24.83122426,4.101928888,0.688679474,5.956223531,2.58133209761902e-09,7.5341692503901e-09,nan
XM_038052882.1,1999.758978,1.773332863,0.12384358,14.31913434,1.66180288244261e-46,3.39764785507552e-45,nan
XM_038052883.1,2275.236669,1.624359576,0.106131705,15.30513026,7.06603859551211e-53,1.78802762649399e-51,nan
XM_038052884.1,1999.758978,1.773332863,0.12384358,14.31913434,1.66180288244261e-46,3.39764785507552e-45,nan
XM_038052885.1,1999.758978,1.773332863,0.12384358,14.31913434,1.66180288244261e-46,3.39764785507552e-45,nan
XM_038052886.1,1999.758978,1.773332863,0.12384358,14.31913434,1.66180288244261e-46,3.39764785507552e-45,nan
XM_038052887.1,1999.758978,1.773332863,0.12384358,14.31913434,1.66180288244261e-46,3.39764785507552e-45,nan
XM_038052888.1,1209.553787,0.09193445,0.119708603,0.767985322,0.442495905,0.519902039,nan
XM_038052889.1,1999.758978,1.773332863,0.12384358,14.31913434,1.66180288244261e-46,3.39764785507552e-45,nan
XM_038052890.1,1999.758978,1.773332863,0.12384358,14.31913434,1.66180288244261e-46,3.39764785507552e-45,nan
XM_038052891.1,1999.758978,1.773332863,0.12384358,14.31913434,1.66180288244261e-46,3.39764785507552e-45,nan
XM_038052892.1,15104.59368,-0.965066449,0.087855679,-10.98467919,4.52844609035804e-28,4.06057820045375e-27,nan
XM_038052893.1,14883.21408,-0.979563418,0.088070472,-11.12249535,9.75060163697849e-29,8.98560501547857e-28,nan
XM_038052894.1,15004.56369,-0.969822605,0.088503068,-10.95806768,6.07833274922533e-28,5.42659427586012e-27,nan
XM_038052895.1,7.981725523,0.70243376,0.819445268,0.857206438,0.391330805,0.467173348,nan
XM_038052896.1,75.49170733,2.718262477,0.586949532,4.631169002,3.63606919727348e-06,8.39507725299339e-06,nan
XM_038052897.1,1209.553787,0.09193445,0.119708603,0.767985322,0.442495905,0.519902039,nan
XM_038052898.1,4.249681307,0.765462727,1.354785985,0.565006381,0.572069424,0.64895395,nan
XM_038052899.1,377.7002985,-2.362238993,0.185719228,-12.71940991,4.61330844399197e-37,6.43612787795952e-36,nan
XM_038052900.1,14660.65018,-0.912052928,0.161153529,-5.659528108,1.51789788635163e-08,4.2128431971005e-08,nan
XM_038052901.1,1315.354896,-0.791270835,0.100408613,-7.880507594,3.26053806284295e-15,1.40793880255767e-14,nan
XM_038052902.1,1345.201064,-0.24499929,0.116455384,-2.103803895,0.035395557,0.051657813,nan
XM_038052903.1,77.00843428,-0.237018892,0.333668804,-0.71034178,0.477492217,0.555395752,nan
XM_038052904.1,77.00843428,-0.237018892,0.333668804,-0.71034178,0.477492217,0.555395752,nan
XM_038052905.1,67.252996,-0.692070939,0.342599872,-2.020056036,0.043377575,0.062487691,nan
XM_038052906.1,67.252996,-0.692070939,0.342599872,-2.020056036,0.043377575,0.062487691,nan
XM_038052907.1,0.332531686,-0.000138378,2.664855326,-5.19E-05,0.999958568,1,nan
XM_038052908.1,0.07389007,0.641055118,3.662388135,0.17503746,0.861050199,0.899638532,nan
XM_038052909.1,1090.486191,-0.500975955,0.093057215,-5.383526207,7.30406072183155e-08,1.93315110656962e-07,nan
XM_038052910.1,19.99123034,4.328468278,0.687507778,6.295882631,3.05655588951042e-10,9.42920464798676e-10,nan
XM_038052911.1,41038.5399,-9.56956628,0.258138548,-37.0714345,8.1101833432576e-301,1.53444668854434e-297,nan
XM_038052912.1,13.22865365,-0.335829817,0.980002894,-0.342682475,0.731837348,0.794924546,nan
XM_038052913.1,7766.665081,-0.312671891,0.095012202,-3.29086038,0.000998815,0.001799374,nan
XM_038052914.1,7583.492284,-0.290409468,0.097098291,-2.990881347,0.002781736,0.004757636,nan
XM_038052915.1,1090.486191,-0.500975955,0.093057215,-5.383526207,7.30406072183155e-08,1.93315110656962e-07,nan
XM_038052916.1,7766.665081,-0.312671891,0.095012202,-3.29086038,0.000998815,0.001799374,nan
XM_038052917.1,6734.979801,-0.069970109,0.116768512,-0.599220699,0.549025721,0.626308457,nan
XM_038052918.1,96.55337326,3.729044605,0.417293229,8.936269139,4.02530840948542e-19,2.20406245858645e-18,nan
XM_038052919.1,4.249947609,0.73695179,0.970900185,0.759039705,0.447828805,0.525464998,nan
XM_038052920.1,16.99831563,-0.289665817,0.46351055,-0.624938994,0.532011099,0.609357594,nan
XM_038052921.1,16.99831563,-0.289665817,0.46351055,-0.624938994,0.532011099,0.609357594,nan
XM_038052922.1,2761.022383,-5.539971058,0.196811307,-28.1486422,2.48986573736277e-174,9.87753833486688e-172,nan
XM_038052923.1,2761.909288,-5.538546956,0.196961234,-28.11998506,5.58170178569353e-174,2.14511776751435e-171,nan
XM_038052924.1,2249.57778,-0.779999923,0.14053406,-5.550255384,2.85252586880332e-08,7.77318039763865e-08,nan
XM_038052925.1,2249.57778,-0.779999923,0.14053406,-5.550255384,2.85252586880332e-08,7.77318039763865e-08,nan
XM_038052926.1,408.4950764,3.487862143,0.301027508,11.58652298,4.82317050503203e-31,5.00974247220303e-30,nan
XM_038052927.1,347.3042041,3.403293485,0.320134873,10.63081149,2.14240129711361e-26,1.76886546840572e-25,nan
XM_038052928.1,3321.622829,1.163012528,0.141854494,8.198630137,2.43141755279083e-16,1.12348574353641e-15,nan
XM_038052929.1,374.5740966,3.485659547,0.31004265,11.24251629,2.52092622498837e-29,2.38204769227099e-28,nan
XM_038052930.1,380.1535188,3.45697276,0.300359857,11.50943669,1.18248254618959e-30,1.20133584081286e-29,nan
XM_038052931.1,374.5371364,3.485456021,0.310036577,11.24208005,2.53341680832127e-29,2.38926072919747e-28,nan
XM_038052932.1,3291.972172,1.080869038,0.097498998,11.08595027,1.46783485984623e-28,1.34311258232061e-27,nan
XM_038052933.1,2205.27813,1.124084723,0.135794426,8.277841405,1.25428121220464e-16,5.89759141567297e-16,nan
XM_038052934.1,2647.555567,1.358824095,0.116608049,11.65291857,2.21732365899375e-31,2.34872061656375e-30,nan
XM_038052935.1,10.67916558,0.541965825,0.791936758,0.68435493,0.493751069,0.572034917,nan
XM_038052936.1,12.89583084,6.217701559,1.310223812,4.745526301,2.07964888297695e-06,4.90093359449086e-06,nan
XM_038052937.1,0,NA,NA,NA,NA,NA,nan
XM_038052938.1,1133.372616,-1.303614142,0.227267032,-5.736045957,9.69123749518906e-09,2.73073292967889e-08,nan
XM_038052939.1,3639.882748,1.056899144,0.133843787,7.896512533,2.86815429432105e-15,1.24308586824882e-14,nan
XM_038052940.1,3639.993617,1.056899144,0.133865195,7.895249754,2.89734453326682e-15,1.25507372561167e-14,nan
XM_038052941.1,3639.882748,1.056899144,0.133843787,7.896512533,2.86815429432105e-15,1.24308586824882e-14,nan
XM_038052942.1,5812.609971,0.789688856,0.084924413,9.298726101,1.42138405360291e-20,8.46907998605068e-20,nan
XM_038052943.1,4797.343902,1.155094601,0.105342661,10.96511697,5.62278001671438e-28,5.02535963993847e-27,nan
XM_038052944.1,4900.631855,1.099300705,0.101440311,10.83692168,2.30083131222444e-27,2.01034625063845e-26,nan
XM_038052945.1,4676.762633,1.218749067,0.112005775,10.88112699,1.41798851361716e-27,1.2487234329011e-26,nan
XM_038052946.1,9179.497855,2.38376133,0.14773022,16.13590863,1.42692057021648e-58,4.19815051974216e-57,nan
XM_038052947.1,9148.530835,2.395253812,0.148161972,16.16645468,8.69607735268532e-59,2.58319708413826e-57,nan
XM_038052948.1,9168.522247,2.388561344,0.147920057,16.1476502,1.17970810942844e-58,3.48332540930394e-57,nan
XM_038052949.1,8925.784959,2.48563679,0.151181202,16.44144087,9.65947871690828e-61,3.22367080761297e-59,nan
XM_038052950.1,189.5598769,1.245177797,0.493206208,2.524659621,0.01158104,0.018247742,nan
XM_038052951.1,0.03694705,-0.320735126,3.662388135,-0.087575405,0.930214151,0.946983882,nan
XM_038052952.1,13.74636073,0.312745279,0.48414934,0.645968616,0.51829968,0.596569748,nan
XM_038052953.1,0.184787578,0.961651866,3.662388135,0.262575082,0.792878108,0.847160293,nan
XM_038052954.1,2691.217587,0.330958673,0.136751858,2.420140231,0.015514523,0.023919965,nan
XM_038052955.1,2691.217587,0.330958673,0.136751858,2.420140231,0.015514523,0.023919965,nan
XM_038052956.1,2712.797429,0.330268092,0.135867751,2.430805608,0.015065295,0.023299922,nan
XM_038052957.1,2917.58556,0.405455717,0.128130295,3.164401652,0.001554022,0.002737821,nan
XM_038052958.1,2819.847505,0.393990926,0.130139872,3.027442086,0.00246633,0.004241494,nan
XM_038052959.1,2854.027141,0.413819546,0.129877267,3.186235413,0.001441373,0.002547754,nan
XM_038052960.1,190.1142551,1.250887426,0.49289708,2.537826812,0.011154317,0.017614869,nan
XM_038052961.1,2819.847505,0.393990926,0.130139872,3.027442086,0.00246633,0.004241494,nan
XM_038052962.1,2917.58556,0.405455717,0.128130295,3.164401652,0.001554022,0.002737821,nan
XM_038052963.1,2819.847505,0.393990926,0.130139872,3.027442086,0.00246633,0.004241494,nan
XM_038052964.1,2854.027141,0.413819546,0.129877267,3.186235413,0.001441373,0.002547754,nan
XM_038052965.1,2819.847505,0.393990926,0.130139872,3.027442086,0.00246633,0.004241494,nan
XM_038052966.1,0.702051163,2.217695269,1.672710394,1.325809463,0.184902818,0.239790663,nan
XM_038052967.1,0.702051163,2.217695269,1.672710394,1.325809463,0.184902818,0.239790663,nan
XM_038052968.1,173.4199137,-0.796407413,0.238256868,-3.342642001,0.000829849,0.0015059,nan
XM_038052969.1,260.2847515,2.232662808,0.240680201,9.276470602,1.75185441487373e-20,1.03503750151896e-19,nan
XM_038052970.1,965.9388554,-0.254271385,0.107604182,-2.363025128,0.018126441,0.027693517,nan
XM_038052971.1,0.073920405,0.641055118,3.662388135,0.17503746,0.861050199,0.899638532,nan
XM_038052972.1,157.0433516,3.761367065,0.47528227,7.913964612,2.49319194353511e-15,1.08420348379048e-14,nan
XM_038052973.1,157.0433516,3.761367065,0.47528227,7.913964612,2.49319194353511e-15,1.08420348379048e-14,nan
XM_038052974.1,151.9882999,-0.711745093,0.180818727,-3.936235513,8.27697480211522e-05,0.000167818,nan
XM_038052975.1,0.221669906,1.273730774,3.65607747,0.34838725,0.727549377,0.791017512,nan
XM_038052976.1,965.9388554,-0.254271385,0.107604182,-2.363025128,0.018126441,0.027693517,nan
XM_038052977.1,3918.539177,-0.507044351,0.094547359,-5.362861053,8.19140167105813e-08,2.15874547842436e-07,nan
XM_038052978.1,813.6478189,0.009968275,0.108743195,0.091668039,0.926961792,0.946983882,nan
XM_038052979.1,144.3384068,-0.396529583,0.16299933,-2.432706828,0.01498643,0.023188615,nan
XM_038052980.1,126.8223178,-0.615305124,0.121035251,-5.083685269,3.7018114868924e-07,9.26337931952442e-07,nan
XM_038052981.1,146.29526,-0.455168149,0.227924657,-1.997011441,0.04582394,0.065845979,nan
XM_038052982.1,146.29526,-0.455168149,0.227924657,-1.997011441,0.04582394,0.065845979,nan
XM_038052983.1,21.28569874,0.632190201,0.839611417,0.752955699,0.451476536,0.528912449,nan
XM_038052984.1,1.884278285,4.246049111,1.154357715,3.678278454,0.000234814,0.000454225,nan
XM_038052985.1,476.0917176,0.275565612,0.138979681,1.982776264,0.047392426,0.067952058,nan
XM_038052986.1,147.6624084,0.024052622,0.161782777,0.148672326,0.881812199,0.917899735,nan
XM_038052987.1,47.29876885,0.532636533,0.294632876,1.807797355,0.070638046,0.098615812,nan
XM_038052988.1,3993.109076,2.127959389,0.10467695,20.32882489,7.14942101045087e-92,5.41068182070922e-90,nan
XM_038052989.1,1195.713806,0.416642585,0.089970128,4.630899087,3.64081298135252e-06,8.40366329667292e-06,nan
XM_038052990.1,564.702893,-1.06446451,0.147520917,-7.215685302,5.36630303136712e-13,2.01158132517868e-12,nan
XM_038052991.1,1155.692083,6.688076005,0.49000087,13.64911047,2.04357820708328e-42,3.56734205687866e-41,nan
XM_038052992.1,1155.692083,6.688076005,0.49000087,13.64911047,2.04357820708328e-42,3.56734205687866e-41,nan
XM_038052993.1,1155.692083,6.688076005,0.49000087,13.64911047,2.04357820708328e-42,3.56734205687866e-41,nan
XM_038052994.1,1155.729031,6.688128795,0.489998878,13.64927369,2.03900651749324e-42,3.56734205687866e-41,nan
XM_038052995.1,1155.692083,6.688076005,0.49000087,13.64911047,2.04357820708328e-42,3.56734205687866e-41,nan
XM_038052996.1,1149.078769,6.684422063,0.493299723,13.55042735,7.87702077497379e-42,1.33985617552735e-40,nan
XM_038052997.1,1127.500011,6.692803107,0.505520551,13.23942834,5.19426772750776e-40,8.26913974276898e-39,nan
XM_038052998.1,1155.729031,6.688128795,0.489998878,13.64927369,2.03900651749324e-42,3.56734205687866e-41,nan
XM_038052999.1,1280.314897,1.252614555,0.150777866,8.307681943,9.75896813324026e-17,4.61510440694438e-16,nan
XM_038053000.1,1155.692083,6.688076005,0.49000087,13.64911047,2.04357820708328e-42,3.56734205687866e-41,nan
XM_038053001.1,1074.590103,6.745347914,0.513028069,13.14810693,1.74488444449833e-39,2.68400111300068e-38,nan
XM_038053002.1,1472.464365,-0.403125117,0.193238812,-2.086149847,0.036965052,0.053842971,nan
XM_038053003.1,1376.717036,-0.457760972,0.193467331,-2.366089253,0.01797711,0.027479025,nan
XM_038053004.1,553.0651694,-0.018736359,0.143559666,-0.130512694,0.896160812,0.93051213,nan
XM_038053005.1,435.5952733,0.263593283,0.218358858,1.207156353,0.227371936,0.288746393,nan
XM_038053006.1,135.8011592,-0.774187861,0.157116,-4.92749218,8.32917559660008e-07,2.0305719394784e-06,nan
XM_038053007.1,46.48633855,0.193722591,0.301101724,0.643379217,0.519978066,0.598193662,nan
XM_038053008.1,9116.835437,-0.906208766,0.118543082,-7.644552101,2.09673899210674e-14,8.57807588986319e-14,nan
XM_038053009.1,10084.97534,-0.823429872,0.109374414,-7.528541993,5.13100169346827e-14,2.04210546363342e-13,nan
XM_038053010.1,10085.0123,-0.82344124,0.109374713,-7.528625393,5.12772609514548e-14,2.04113207697359e-13,nan
XM_038053011.1,9116.872391,-0.906220902,0.118542979,-7.644661091,2.09496381305895e-14,8.57223921909799e-14,nan
XM_038053012.1,10394.414,-0.772993694,0.172608619,-4.478302987,7.52387630457041e-06,1.68955776122719e-05,nan
XM_038053013.1,117.6569685,-0.13636563,0.1666856,-0.818100846,0.413299606,0.490069764,nan
XM_038053014.1,1839.494655,0.261001055,0.095775702,2.725128075,0.006427655,0.0104879,nan
XM_038053015.1,1845.554784,0.266770976,0.095300506,2.799260869,0.005121974,0.008469248,nan
XM_038053016.1,1839.494655,0.261001055,0.095775702,2.725128075,0.006427655,0.0104879,nan
XM_038053017.1,1839.494655,0.261001055,0.095775702,2.725128075,0.006427655,0.0104879,nan
XM_038053018.1,1109.907185,0.052356156,0.113181058,0.462587612,0.64365999,0.715481589,nan
XM_038053019.1,1109.907185,0.052356156,0.113181058,0.462587612,0.64365999,0.715481589,nan
XM_038053020.1,10270.92037,-0.823704285,0.175240931,-4.700410332,2.59639246021261e-06,6.05718191704348e-06,nan
XM_038053021.1,212.5896752,-0.980450461,0.171313486,-5.723136472,1.04575193403999e-08,2.94092323000772e-08,nan
XM_038053022.1,62.89342787,0.207285437,0.23530685,0.880915436,0.378363592,0.453409545,nan
XM_038053023.1,62.89342787,0.207285437,0.23530685,0.880915436,0.378363592,0.453409545,nan
XM_038053024.1,382.477641,3.103793648,0.268086205,11.57759552,5.35263822993832e-31,5.52701468948627e-30,nan
XM_038053025.1,382.477641,3.103793648,0.268086205,11.57759552,5.35263822993832e-31,5.52701468948627e-30,nan
XM_038053026.1,382.477641,3.103793648,0.268086205,11.57759552,5.35263822993832e-31,5.52701468948627e-30,nan
XM_038053027.1,10394.414,-0.772993694,0.172608619,-4.478302987,7.52387630457041e-06,1.68955776122719e-05,nan
XM_038053028.1,382.2558583,3.106799523,0.268574447,11.56774056,6.00430718340947e-31,6.16883623572011e-30,nan
XM_038053029.1,382.477641,3.103793648,0.268086205,11.57759552,5.35263822993832e-31,5.52701468948627e-30,nan
XM_038053030.1,382.2928099,3.105295958,0.268581428,11.5618417,6.43144246270541e-31,6.60216021755853e-30,nan
XM_038053031.1,382.2558583,3.106799523,0.268574447,11.56774056,6.00430718340947e-31,6.16883623572011e-30,nan
XM_038053032.1,382.2928099,3.105295958,0.268581428,11.5618417,6.43144246270541e-31,6.60216021755853e-30,nan
XM_038053033.1,6631.815367,-0.912413698,0.136076869,-6.705134436,2.01221028636791e-11,6.79652900350248e-11,nan
XM_038053034.1,45.23024303,-1.383657943,0.493799103,-2.802066538,0.00507764,0.00840159,nan
XM_038053035.1,143.9248462,2.708135609,0.257796237,10.50494623,8.19694941009417e-26,6.5994162910205e-25,nan
XM_038053036.1,22.61503547,-0.562257439,0.410605193,-1.369338352,0.170893535,0.223235296,nan
XM_038053037.1,22.61503547,-0.562257439,0.410605193,-1.369338352,0.170893535,0.223235296,nan
XM_038053038.1,416.00175,3.602494711,0.401717299,8.967736058,3.02671302409171e-19,1.66580965631147e-18,nan
XM_038053039.1,94.74576104,3.04363812,0.331294897,9.187096305,4.03588399142144e-20,2.32256908406649e-19,nan
XM_038053040.1,1641.686338,2.893827044,0.26202554,11.0440648,2.3419348377817e-28,2.12475947141567e-27,nan
XM_038053041.1,2722.186884,-1.234937363,0.091197665,-13.54132658,8.9164014879188e-42,1.51455670577936e-40,nan
XM_038053042.1,2588.194021,-1.220527111,0.093196735,-13.09624322,3.45962695018931e-39,5.29185226783932e-38,nan
XM_038053043.1,3095.780776,-1.214907036,0.083383421,-14.57012708,4.35080921728278e-48,9.47013305383074e-47,nan
XM_038053044.1,2722.186884,-1.234937363,0.091197665,-13.54132658,8.9164014879188e-42,1.51455670577936e-40,nan
XM_038053045.1,721.0974815,-1.250606607,0.096479388,-12.96242266,1.9983494610398e-38,2.99703678925213e-37,nan
XM_038053046.1,127.5357573,-7.30701895,1.021415139,-7.153818924,8.43963796371436e-13,3.12905238702922e-12,nan
XM_038053047.1,83.58463341,2.102748015,0.252021702,8.343519615,7.21114741506468e-17,3.43265689608924e-16,nan
XM_038053048.1,83.58463341,2.102748015,0.252021702,8.343519615,7.21114741506468e-17,3.43265689608924e-16,nan
XM_038053049.1,6165.968341,-0.207369031,0.11099735,-1.868234068,0.061729452,0.087048366,nan
XM_038053050.1,6165.968341,-0.207369031,0.11099735,-1.868234068,0.061729452,0.087048366,nan
XM_038053051.1,6165.968341,-0.207369031,0.11099735,-1.868234068,0.061729452,0.087048366,nan
XM_038053052.1,1831.417857,1.02856044,0.192835694,5.33386956,9.61415980685986e-08,2.52271626764327e-07,nan
XM_038053053.1,1450.482701,-0.230117431,0.127726153,-1.801646929,0.071600973,0.099891544,nan
XM_038053054.1,1450.482701,-0.230117431,0.127726153,-1.801646929,0.071600973,0.099891544,nan
XM_038053055.1,228.4791916,0.113572872,0.12205822,0.930481139,0.352122025,0.425968588,nan
XM_038053056.1,229.2551602,0.115458697,0.122286463,0.944165813,0.345084922,0.418299184,nan
XM_038053057.1,229.3290716,0.113776142,0.121927283,0.933147519,0.350743807,0.424635493,nan
XM_038053058.1,120.3954667,-3.688452179,0.301150375,-12.24787511,1.7245539561133e-34,2.18532349843187e-33,nan
XM_038053059.1,120.2476306,-3.687443604,0.301141578,-12.24488372,1.78933344957351e-34,2.26624333294079e-33,nan
XM_038053060.1,1740.813572,1.06526511,0.197328676,5.398430339,6.72264606311488e-08,1.78467568881137e-07,nan
XM_038053061.1,75.89883102,4.301933239,0.489714505,8.784573852,1.56958430847105e-18,8.24199309375618e-18,nan
XM_038053062.1,3034.864014,-0.012224123,0.11002903,-0.111099069,0.911537787,0.942380876,nan
XM_038053063.1,3034.864014,-0.012224123,0.11002903,-0.111099069,0.911537787,0.942380876,nan
XM_038053064.1,3034.864014,-0.012224123,0.11002903,-0.111099069,0.911537787,0.942380876,nan
XM_038053065.1,3034.864014,-0.012224123,0.11002903,-0.111099069,0.911537787,0.942380876,nan
XM_038053066.1,3034.864014,-0.012224123,0.11002903,-0.111099069,0.911537787,0.942380876,nan
XM_038053067.1,1835.778046,1.023742822,0.192710428,5.312337437,1.08227960199738e-07,2.82797716888638e-07,nan
XM_038053068.1,3034.864014,-0.012224123,0.11002903,-0.111099069,0.911537787,0.942380876,nan
XM_038053069.1,3034.864014,-0.012224123,0.11002903,-0.111099069,0.911537787,0.942380876,nan
XM_038053070.1,2953.607095,-0.05296206,0.114317714,-0.463288305,0.643157727,0.71521419,nan
XM_038053071.1,3034.864014,-0.012224123,0.11002903,-0.111099069,0.911537787,0.942380876,nan
XM_038053072.1,3034.864014,-0.012224123,0.11002903,-0.111099069,0.911537787,0.942380876,nan
XM_038053073.1,3034.864014,-0.012224123,0.11002903,-0.111099069,0.911537787,0.942380876,nan
XM_038053074.1,3034.864014,-0.012224123,0.11002903,-0.111099069,0.911537787,0.942380876,nan
XM_038053075.1,3034.864014,-0.012224123,0.11002903,-0.111099069,0.911537787,0.942380876,nan
XM_038053076.1,3034.864014,-0.012224123,0.11002903,-0.111099069,0.911537787,0.942380876,nan
XM_038053077.1,3034.864014,-0.012224123,0.11002903,-0.111099069,0.911537787,0.942380876,nan
XM_038053078.1,1709.477432,1.068105018,0.193592521,5.517284504,3.44277844725244e-08,9.33405849742295e-08,nan
XM_038053079.1,3034.864014,-0.012224123,0.11002903,-0.111099069,0.911537787,0.942380876,nan
XM_038053080.1,3034.864014,-0.012224123,0.11002903,-0.111099069,0.911537787,0.942380876,nan
XM_038053081.1,139.1601808,2.134449228,0.180831568,11.80352107,3.7431438371053e-32,4.12668605187996e-31,nan
XM_038053082.1,2062.719399,2.233662697,0.232973897,9.587609286,9.01496138706087e-22,5.81821018830095e-21,nan
XM_038053083.1,2062.719399,2.233662697,0.232973897,9.587609286,9.01496138706087e-22,5.81821018830095e-21,nan
XM_038053084.1,2062.719399,2.233662697,0.232973897,9.587609286,9.01496138706087e-22,5.81821018830095e-21,nan
XM_038053085.1,2062.719399,2.233662697,0.232973897,9.587609286,9.01496138706087e-22,5.81821018830095e-21,nan
XM_038053086.1,2062.719399,2.233662697,0.232973897,9.587609286,9.01496138706087e-22,5.81821018830095e-21,nan
XM_038053087.1,1767.456837,1.014276493,0.196017071,5.174429384,2.28608548844928e-07,5.82196714370454e-07,nan
XM_038053088.1,2062.719399,2.233662697,0.232973897,9.587609286,9.01496138706087e-22,5.81821018830095e-21,nan
XM_038053089.1,2062.719399,2.233662697,0.232973897,9.587609286,9.01496138706087e-22,5.81821018830095e-21,nan
XM_038053090.1,2062.719399,2.233662697,0.232973897,9.587609286,9.01496138706087e-22,5.81821018830095e-21,nan
XM_038053091.1,2062.719399,2.233662697,0.232973897,9.587609286,9.01496138706087e-22,5.81821018830095e-21,nan
XM_038053092.1,2062.719399,2.233662697,0.232973897,9.587609286,9.01496138706087e-22,5.81821018830095e-21,nan
XM_038053093.1,2014.275023,2.28295763,0.242498684,9.414309371,4.76202600600013e-21,2.93550856249572e-20,nan
XM_038053094.1,918.6674916,0.796459136,0.182239637,4.37039466,1.24022174296597e-05,2.72312926173817e-05,nan
XM_038053095.1,1873.561423,2.222538757,0.236716753,9.389021801,6.05600598562549e-21,3.70254842710526e-20,nan
XM_038053096.1,2014.275023,2.28295763,0.242498684,9.414309371,4.76202600600013e-21,2.93550856249572e-20,nan
XM_038053097.1,670.7936263,0.018663484,0.161230485,0.115756547,0.907845489,0.939986009,nan
XM_038053098.1,1723.150113,1.053443025,0.196129955,5.371148061,7.82369373294932e-08,2.06715620427137e-07,nan
XM_038053099.1,2062.719399,2.233662697,0.232973897,9.587609286,9.01496138706087e-22,5.81821018830095e-21,nan
XM_038053100.1,22.76302651,-3.085205428,0.746057489,-4.135345433,3.5442110172478e-05,7.48976838046455e-05,nan
XM_038053101.1,22.76302651,-3.085205428,0.746057489,-4.135345433,3.5442110172478e-05,7.48976838046455e-05,nan
XM_038053102.1,3.177961125,1.083979838,0.730538527,1.483809269,0.137859527,0.183286105,nan
XM_038053103.1,85.24651685,2.797779097,0.365923102,7.645811592,2.07631502884152e-14,8.49875926932702e-14,nan
XM_038053104.1,85.24651685,2.797779097,0.365923102,7.645811592,2.07631502884152e-14,8.49875926932702e-14,nan
XM_038053105.1,74.53296637,2.039854741,0.286713233,7.114616654,1.12224315910715e-12,4.12226594106922e-12,nan
XM_038053106.1,74.53296637,2.039854741,0.286713233,7.114616654,1.12224315910715e-12,4.12226594106922e-12,nan
XM_038053107.1,1761.100911,1.028958319,0.196133905,5.246203183,1.55265666463486e-07,3.99886317522083e-07,nan
XM_038053108.1,74.53296637,2.039854741,0.286713233,7.114616654,1.12224315910715e-12,4.12226594106922e-12,nan
XM_038053109.1,9844.385955,3.478506589,0.15957616,21.79841015,2.40216451587427e-105,2.52494181335228e-103,nan
XM_038053110.1,9844.385955,3.478506589,0.15957616,21.79841015,2.40216451587427e-105,2.52494181335228e-103,nan
XM_038053111.1,9767.640399,3.495055071,0.159482844,21.91492819,1.87189283640213e-106,2.04627005351764e-104,nan
XM_038053112.1,1819.106911,0.210213417,0.116151224,1.80982524,0.070322893,0.098214858,nan
XM_038053113.1,477.8248575,-0.351871946,0.155741641,-2.259331186,0.023862791,0.035784003,nan
XM_038053114.1,9.570673215,1.228719192,0.67621145,1.817063571,0.06920738,0.096788805,nan
XM_038053115.1,1733.939938,1.068094436,0.19732586,5.41284573,6.2030930268878e-08,1.65066835539687e-07,nan
XM_038053116.1,789.0009646,4.754563831,0.323943043,14.67715987,9.02939421768765e-49,2.0080197122807e-47,nan
XM_038053117.1,110.1633393,2.413247279,0.387053731,6.234915434,4.52022212213078e-10,1.37896670421494e-09,nan
XM_038053118.1,1252.705214,4.563547319,0.314851995,14.49426204,1.31710289096662e-47,2.82929805294453e-46,nan
XM_038053119.1,1252.705214,4.563547319,0.314851995,14.49426204,1.31710289096662e-47,2.82929805294453e-46,nan
XM_038053120.1,30.81767283,1.02153566,0.610246617,1.673971851,0.094136132,0.128939817,nan
