Gene_ID,Family,Antenna,Palp,Tarsi,Expr_Status,Antenna_Biased,Palp_Biased,Tarsi_Biased,Antenna_Specific,Palp_Specific,Tarsi_Specific,Antenna_Class,Palp_Class,Tarsi_Class,Cluster_Rep,Is_Duplicate
OR15,OR,465.3980697,0.1521987502222222,1.028263352666667,Expressed,True,False,False,True,False,False,Antenna-specific,Not expressed,Not expressed,OR15,False
OR17,OR,39.06573297,1.1827427432222222,1.8397428802222224,Expressed,True,False,False,True,False,False,Antenna-specific,Not expressed,Not expressed,OR17,False
OR161,OR,0.4222807091111111,0.3425215468888888,0.9597800884444444,Not expressed,False,False,False,False,False,False,Not expressed,Not expressed,Not expressed,OR161,False
OR25,OR,6395.238982777778,0.2318548613333333,13.00569750188889,Expressed,True,False,False,False,False,False,Antenna-biased,Not expressed,Expressed,OR25,False
OR123,OR,999.4381831777778,0.300213878,7.839317744666666,Expressed,True,False,False,True,False,False,Antenna-specific,Not expressed,Not expressed,OR123,False
OR13,OR,29.24765387188889,8.765809201555555,68.06635095,Expressed,False,False,False,False,False,False,Expressed,Not expressed,Expressed,OR13,False
OR71,OR,973.0959617666666,0.94294665,1.424153805,Expressed,True,False,False,True,False,False,Antenna-specific,Not expressed,Not expressed,OR71,False
OR68,OR,2779.393575111111,3.592493349333333,6.688226071777778,Expressed,True,False,False,True,False,False,Antenna-specific,Not expressed,Not expressed,OR68,False
OR96,OR,278.21251331111114,2.9796193298888887,0.611299354111111,Expressed,True,False,False,True,False,False,Antenna-specific,Not expressed,Not expressed,OR96,False
OR105,OR,155.23981508666668,1.0276461244444444,0.9328078791111112,Expressed,True,False,False,True,False,False,Antenna-specific,Not expressed,Not expressed,OR105,False
OR113,OR,155.23981508666668,1.0276461244444444,0.9328078791111112,Expressed,True,False,False,True,False,False,Antenna-specific,Not expressed,Not expressed,OR105,True
OR95,OR,184.45802977111111,14.168019472555557,0.4324506093333333,Expressed,True,False,False,False,False,False,Antenna-biased,Expressed,Not expressed,OR95,False
