Gene,Ant_VF1,Ant_VF2,Ant_VF3,Ant_Vm1,Ant_Vm2,Ant_Vm3,Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
XM_038054363.1,320.4017384,243.2192617,311.6772977,414.5862093,368.3370177,237.3278536,nan,312.8544029,0.234103337,0.372039125,0.629243864,0.529189416,0.796047944
XM_038054364.1,320.4017384,240.0741851,304.7511355,414.5862093,368.3370177,237.3278536,nan,311.2096138,0.250703195,0.372948821,0.672218765,0.501444437,0.780781024
XM_038054365.1,320.4017384,241.1225439,307.7194908,414.5862093,368.3370177,237.3278536,nan,311.8674722,0.244040859,0.372670794,0.654842996,0.512568845,0.785532113
XM_038054366.1,1304.657438,1507.540079,1367.422303,1392.42338,2142.17055,2610.606389,nan,1707.732141,0.57124613,0.273501163,2.088642415,0.036739924,0.190975566
XM_038054367.1,1238.963557,1890.191073,1687.015215,1252.134107,1592.89605,1729.102933,nan,1551.087799,-0.060061873,0.254426714,-0.236067479,0.813380309,0.943044478
XM_038054368.1,1230.895887,1888.094355,1682.067956,1203.975103,1592.89605,1729.102933,nan,1540.695241,-0.070711766,0.261068556,-0.270855163,0.786502431,0.932268252
XM_038054369.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038054370.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038054371.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038054372.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038054373.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038054374.1,8293.564423,6644.498624,7332.826836,2759.720323,6520.211419,6420.976168,nan,6267.355547,-0.48855607,0.31150681,-1.56836401,0.116796205,0.387565429
XM_038054375.1,2419.148377,2013.897421,2143.152466,2248.816105,2009.698465,3032.765613,nan,2291.425175,0.164385171,0.227555536,0.722395833,0.470051148,0.759531028
XM_038054376.1,1.152524239,0,0,10.46934872,0,0,OR162,1.815970546,3.22560937,3.933420385,0.82005203,0.412186447,NA
XM_038054377.1,1702.278301,1590.360431,1489.124867,879.4252925,1405.496515,1338.660335,GR1,1387.151405,-0.385248237,0.252599294,-1.525135844,0.127225219,0.405563318
XM_038054378.1,484.0601803,307.1691538,294.8566182,240.7950206,416.8024148,718.5456212,nan,407.3366547,0.359863881,0.467659901,0.769499117,0.441597069,0.739411861
XM_038054379.1,464.4672683,261.0413628,268.1414212,230.3256718,388.8001854,684.6416421,nan,379.9118098,0.41060438,0.484332245,0.847774196,0.396563736,0.710211427
XM_038054380.1,464.4672683,257.8962861,266.1625177,230.3256718,388.8001854,684.6416421,nan,379.0889855,0.417900966,0.485766827,0.860291281,0.389628498,0.707929416
XM_038054381.1,484.0601803,309.2658716,297.8249734,240.7950206,416.8024148,718.5456212,nan,408.1591925,0.353227198,0.466542776,0.757116424,0.448980115,0.745749625
XM_038054382.1,504.8056166,521.0343667,479.8840933,1162.097708,907.9184384,1274.133407,nan,802.5878409,1.165353037,0.247792881,4.702931876,2.56452004886009e-06,0.000106853
XM_038054383.1,960.052691,887.959977,799.4770049,2219.501929,1260.100324,1543.177887,nan,1268.062911,0.937628559,0.272897598,3.435825624,0.000590751,0.008380367
XM_038054384.1,2.305048478,0,7.91561391,0,1.077008824,0,nan,1.808645376,-3.20349445,3.933316046,-0.814451321,0.415386448,NA
XM_038054385.1,0,0,2.968355216,0,0,0,nan,0.49317887,-2.429106459,3.994536151,-0.608107266,0.543116333,NA
XM_038054386.1,0,0,6.926162172,0,0,0,nan,1.150750697,-3.651497761,3.944620009,-0.925690625,0.354606781,NA
XM_038054387.1,2704.974389,2542.2703,2743.749672,1553.65135,1485.195168,1648.170854,nan,2091.020363,-0.755407099,0.167925944,-4.498453783,6.84494725091548e-06,0.000230077
XM_038054388.1,632.7358071,564.017081,678.7638928,556.9693519,883.1472354,1396.625203,nan,779.8146663,0.61317621,0.365646854,1.676962904,0.093549736,0.344878033
XM_038054389.1,431.0440653,398.3763769,533.3144872,483.6839109,770.061309,932.9062632,nan,587.1087601,0.698777243,0.339729951,2.056860869,0.039699611,0.200464131
XM_038054390.1,2816.76924,2587.349732,2768.485965,4091.42148,3499.201668,4502.667158,nan,3350.176964,0.579961511,0.17826949,3.253285298,0.001140789,0.014041702
XM_038054391.1,3510.588832,3049.676001,3261.232931,6007.312296,3938.621268,4882.172988,nan,4073.933731,0.608105403,0.208422448,2.917657912,0.00352671,0.033405302
XM_038054392.1,3510.588832,3049.676001,3260.243479,6007.312296,3938.621268,4882.172988,nan,4073.769338,0.608252362,0.20842418,2.918338759,0.003519018,0.033377164
XM_038054393.1,3349.235438,3698.610152,3817.304808,4124.923396,4155.100042,4188.781932,nan,3854.80748,0.212613643,0.152849854,1.390996706,0.164226426,0.472810808
XM_038054394.1,1803.700434,1776.968313,1668.215632,1528.524913,1609.051183,1838.470608,nan,1688.587921,-0.062488879,0.186779067,-0.3345604,0.737956721,0.909094201
XM_038054395.1,2193.253627,2274.938784,2131.279045,2292.78737,2140.016533,2182.978782,nan,2182.25932,0.017626788,0.161730351,0.108988748,0.913211415,0.976222021
XM_038054396.1,2193.253627,2274.938784,2131.279045,2292.78737,2140.016533,2182.978782,nan,2182.25932,0.017626788,0.161730351,0.108988748,0.913211415,0.976222021
XM_038054397.1,2996.563021,2967.904008,2846.652652,1706.503841,3208.409286,3484.454108,nan,2843.218107,-0.053767943,0.281568371,-0.190958747,0.848557913,0.956634926
XM_038054398.1,2996.563021,2967.904008,2846.652652,1706.503841,3208.409286,3484.454108,nan,2843.218107,-0.053767943,0.281568371,-0.190958747,0.848557913,0.956634926
XM_038054399.1,10870.60862,10702.69587,11041.29195,6700.383181,8339.279322,7648.081475,nan,9124.891457,-0.509434893,0.15561136,-3.273764159,0.001061251,0.013366229
XM_038054400.1,10075.3669,10153.35582,10312.06602,6407.241417,7672.61086,7097.962073,nan,8533.428322,-0.513973268,0.149033499,-3.448709666,0.000563272,0.008055207
XM_038054401.1,10075.3669,10153.35582,10312.06602,6407.241417,7672.61086,7097.962073,nan,8533.428322,-0.513973268,0.149033499,-3.448709666,0.000563272,0.008055207
XM_038054402.1,328.4694081,309.2658716,323.5507186,510.9042176,136.7801206,125.7728256,nan,286.0693701,-0.301279212,0.580616148,-0.518895682,0.603833489,0.838809238
XM_038054403.1,328.4694081,309.2658716,323.5507186,510.9042176,136.7801206,125.7728256,nan,286.0693701,-0.301279212,0.580616148,-0.518895682,0.603833489,0.838809238
XM_038054404.1,8324.682577,8398.403041,8617.135193,5249.331448,8602.069475,8751.60131,nan,7917.645113,-0.149876178,0.228395177,-0.656214285,0.511686259,0.785532113
XM_038054405.1,1259.708993,1770.67816,1517.818967,799.8582422,1368.878215,896.8149306,nan,1256.451611,-0.555715838,0.286715566,-1.938213003,0.052597241,0.242127694
XM_038054406.1,5772.993912,5817.343462,6006.961506,10530.07094,9347.359581,10435.8635,nan,7922.225666,0.798700496,0.14268208,5.597763177,2.17135084560625e-08,1.62720878917376e-06
XM_038054407.1,1266.624138,1490.766337,1367.422303,1078.342918,1004.849233,1533.334796,nan,1278.49463,-0.174977042,0.250724144,-0.697886687,0.485248061,0.770608323
XM_038054408.1,1266.624138,1490.766337,1367.422303,1078.342918,1004.849233,1533.334796,nan,1278.49463,-0.174977042,0.250724144,-0.697886687,0.485248061,0.770608323
XM_038054409.1,1266.624138,1490.766337,1367.422303,1078.342918,1004.849233,1533.334796,nan,1278.49463,-0.174977042,0.250724144,-0.697886687,0.485248061,0.770608323
XM_038054410.1,1266.624138,1490.766337,1367.422303,1078.342918,1004.849233,1533.334796,nan,1278.49463,-0.174977042,0.250724144,-0.697886687,0.485248061,0.770608323
XM_038054411.1,1240.116081,1511.733515,1499.019384,1025.996175,1209.480909,1197.576035,nan,1268.490427,-0.294214546,0.211272939,-1.392580363,0.163746725,0.472281281
XM_038054412.1,8449.155195,8432.998885,8664.628877,5343.555587,8635.456749,8758.163371,nan,7973.789474,-0.153107764,0.224628442,-0.681604532,0.495489048,0.778456342
XM_038054413.1,1240.116081,1511.733515,1499.019384,1025.996175,1209.480909,1197.576035,nan,1268.490427,-0.294214546,0.211272939,-1.392580363,0.163746725,0.472281281
XM_038054414.1,306.5714475,267.3315161,275.0675834,184.2605375,330.6417089,153.1147442,nan,250.2762631,-0.332678739,0.433310621,-0.767760408,0.44262954,0.740380731
XM_038054415.1,1274.691808,1205.61272,1164.584697,820.7969397,1743.677286,1052.117028,nan,1199.302252,0.002500323,0.312226043,0.008008055,0.993610565,0.999430153
XM_038054416.1,371.1128049,379.505917,310.687846,238.7011508,400.6472824,269.0444792,nan,325.3449951,-0.210552742,0.359481896,-0.58571167,0.55806929,0.813749735
XM_038054417.1,12.67776663,8.386871093,67.28271824,23.03256718,2.154017647,31.71662559,nan,23.93703269,-0.610359582,1.389076826,-0.439399442,0.660372131,0.870129473
XM_038054418.1,0,0,0,67.00383181,0,0,nan,11.06867378,6.931366836,3.630478726,1.90921566,0.056234277,0.253887174
XM_038054419.1,674.2266797,617.4833843,584.7659776,349.6762473,414.6483971,1056.491735,nan,611.1544699,-0.025426665,0.442975897,-0.057399659,0.954226835,0.990200475
XM_038054420.1,978.4930788,1209.806155,1040.903229,1160.003838,1137.321318,1362.721224,nan,1138.277668,0.195071724,0.21845241,0.892971259,0.371872564,0.694169298
XM_038054421.1,956.5951182,1189.887336,1024.08255,1101.375485,1112.550115,1178.983531,nan,1084.300993,0.111623288,0.209895577,0.531803907,0.594861816,0.835596066
XM_038054422.1,956.5951182,1189.887336,1024.08255,1101.375485,1112.550115,1178.983531,nan,1084.300993,0.111623288,0.209895577,0.531803907,0.594861816,0.835596066
XM_038054423.1,879.3759942,1098.680113,953.8314762,1061.59196,1030.697444,1141.798521,nan,1018.817426,0.15592203,0.215414978,0.723821676,0.46917522,0.75895421
XM_038054424.1,1036.119291,1014.811402,857.8546575,933.8659059,1047.929585,1326.629891,nan,1027.499783,0.200917097,0.245224442,0.819319213,0.412604314,0.720095716
XM_038054425.1,879.3759942,1098.680113,953.8314762,1061.59196,1030.697444,1141.798521,nan,1018.817426,0.15592203,0.215414978,0.723821676,0.46917522,0.75895421
XM_038054426.1,617.752992,403.6181714,522.4305181,393.6475119,330.6417089,331.3840536,nan,428.8389747,-0.533955285,0.310603893,-1.719087548,0.085598432,0.325277108
XM_038054427.1,617.752992,403.6181714,522.4305181,393.6475119,329.5647001,331.3840536,nan,428.6733324,-0.535320099,0.310784586,-1.722479565,0.084982681,0.324204154
XM_038054428.1,1870.54684,1576.731766,1738.466705,1629.030661,2641.902645,1358.346517,nan,1785.623721,0.131583374,0.284117573,0.463130009,0.643271181,0.861921608
XM_038054429.1,1834.818588,1576.731766,1640.510983,1838.417635,1461.500974,1430.529182,nan,1615.034994,-0.081345134,0.205008218,-0.396789626,0.691522601,0.885111291
XM_038054430.1,1834.818588,1576.731766,1640.510983,1838.417635,1461.500974,1430.529182,nan,1615.034994,-0.081345134,0.205008218,-0.396789626,0.691522601,0.885111291
XM_038054431.1,1336.928117,1026.34335,933.0529897,724.4789315,1004.849233,1313.50577,nan,1046.997407,-0.0993608,0.302373174,-0.328603224,0.742455611,0.910830459
XM_038054432.1,1036.119291,1014.811402,857.8546575,933.8659059,1047.929585,1326.629891,nan,1027.499783,0.200917097,0.245224442,0.819319213,0.412604314,0.720095716
XM_038054433.1,41.4908726,45.07943213,72.22997693,94.22413848,114.1629353,223.1100559,nan,97.61585319,1.464137897,0.632701396,2.314105685,0.020661926,0.12959005
XM_038054434.1,2530.943229,2197.360226,2318.285424,2694.810361,1733.984206,1755.351175,nan,2183.259927,-0.175024808,0.23847545,-0.733932185,0.46299007,0.755099018
XM_038054435.1,2530.943229,2197.360226,2318.285424,2694.810361,1733.984206,1755.351175,nan,2183.259927,-0.175024808,0.23847545,-0.733932185,0.46299007,0.755099018
XM_038054436.1,2530.943229,2197.360226,2318.285424,2694.810361,1733.984206,1755.351175,nan,2183.259927,-0.175024808,0.23847545,-0.733932185,0.46299007,0.755099018
XM_038054437.1,4092.613572,4180.85524,4102.266909,3341.816112,6036.634457,6019.596802,nan,4591.114243,0.330410428,0.253767594,1.302019782,0.192909623,0.515108066
XM_038054438.1,2816.76924,2574.769426,2609.184235,2104.339093,2858.381418,3684.596953,nan,2751.039404,0.127565049,0.243888752,0.523046055,0.600942204,0.838292793
XM_038054439.1,2816.76924,2574.769426,2609.184235,2104.339093,2858.381418,3684.596953,nan,2751.039404,0.127565049,0.243888752,0.523046055,0.600942204,0.838292793
XM_038054440.1,2816.76924,2574.769426,2609.184235,2104.339093,2858.381418,3684.596953,nan,2751.039404,0.127565049,0.243888752,0.523046055,0.600942204,0.838292793
XM_038054441.1,1036.119291,1014.811402,857.8546575,933.8659059,1047.929585,1326.629891,nan,1027.499783,0.200917097,0.245224442,0.819319213,0.412604314,0.720095716
XM_038054442.1,368.8077564,410.9566836,463.0634138,309.8927221,245.5580118,429.8149606,nan,368.04785,-0.319050331,0.352407426,-0.905345086,0.365282598,0.688981976
XM_038054443.1,787.1740551,793.6076772,897.4327271,569.5325704,872.3771472,853.0678608,nan,788.2648982,-0.095929006,0.272902446,-0.35151391,0.725202839,0.902602523
XM_038054444.1,372.2653291,415.1501191,469.9895759,316.1743314,245.5580118,429.8149606,nan,371.3403322,-0.326503385,0.351418528,-0.929101224,0.35283663,0.680043323
XM_038054445.1,1054.559679,1071.422782,1207.131121,829.1724187,1054.391638,1165.85941,nan,1053.974068,-0.113704804,0.236421863,-0.480940309,0.630558923,0.853863642
XM_038054446.1,4398.032495,5752.345211,6338.427839,4022.323778,3840.613465,5064.817004,nan,4856.533825,-0.336433954,0.215988834,-1.557645124,0.119317396,0.391655058
XM_038054447.1,2845.582346,2378.726314,2634.90998,7852.01154,5474.435851,5386.357967,nan,4394.728592,1.264737398,0.211846662,5.970060536,2.37165573561454e-09,2.56622830820986e-07
XM_038054448.1,2845.582346,2378.726314,2634.90998,7852.01154,5474.435851,5386.357967,nan,4394.728592,1.264737398,0.211846662,5.970060536,2.37165573561454e-09,2.56622830820986e-07
XM_038054449.1,2845.582346,2378.726314,2634.90998,7852.01154,5474.435851,5386.357967,nan,4394.728592,1.264737398,0.211846662,5.970060536,2.37165573561454e-09,2.56622830820986e-07
XM_038054450.1,2845.582346,2378.726314,2634.90998,7852.01154,5474.435851,5386.357967,nan,4394.728592,1.264737398,0.211846662,5.970060536,2.37165573561454e-09,2.56622830820986e-07
XM_038054451.1,2845.582346,2378.726314,2634.90998,7852.01154,5474.435851,5386.357967,nan,4394.728592,1.264737398,0.211846662,5.970060536,2.37165573561454e-09,2.56622830820986e-07
XM_038054452.1,2589.721965,2131.313617,2328.179941,6901.394676,4641.90803,4451.264351,nan,3810.408171,1.195282616,0.226838998,5.269299499,1.36945364520278e-07,7.8335171655897e-06
XM_038054453.1,0,0,1.978903478,0,0,0,nan,0.328785914,-1.844136843,4.03770733,-0.456728706,0.647866055,NA
XM_038054454.1,1228.590839,1303.110096,1084.439106,1000.869738,1265.485368,1046.648645,nan,1143.978738,-0.112341797,0.218952187,-0.513088262,0.607889582,0.840951769
XM_038054455.1,1362.28365,1298.916661,1345.654365,1017.620696,774.3693443,937.2809701,nan,1111.304431,-0.540101281,0.214808304,-2.514340798,0.011925513,0.087302825
XM_038054456.1,520.940956,578.6941055,575.860912,686.7892761,424.3414765,433.0959909,nan,531.4749235,-0.105443289,0.311852524,-0.338119083,0.73527345,0.907441693
XM_038054457.1,482.9076561,697.1586596,626.3229507,282.6724155,734.5200178,327.0093466,nan,519.9703797,-0.4121187,0.427942818,-0.963022821,0.335536071,0.664657641
XM_038054458.1,482.9076561,697.1586596,626.3229507,282.6724155,734.5200178,327.0093466,nan,519.9703797,-0.4121187,0.427942818,-0.963022821,0.335536071,0.664657641
XM_038054459.1,112.9473754,154.1087563,129.6181778,203.1053652,261.7131442,218.7353489,nan,178.7580585,0.798565001,0.405702088,1.968353196,0.049027413,0.23214409
XM_038054460.1,928.9345365,891.1050537,965.7048971,630.254793,775.4463531,1370.376961,nan,919.0310158,0.010592857,0.334979647,0.031622391,0.974773187,0.995377233
XM_038054461.1,928.9345365,891.1050537,965.7048971,630.254793,775.4463531,1370.376961,nan,919.0310158,0.010592857,0.334979647,0.031622391,0.974773187,0.995377233
XM_038054462.1,928.9345365,891.1050537,965.7048971,630.254793,775.4463531,1370.376961,nan,919.0310158,0.010592857,0.334979647,0.031622391,0.974773187,0.995377233
XM_038054463.1,2974.66506,3325.394389,3215.718151,3132.429137,6813.157819,6779.70214,nan,4341.969774,0.828877102,0.296606145,2.794537859,0.005197395,0.045927651
XM_038054464.1,2974.66506,3325.394389,3215.718151,3132.429137,6813.157819,6779.70214,nan,4341.969774,0.828877102,0.296606145,2.794537859,0.005197395,0.045927651
XM_038054465.1,2485.994783,2538.076865,2642.825594,2809.973197,5955.858795,6010.847388,nan,3714.453155,0.962014961,0.293915345,3.273102198,0.00106374,0.013366229
XM_038054466.1,2485.994783,2543.318659,2651.73066,2809.973197,5956.935804,6010.847388,nan,3716.921732,0.959477844,0.293974888,3.263808862,0.001099253,0.013649272
XM_038054467.1,2615.077498,2648.154548,2747.707479,2958.637948,6074.329766,6179.273607,nan,3843.189116,0.940537839,0.287215601,3.274675316,0.001057835,0.013366229
XM_038054468.1,92.20193911,257.8962861,155.343923,73.28544104,243.4039942,181.5503396,nan,165.750209,-0.006080062,0.631052253,-0.0096348,0.992312661,0.999430153
XM_038054469.1,112.9473754,152.0120386,129.6181778,203.1053652,261.7131442,218.7353489,nan,178.4286996,0.805864351,0.404643829,1.991539951,0.046421558,0.223767305
XM_038054470.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038054471.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038054472.1,177.4887328,283.0568994,241.4262243,157.0402308,495.4240589,397.0046583,IR35,289.4576833,0.596272757,0.501570834,1.188810667,0.234514179,0.567565528
XM_038054473.1,177.4887328,283.0568994,241.4262243,157.0402308,495.4240589,397.0046583,IR36,289.4576833,0.596272757,0.501570834,1.188810667,0.234514179,0.567565528
XM_038054474.1,41.4908726,53.46630322,26.71519695,295.2356339,28.00222942,17.49882791,nan,76.09950782,1.499059441,1.067782478,1.403899644,NA,NA
XM_038054475.1,1188.25249,781.0273706,826.1922019,619.7854442,940.2287031,1473.182575,nan,963.2364335,0.134666566,0.363929095,0.370035175,0.711356282,0.895072324
XM_038054476.1,112.9473754,156.2054741,133.5759847,203.1053652,270.3292148,244.9835908,nan,185.4114815,0.847184003,0.404035865,2.096803961,0.036010933,0.188479729
XM_038054477.1,2754.532931,2657.589778,2624.026011,3731.275884,5662.912395,7328.727866,nan,4098.881287,1.072813336,0.25941661,4.135484367,3.54206728940198e-05,0.000904136
XM_038054478.1,2754.532931,2657.589778,2624.026011,3731.275884,5662.912395,7328.727866,nan,4098.881287,1.072813336,0.25941661,4.135484367,3.54206728940198e-05,0.000904136
XM_038054479.1,752.598328,1255.933946,1146.774565,741.2298894,1248.253227,1103.519835,nan,1032.313629,-0.014973788,0.313739419,-0.047726831,0.961933951,0.990998505
XM_038054480.1,752.598328,1255.933946,1146.774565,741.2298894,1248.253227,1103.519835,nan,1032.313629,-0.014973788,0.313739419,-0.047726831,0.961933951,0.990998505
XM_038054481.1,752.598328,1255.933946,1146.774565,741.2298894,1248.253227,1103.519835,nan,1032.313629,-0.014973788,0.313739419,-0.047726831,0.961933951,0.990998505
XM_038054482.1,750.2932795,1225.531539,1130.943337,741.2298894,1242.868183,1103.519835,nan,1023.422957,0.005291891,0.310729564,0.017030536,0.986412255,0.997522041
XM_038054483.1,750.2932795,1225.531539,1130.943337,741.2298894,1242.868183,1103.519835,nan,1023.422957,0.005291891,0.310729564,0.017030536,0.986412255,0.997522041
XM_038054484.1,752.598328,1255.933946,1146.774565,741.2298894,1248.253227,1103.519835,nan,1032.313629,-0.014973788,0.313739419,-0.047726831,0.961933951,0.990998505
XM_038054485.1,112.9473754,154.1087563,129.6181778,203.1053652,261.7131442,218.7353489,nan,178.7580585,0.798565001,0.405702088,1.968353196,0.049027413,0.23214409
XM_038054486.1,804.4619187,762.1569106,763.8567423,621.879314,422.1874589,955.8734748,nan,715.1676872,-0.204502629,0.345942921,-0.591145579,0.554422883,0.811694084
XM_038054487.1,804.4619187,762.1569106,763.8567423,621.879314,422.1874589,955.8734748,nan,715.1676872,-0.204502629,0.345942921,-0.591145579,0.554422883,0.811694084
XM_038054488.1,11.52524239,7.338512207,8.905065649,4.187739488,0,9.843090702,nan,6.930016807,-0.981124501,2.010507282,-0.487998482,0.625550917,0.851855875
XM_038054489.1,268.5381477,771.5921406,558.0507807,251.2643693,366.1830001,660.5807537,nan,475.422801,-0.307667082,0.498981224,-0.6165905,0.537504863,0.801138739
XM_038054490.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038054491.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038054492.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038054493.1,0,0,0.989451739,2.093869744,1.077008824,2.187353489,OR145,0.994393746,2.232340997,3.959656519,0.563771374,0.572909736,NA
XM_038054494.1,1558.212771,1485.524542,1928.441439,3000.515343,4074.32438,2884.025576,nan,2469.226468,1.01583308,0.224932293,4.516172687,6.29673220156528e-06,0.000216787
XM_038054495.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038054496.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038054497.1,1097.203075,1330.367427,1043.871584,1082.530658,1123.320203,986.4964236,nan,1100.050685,-0.107344271,0.216806811,-0.495114847,0.620519054,0.848537501
XM_038054498.1,1097.203075,1330.367427,1043.871584,1082.530658,1123.320203,986.4964236,nan,1100.050685,-0.107344271,0.216806811,-0.495114847,0.620519054,0.848537501
XM_038054499.1,1097.203075,1330.367427,1043.871584,1082.530658,1123.320203,986.4964236,nan,1100.050685,-0.107344271,0.216806811,-0.495114847,0.620519054,0.848537501
XM_038054500.1,1097.203075,1330.367427,1043.871584,1082.530658,1123.320203,986.4964236,nan,1100.050685,-0.107344271,0.216806811,-0.495114847,0.620519054,0.848537501
XM_038054501.1,1100.660648,1330.367427,1045.850488,1082.530658,1123.320203,986.4964236,nan,1101.035189,-0.109831907,0.216320433,-0.507727843,0.61164422,0.843509148
XM_038054502.1,1100.660648,1353.431323,1051.787198,1082.530658,1123.320203,986.4964236,nan,1105.809175,-0.12183385,0.218586548,-0.557371213,0.577273829,0.826799691
XM_038054503.1,6410.339816,8321.872843,7950.244721,5134.168612,5123.330974,5607.28067,nan,6361.149017,-0.501777727,0.17417255,-2.880923124,0.003965123,0.036666926
XM_038054504.1,6410.339816,8321.872843,7950.244721,5134.168612,5123.330974,5607.28067,nan,6361.149017,-0.501777727,0.17417255,-2.880923124,0.003965123,0.036666926
XM_038054505.1,6410.339816,8321.872843,7950.244721,5134.168612,5123.330974,5607.28067,nan,6361.149017,-0.501777727,0.17417255,-2.880923124,0.003965123,0.036666926
XM_038054506.1,6410.339816,8321.872843,7950.244721,5134.168612,5123.330974,5607.28067,nan,6361.149017,-0.501777727,0.17417255,-2.880923124,0.003965123,0.036666926
XM_038054507.1,6410.339816,8321.872843,7950.244721,5134.168612,5123.330974,5607.28067,nan,6361.149017,-0.501777727,0.17417255,-2.880923124,0.003965123,0.036666926
XM_038054508.1,6402.272147,8304.050741,7924.518976,5127.887003,5111.483877,5606.186993,nan,6349.617617,-0.500253955,0.17407765,-2.873740277,0.004056424,0.037403756
XM_038054509.1,6410.339816,8321.872843,7950.244721,5134.168612,5123.330974,5607.28067,nan,6361.149017,-0.501777727,0.17417255,-2.880923124,0.003965123,0.036666926
XM_038054510.1,6208.648075,8030.429072,7591.07374,4579.29313,4920.853316,5075.753772,nan,6007.283853,-0.568722756,0.173444588,-3.278988183,0.0010418,0.013237295
XM_038054511.1,6208.648075,8030.429072,7591.07374,4579.29313,4920.853316,5075.753772,nan,6007.283853,-0.568722756,0.173444588,-3.278988183,0.0010418,0.013237295
XM_038054512.1,3821.770376,4884.304053,3825.220422,2713.655188,2772.220712,4142.847509,nan,3658.939346,-0.364955544,0.238631293,-1.529370019,0.126172741,0.403861741
XM_038054513.1,6410.339816,8321.872843,7950.244721,5134.168612,5123.330974,5607.28067,nan,6361.149017,-0.501777727,0.17417255,-2.880923124,0.003965123,0.036666926
XM_038054514.1,3821.770376,4884.304053,3825.220422,2713.655188,2772.220712,4142.847509,nan,3658.939346,-0.364955544,0.238631293,-1.529370019,0.126172741,0.403861741
XM_038054515.1,3750.313873,4817.209084,3785.642353,2663.402314,2729.140359,4042.229248,nan,3597.279041,-0.373860781,0.237507651,-1.574099946,0.115464345,0.386433431
XM_038054516.1,2417.995853,2351.468983,2608.194783,2248.816105,2544.97185,2640.135661,nan,2446.198388,0.025515942,0.173189956,0.147329223,0.882872168,0.967746172
XM_038054517.1,3821.770376,4884.304053,3825.220422,2713.655188,2772.220712,4142.847509,nan,3658.939346,-0.364955544,0.238631293,-1.529370019,0.126172741,0.403861741
XM_038054518.1,3439.132329,4389.478659,3475.943958,2516.831432,2596.668274,3875.990383,nan,3351.149817,-0.315334851,0.240299984,-1.312254981,0.189434116,0.509708036
XM_038054519.1,0,7.338512207,0,0,2.154017647,0,nan,1.484041059,-1.798445495,3.900547475,-0.461075145,0.644744693,NA
XM_038054520.1,0,7.338512207,0,0,2.154017647,0,nan,1.484041059,-1.798445495,3.900547475,-0.461075145,0.644744693,NA
XM_038054521.1,8.067669672,10.48358887,10.88396913,186.3544072,35.54129118,0,nan,41.45763963,2.944471996,1.524982696,1.930823218,0.053504918,0.244607407
XM_038054522.1,1054.559679,1019.004838,945.9158623,818.7030699,1312.873756,1304.756356,nan,1066.963046,0.201573715,0.26744677,0.753696576,0.451031438,0.747344097
XM_038054523.1,314.6391172,363.7805337,315.6351047,550.6877427,267.0981883,264.6697722,nan,343.0317247,0.13449586,0.410801931,0.327398314,0.743366641,0.911553613
XM_038054524.1,2513.655365,2316.87314,1996.713609,3781.528758,1770.602506,1475.369928,nan,2286.417093,0.053611006,0.345643032,0.155105127,0.876738441,0.965997407
XM_038054525.1,3119.883115,2625.090652,2362.810752,4298.714585,2038.777703,1950.025636,nan,2705.763433,0.044110853,0.322556935,0.136753697,0.891225484,0.970056008
XM_038054526.1,0,0,0,0,1.077008824,0,nan,0.165642356,0.97578256,4.080472857,0.239134677,0.811001153,NA
XM_038054527.1,3652.349313,3826.509936,4805.767095,4933.157117,4074.32438,3295.248032,nan,4058.933886,0.014929055,0.219464277,0.06802499,0.945765741,0.987774482
XM_038054528.1,100.2696088,121.6096309,89.05065649,337.1130288,64.62052942,72.18266514,nan,129.5775774,0.618328463,0.742085587,0.83323066,0.404714654,0.716058376
XM_038054529.1,100.2696088,121.6096309,89.05065649,337.1130288,64.62052942,72.18266514,nan,129.5775774,0.618328463,0.742085587,0.83323066,0.404714654,0.716058376
XM_038054530.1,40.33834836,24.11225439,12.8628726,4.187739488,10.77008824,55.77751398,nan,24.48009281,-0.09612147,1.283823226,-0.074871266,0.940317139,0.985712764
XM_038054531.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038054532.1,1105.270745,779.9790117,730.2153832,1049.028742,873.454156,1170.234117,nan,942.8649171,0.256696051,0.272508226,0.94197542,0.346205225,0.67477408
XM_038054533.1,1655.024807,1251.740511,1201.194411,1679.283535,1099.626009,839.9437399,nan,1274.761635,-0.170110314,0.308418141,-0.55155742,0.581251616,0.827481417
