Gene,Ant_VF1,Ant_VF2,Ant_VF3,Ant_Vm1,Ant_Vm2,Ant_Vm3,Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
XM_038057353.1,701.8872615,519.9860078,528.3672285,420.8678186,639.7432413,593.8664723,nan,562.2567029,-0.065550282,0.306615104,-0.213786865,0.830713268,0.94940287
XM_038057354.1,374.5703776,242.1709028,294.8566182,238.7011508,410.3403618,498.7165955,nan,340.5397197,0.348140633,0.409030531,0.851136057,0.394693778,0.708935345
XM_038057355.1,374.5703776,242.1709028,294.8566182,238.7011508,410.3403618,498.7165955,nan,340.5397197,0.348140633,0.409030531,0.851136057,0.394693778,0.708935345
XM_038057356.1,230.5048478,159.3505508,163.2595369,270.109197,182.0144912,304.042135,nan,216.3602975,0.466264808,0.421849612,1.105286802,0.269035335,0.604097553
XM_038057357.1,230.5048478,159.3505508,163.2595369,270.109197,182.0144912,304.042135,nan,216.3602975,0.466264808,0.421849612,1.105286802,0.269035335,0.604097553
XM_038057358.1,230.5048478,160.3989097,171.1751508,274.2969365,217.5557824,304.042135,nan,224.4640618,0.517153237,0.389744681,1.326902618,0.184540898,0.502128381
XM_038057359.1,2314.268672,2628.235729,2378.64198,1882.3889,2044.162747,2332.812496,nan,2242.241845,-0.211636587,0.186231201,-1.136418524,0.255781447,0.587681224
XM_038057360.1,119.8625208,134.1899375,120.7131121,35.59578565,59.2354853,67.80795817,nan,88.70471479,-1.186803254,0.569580814,-2.083643315,0.037192624,0.19219814
XM_038057361.1,558.9742558,792.5593183,655.0170511,180.072798,508.3481648,810.4144678,nan,579.0378137,-0.405166703,0.495494511,-0.817701697,0.413527541,0.720095716
XM_038057362.1,558.9742558,792.5593183,655.0170511,180.072798,508.3481648,810.4144678,nan,579.0378137,-0.405166703,0.495494511,-0.817701697,0.413527541,0.720095716
XM_038057363.1,244.3351386,213.8652129,194.9219925,726.5728012,395.2622383,436.3770211,nan,365.6301357,1.267639345,0.37167349,3.410626206,0.000648139,0.009049195
XM_038057364.1,10610.13814,11475.33637,12864.85151,13132.75103,15292.44829,14913.37609,nan,12936.63463,0.324506558,0.159791117,2.030817257,0.042273536,0.210801116
XM_038057365.1,7936.281909,8550.41508,9715.426623,10938.37554,11121.19311,10366.96186,nan,9686.175191,0.321286555,0.153625545,2.091361536,0.036495667,0.190342247
XM_038057366.1,35.7282514,28.30568994,12.8628726,25.12643693,14.00111471,36.09133257,nan,25.10980226,-0.021877402,1.026258708,-0.021317629,0.982992281,0.997281392
XM_038057367.1,29.96563021,15.7253833,9.894517388,16.75095795,0,36.09133257,nan,18.01626588,-0.060544919,1.641355564,-0.036887144,0.97057499,0.993818295
XM_038057368.1,29.96563021,15.7253833,9.894517388,16.75095795,0,36.09133257,nan,18.01626588,-0.060544919,1.641355564,-0.036887144,0.97057499,0.993818295
XM_038057369.1,185.5564025,167.7374219,133.5759847,311.9865919,136.7801206,86.40046282,nan,168.7822685,0.143968749,0.585514568,0.245884144,0.805771918,0.940910188
XM_038057370.1,119.8625208,134.1899375,120.7131121,35.59578565,59.2354853,67.80795817,nan,88.70471479,-1.186803254,0.569580814,-2.083643315,0.037192624,0.19219814
XM_038057371.1,1733.396455,1916.400045,1982.861285,1185.130275,1111.473106,972.278626,nan,1467.702581,-0.771834376,0.195474937,-3.948508119,7.86397495321626e-05,0.001761132
XM_038057372.1,1733.396455,1916.400045,1982.861285,1185.130275,1111.473106,972.278626,nan,1467.702581,-0.771834376,0.195474937,-3.948508119,7.86397495321626e-05,0.001761132
XM_038057373.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038057374.1,676.5317282,492.7286767,551.1246185,929.6781664,852.9909884,987.5901004,nan,742.652056,0.701796408,0.249883104,2.808498842,0.004977306,0.044222333
XM_038057375.1,3753.771446,3535.066166,3494.743541,4529.040256,5621.98606,5070.285388,nan,4298.101912,0.511410768,0.165613469,3.087978115,0.002015233,0.021650995
XM_038057376.1,3753.771446,3535.066166,3494.743541,4529.040256,5621.98606,5070.285388,nan,4298.101912,0.511410768,0.165613469,3.087978115,0.002015233,0.021650995
XM_038057377.1,3753.771446,3535.066166,3494.743541,4529.040256,5621.98606,5070.285388,nan,4298.101912,0.511410768,0.165613469,3.087978115,0.002015233,0.021650995
XM_038057378.1,3761.839116,3571.758727,3517.500931,4558.354433,5624.140077,5071.379065,nan,4314.576707,0.505350826,0.164137805,3.078820431,0.002078219,0.022215156
XM_038057379.1,3720.348243,3519.340783,3469.017796,4526.946387,5616.601016,4935.763148,nan,4262.085927,0.508106311,0.165646685,3.067410072,0.002159224,0.022988367
XM_038057380.1,285.8260112,296.6855649,265.173066,1425.925296,271.4062236,275.6065396,nan,465.9130694,1.22855564,0.610075551,2.013776223,0.044033033,0.216570632
XM_038057381.1,185.5564025,110.0776831,81.13504258,14.65708821,71.08258237,0,nan,76.1601617,-2.120521932,1.243244828,-1.705635033,0.088076053,0.330965786
XM_038057382.1,159.048345,198.1398296,123.6814673,368.521075,106.6238735,92.96252329,nan,173.26881,0.2531078,0.640312633,0.395287844,0.692630469,0.885111291
XM_038057383.1,159.048345,198.1398296,123.6814673,368.521075,106.6238735,92.96252329,nan,173.26881,0.2531078,0.640312633,0.395287844,0.692630469,0.885111291
XM_038057384.1,165.9634904,207.5750596,125.6603708,370.6149447,106.6238735,92.96252329,nan,176.7223066,0.202262089,0.640845807,0.315617403,0.752292927,0.915176259
XM_038057385.1,165.9634904,244.2676206,133.5759847,378.9904237,130.3180677,164.0515117,nan,200.9525526,0.318763951,0.554828875,0.574526607,0.565611501,0.819509833
XM_038057386.1,1026.899097,1120.69565,1003.304063,797.7643725,1536.891591,1001.807898,nan,1071.581858,0.096667902,0.296254819,0.326299846,0.744197505,0.91230871
XM_038057387.1,8.067669672,5.241794433,16.82067956,52.3467436,26.92522059,47.02810002,nan,25.84030235,2.084705529,1.03957681,2.005340546,0.044926653,0.219677834
XM_038057388.1,452.9420259,218.0586484,237.4684173,242.8888903,322.0256383,383.8805374,nan,306.7212851,0.079731256,0.434717167,0.183409496,0.854476725,0.95841667
XM_038057389.1,537.0762953,412.0050425,376.9811125,1689.752883,323.1026471,118.1170884,nan,570.2547817,0.693870592,0.721068636,0.962280922,0.33590851,0.664657641
XM_038057390.1,537.0762953,412.0050425,376.9811125,1689.752883,323.1026471,118.1170884,nan,570.2547817,0.693870592,0.721068636,0.962280922,0.33590851,0.664657641
XM_038057391.1,121.0150451,116.3678364,96.9662704,230.3256718,117.3939618,277.7938931,nan,158.6806097,0.919250457,0.508454216,1.807931625,0.070617143,0.290523447
XM_038057392.1,1958.138682,1990.833526,1851.264203,1147.44062,1811.528841,2517.643866,nan,1863.218938,-0.066720407,0.298720725,-0.223353792,0.823260164,0.945915135
XM_038057393.1,117.5574724,101.690812,87.07175301,228.2318021,117.3939618,277.7938931,nan,153.9089702,1.036381498,0.516883164,2.0050595,0.044956687,0.219737591
XM_038057394.1,1521.331995,1698.341396,1523.755678,2807.879327,2864.843471,3142.133287,nan,2242.591952,0.908404075,0.172582042,5.263607178,1.41256097432905e-07,7.92140071226834e-06
XM_038057395.1,1487.908792,1678.422578,1509.903353,2807.879327,2820.686109,3142.133287,nan,2224.298917,0.921712434,0.174229627,5.290216428,1.22171704679106e-07,7.15750694153169e-06
XM_038057396.1,1501.739083,1698.341396,1522.766226,2807.879327,2864.843471,3142.133287,nan,2239.312895,0.914486223,0.173568284,5.26874037,1.37363085482071e-07,7.8335171655897e-06
XM_038057397.1,1487.908792,1678.422578,1509.903353,2807.879327,2820.686109,3142.133287,nan,2224.298917,0.921712434,0.174229627,5.290216428,1.22171704679106e-07,7.15750694153169e-06
XM_038057398.1,1487.908792,1678.422578,1509.903353,2807.879327,2820.686109,3142.133287,nan,2224.298917,0.921712434,0.174229627,5.290216428,1.22171704679106e-07,7.15750694153169e-06
XM_038057399.1,1521.331995,1698.341396,1523.755678,2807.879327,2864.843471,3142.133287,nan,2242.591952,0.908404075,0.172582042,5.263607178,1.41256097432905e-07,7.92140071226834e-06
XM_038057400.1,1521.331995,1698.341396,1523.755678,2807.879327,2864.843471,3142.133287,nan,2242.591952,0.908404075,0.172582042,5.263607178,1.41256097432905e-07,7.92140071226834e-06
XM_038057401.1,1344.995787,1388.027166,1256.603708,2192.281622,2680.674962,2924.491615,nan,1950.152281,0.981217087,0.200566082,4.892238395,9.96955829466185e-07,4.74068144199974e-05
XM_038057402.1,1521.331995,1698.341396,1523.755678,2807.879327,2864.843471,3142.133287,nan,2242.591952,0.908404075,0.172582042,5.263607178,1.41256097432905e-07,7.92140071226834e-06
XM_038057403.1,442.5693077,598.6129243,577.8398155,1530.618783,947.7677649,882.5971329,nan,823.6784357,1.06576658,0.310407426,3.433444216,0.000595965,0.008443034
XM_038057404.1,442.5693077,598.6129243,577.8398155,1530.618783,947.7677649,882.5971329,nan,823.6784357,1.06576658,0.310407426,3.433444216,0.000595965,0.008443034
XM_038057405.1,0,0,7.91561391,4.187739488,2.154017647,0,nan,2.307244711,-0.406382371,3.805709741,-0.106782282,0.914961704,NA
XM_038057406.1,9.220193911,9.43522998,23.74684173,43.97126463,3.231026471,1.093676745,nan,14.83579541,0.200837422,1.653865532,0.121435158,0.903346371,0.973131398
XM_038057407.1,9508.324971,11408.2414,10276.44576,9225.590092,9078.107375,8292.257078,nan,9539.040926,-0.216427683,0.153262148,-1.412140475,0.157908603,0.46160638
XM_038057408.1,137.1503844,104.8358887,71.24052519,234.5134113,147.5502088,48.12177676,nan,122.7744469,0.472654544,0.68949262,0.685510664,0.493021734,0.777205544
XM_038057409.1,8.067669672,12.58030664,2.968355216,0,0,63.43325119,nan,14.46488278,1.414699442,2.290261258,0.617702211,0.536771654,0.800721196
XM_038057410.1,8.067669672,12.58030664,2.968355216,0,0,63.43325119,nan,14.46488278,1.414699442,2.290261258,0.617702211,0.536771654,0.800721196
XM_038057411.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038057412.1,11.52524239,2.096717773,9.894517388,0,12.92410588,0,nan,6.093795344,-0.871673374,2.634372266,-0.330884661,0.740731609,0.910139127
XM_038057413.1,1.152524239,8.386871093,2.968355216,0,2.154017647,1.093676745,nan,2.472804221,-1.986644513,2.89507844,-0.6862144,0.492577919,NA
XM_038057414.1,4.610096955,81.77199316,50.46203868,190.5421467,9.693079413,18.59250466,nan,58.92594499,0.690677416,1.271569847,0.543169074,0.587013397,0.830433183
XM_038057415.1,9586.696619,11492.11012,10315.03438,9550.139903,9081.338402,8298.819138,nan,9627.427649,-0.207805024,0.155854239,-1.333329298,0.182423763,0.499467907
XM_038057416.1,1709.193446,886.9116181,1006.272418,607.2222258,1753.370365,2424.681343,nan,1387.170462,0.427327816,0.45857269,0.931864947,0.351406325,0.678665772
XM_038057417.1,564.736877,663.6111753,487.7997072,196.8237559,334.9497442,219.8290257,nan,406.9611303,-1.177391191,0.349770969,-3.366177573,0.000762176,0.010315402
XM_038057418.1,157.8958207,118.4645542,176.1224095,276.3908062,110.9319088,89.68149306,nan,153.2766198,0.08939668,0.586034847,0.15254499,0.878757109,0.966528515
XM_038057419.1,277.7583416,283.0568994,223.616093,1375.672422,252.0200648,115.9297349,nan,417.4325781,1.160874069,0.724774611,1.601703552,0.109221179,0.375563514
XM_038057420.1,277.7583416,283.0568994,223.616093,1375.672422,252.0200648,115.9297349,nan,417.4325781,1.160874069,0.724774611,1.601703552,0.109221179,0.375563514
XM_038057421.1,9499.104777,11394.61274,10265.56179,9206.745265,9065.183269,8288.976047,nan,9527.987642,-0.216842057,0.153092449,-1.416412487,0.15665477,0.460010259
XM_038057422.1,245.4876629,334.4264849,303.7616838,483.6839109,425.4184854,586.2107351,nan,393.3453824,0.774066172,0.318048334,2.433800431,0.01494123,0.103081853
XM_038057423.1,956.5951182,720.2225552,767.8145493,795.6705028,807.7566178,454.9695258,nan,743.0188823,-0.235002358,0.315242077,-0.745466343,0.455989851,0.749906895
XM_038057424.1,421.8238714,214.9135718,323.5507186,259.6398483,297.2544353,263.5760955,nan,294.0780086,-0.212504371,0.386778378,-0.549421537,0.582716197,0.828189815
XM_038057425.1,2851.344967,2634.525882,2646.783401,1807.009589,2823.917136,3706.470487,nan,2721.549738,0.051589025,0.27590611,0.186980363,0.85167603,0.957368261
XM_038057426.1,2851.344967,2634.525882,2646.783401,1807.009589,2823.917136,3706.470487,nan,2721.549738,0.051589025,0.27590611,0.186980363,0.85167603,0.957368261
XM_038057427.1,100.2696088,85.96542871,81.13504258,35.59578565,34.46428236,236.2341768,nan,94.85655096,0.216697278,0.863867076,0.250845626,0.801933465,0.939111009
XM_038057428.1,9508.324971,11408.2414,10276.44576,9225.590092,9078.107375,8292.257078,nan,9539.040926,-0.216427683,0.153262148,-1.412140475,0.157908603,0.46160638
XM_038057429.1,100.2696088,85.96542871,81.13504258,35.59578565,34.46428236,236.2341768,nan,94.85655096,0.216697278,0.863867076,0.250845626,0.801933465,0.939111009
XM_038057430.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038057431.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038057432.1,1159.439384,811.4297783,936.0213449,1687.659014,856.2220149,1242.416782,nan,1105.458833,0.395587267,0.310744406,1.273031016,0.203007036,0.52738058
XM_038057433.1,0,5.241794433,11.87342087,4.187739488,0,1.093676745,nan,3.623904348,-1.755732237,3.035195895,-0.578457634,0.562955192,NA
XM_038057434.1,729.5478432,449.7459624,607.5233676,998.7758679,627.8961442,511.8407165,nan,648.2789,0.271551372,0.354214599,0.76662953,0.443301813,0.741092566
XM_038057435.1,40.33834836,126.8514253,111.8080465,169.6034493,100.1618206,102.805614,nan,107.7308609,0.430806092,0.646958428,0.665894552,0.505478503,0.781419568
XM_038057436.1,40.33834836,126.8514253,111.8080465,169.6034493,100.1618206,102.805614,nan,107.7308609,0.430806092,0.646958428,0.665894552,0.505478503,0.781419568
XM_038057437.1,40.33834836,126.8514253,111.8080465,169.6034493,100.1618206,102.805614,nan,107.7308609,0.430806092,0.646958428,0.665894552,0.505478503,0.781419568
XM_038057438.1,40.33834836,126.8514253,111.8080465,169.6034493,100.1618206,102.805614,nan,107.7308609,0.430806092,0.646958428,0.665894552,0.505478503,0.781419568
XM_038057439.1,40.33834836,126.8514253,111.8080465,169.6034493,100.1618206,102.805614,nan,107.7308609,0.430806092,0.646958428,0.665894552,0.505478503,0.781419568
XM_038057440.1,11119.55386,9789.575284,10646.50071,7805.946406,12929.49093,10139.4771,nan,10309.53594,-0.017148502,0.215655746,-0.079517945,0.936620658,0.984157481
XM_038057441.1,1091.440454,1935.270505,1729.561639,642.8180114,935.9206678,767.7610747,nan,1171.406262,-1.005345085,0.297082486,-3.384060428,0.000714223,0.009785037
XM_038057442.1,1091.440454,1935.270505,1729.561639,642.8180114,935.9206678,767.7610747,nan,1171.406262,-1.005345085,0.297082486,-3.384060428,0.000714223,0.009785037
XM_038057443.1,1091.440454,1935.270505,1729.561639,642.8180114,935.9206678,767.7610747,nan,1171.406262,-1.005345085,0.297082486,-3.384060428,0.000714223,0.009785037
XM_038057444.1,1091.440454,1935.270505,1729.561639,642.8180114,935.9206678,767.7610747,nan,1171.406262,-1.005345085,0.297082486,-3.384060428,0.000714223,0.009785037
XM_038057445.1,1091.440454,1935.270505,1729.561639,642.8180114,935.9206678,767.7610747,nan,1171.406262,-1.005345085,0.297082486,-3.384060428,0.000714223,0.009785037
XM_038057446.1,1091.440454,1935.270505,1729.561639,642.8180114,935.9206678,767.7610747,nan,1171.406262,-1.005345085,0.297082486,-3.384060428,0.000714223,0.009785037
XM_038057447.1,1091.440454,1935.270505,1729.561639,642.8180114,935.9206678,767.7610747,nan,1171.406262,-1.005345085,0.297082486,-3.384060428,0.000714223,0.009785037
XM_038057448.1,5080.326845,4310.851742,4193.296469,2581.741394,2670.981883,3353.212899,nan,3660.850984,-0.64348619,0.193992818,-3.317061921,0.000909695,0.011954396
XM_038057449.1,2512.502841,2349.372265,2824.884714,1398.704989,1685.518809,2318.594699,nan,2160.806347,-0.492939478,0.245892829,-2.004692366,0.044995945,0.219878803
XM_038057450.1,20.7454363,20.96717773,34.63081086,62.81609232,78.62164413,155.3020977,nan,62.02929465,1.964055891,0.737903807,2.661669274,0.007775423,0.063594747
XM_038057451.1,20.7454363,23.06389551,34.63081086,62.81609232,78.62164413,155.3020977,nan,62.3586536,1.926993244,0.732300959,2.631422534,0.008502825,0.068565745
XM_038057452.1,1109.880842,1310.448608,1131.932789,3691.492359,1563.816812,1539.896856,nan,1709.75952,0.94767757,0.354331228,2.674552777,0.0074829,0.061697177
XM_038057453.1,4.610096955,13.62866553,0.989451739,6.281609232,18.30915,0,nan,7.262340986,0.272448545,2.187961257,0.12452165,0.90090226,0.973131398
XM_038057454.1,53.01611499,50.32122656,22.75738999,194.7298862,17.23214118,9.843090702,nan,57.4037533,0.826013854,1.150677593,0.717849951,NA,NA
XM_038057455.1,2.305048478,1.048358887,1.978903478,0,0,0,nan,0.821324758,-3.165013112,3.959699465,-0.799306397,0.424112771,NA
XM_038057456.1,28.81310597,28.30568994,22.75738999,48.15900411,43.08035295,10.93676745,nan,30.03516808,0.361600398,0.983840414,0.367539687,0.713216494,0.895605033
XM_038057457.1,28.81310597,28.30568994,22.75738999,48.15900411,43.08035295,10.93676745,nan,30.03516808,0.361600398,0.983840414,0.367539687,0.713216494,0.895605033
XM_038057458.1,26.50805749,7.338512207,20.77848651,0,5.385044119,0,nan,9.859321662,-3.446389817,2.130899844,-1.617340124,0.105804883,0.370526743
XM_038057459.1,11978.18441,12896.91102,14289.66201,9857.938755,12187.43185,12246.99219,nan,12128.80602,-0.177310594,0.17047236,-1.040113448,0.298287197,0.627472919
XM_038057460.1,11843.33908,12745.94734,14201.60081,9780.465575,12129.27337,12242.61748,nan,12044.18126,-0.169350176,0.172216986,-0.983353505,0.325433485,0.653269603
XM_038057461.1,11978.18441,12896.91102,14287.68311,9857.938755,12187.43185,12246.99219,nan,12128.47724,-0.177236899,0.170454935,-1.039787432,0.298438669,0.627472919
XM_038057462.1,11844.4916,12745.94734,14209.51642,9780.465575,12129.27337,12242.61748,nan,12045.66033,-0.169684851,0.172279197,-0.984941041,0.324653032,0.652382179
XM_038057463.1,11800.69568,12690.38432,14124.42357,9763.714617,12072.19191,12241.5238,nan,12002.99965,-0.165909813,0.17193778,-0.964941,0.334574364,0.664176346
XM_038057464.1,7463.746971,7808.176988,6783.681121,5592.726086,6403.894466,6827.823917,nan,6749.496631,-0.214043128,0.164448595,-1.301580762,0.19305974,0.515158527
XM_038057465.1,56.4736877,75.48183984,68.27216998,98.41187797,101.2388294,61.2458977,nan,75.81510552,0.398225114,0.596335965,0.667786512,0.504269878,0.781419568
XM_038057466.1,56.4736877,75.48183984,68.27216998,98.41187797,101.2388294,61.2458977,nan,75.81510552,0.398225114,0.596335965,0.667786512,0.504269878,0.781419568
XM_038057467.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038057468.1,7463.746971,7808.176988,6783.681121,5592.726086,6403.894466,6827.823917,nan,6749.496631,-0.214043128,0.164448595,-1.301580762,0.19305974,0.515158527
XM_038057469.1,2.305048478,15.7253833,36.60971434,85.84865951,44.15736177,102.805614,nan,47.73952394,2.096937128,1.061779855,1.974926458,0.048276494,0.229562308
XM_038057470.1,259.3179537,278.8634639,266.1625177,194.7298862,347.8738501,411.222456,nan,290.6170041,0.262327994,0.405050341,0.647642941,0.517215917,0.787728199
XM_038057471.1,147.5231026,181.3660874,186.0169269,414.5862093,189.553553,127.9601791,nan,206.0502287,0.520375536,0.537189989,0.968699244,0.33269527,0.662709035
XM_038057472.1,100.2696088,203.381624,156.3333747,190.5421467,101.2388294,6.562060468,nan,124.920888,-0.609731254,0.925103493,-0.659095181,0.50983465,0.784731557
XM_038057473.1,103.7271815,208.6234185,156.3333747,190.5421467,106.6238735,6.562060468,nan,127.5585377,-0.612113049,0.921460958,-0.664285387,0.506507672,0.781756239
XM_038057474.1,159.048345,169.8341396,99.93462562,173.7911888,77.54463531,5.468383723,nan,113.000117,-0.73004553,0.961851665,-0.759000121,0.447852485,0.744536764
XM_038057475.1,159.048345,169.8341396,99.93462562,173.7911888,77.54463531,5.468383723,nan,113.000117,-0.73004553,0.961851665,-0.759000121,0.447852485,0.744536764
XM_038057476.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038057477.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038057478.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038057479.1,13.83029087,16.77374219,2.968355216,0,0,18.59250466,nan,8.760273045,-0.816948295,2.420043388,-0.337575888,0.735682815,0.907641719
XM_038057480.1,2681.923904,2885.083656,2903.051402,1924.266295,2464.196189,2789.969376,nan,2583.848499,-0.223952477,0.207551483,-1.07902133,0.280578219,0.612991
XM_038057481.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038057482.1,18.44038782,28.30568994,45.51477998,177.9789282,56.00445883,51.402807,nan,62.32186663,1.64199563,0.836968059,1.961837864,0.049781364,0.233472615
XM_038057483.1,18.44038782,28.30568994,45.51477998,177.9789282,56.00445883,51.402807,nan,62.32186663,1.64199563,0.836968059,1.961837864,0.049781364,0.233472615
XM_038057484.1,18.44038782,28.30568994,45.51477998,177.9789282,56.00445883,51.402807,nan,62.32186663,1.64199563,0.836968059,1.961837864,0.049781364,0.233472615
XM_038057485.1,3089.917484,2879.841862,2535.964807,6269.046014,2160.4797,2174.229368,nan,3154.175996,0.329598672,0.386420057,0.852954358,0.393684615,0.708422685
XM_038057486.1,1.152524239,0,0.989451739,0,0,0,nan,0.32832264,-1.842367703,4.037865392,-0.45627269,0.6481939,NA
XM_038057487.1,24.20300902,99.59409424,62.33545954,100.5057477,89.39173237,439.6580513,nan,135.4914634,1.777617433,0.811179048,2.191399589,0.028422889,0.161981692
XM_038057488.1,34.57572717,52.41794433,30.6730039,110.9750964,1.077008824,1.093676745,nan,38.0673245,-0.054987044,1.558412475,-0.035284011,NA,NA
XM_038057489.1,25.35553325,48.22450879,24.73629347,81.66092002,0,0,nan,29.65941603,-0.250146837,1.946439987,-0.128515052,NA,NA
XM_038057490.1,25.35553325,48.22450879,24.73629347,81.66092002,0,0,nan,29.65941603,-0.250146837,1.946439987,-0.128515052,NA,NA
XM_038057491.1,2681.923904,2885.083656,2903.051402,1924.266295,2464.196189,2789.969376,nan,2583.848499,-0.223952477,0.207551483,-1.07902133,0.280578219,0.612991
XM_038057492.1,25.35553325,48.22450879,24.73629347,81.66092002,0,0,nan,29.65941603,-0.250146837,1.946439987,-0.128515052,NA,NA
XM_038057493.1,0,0,0.989451739,2.093869744,10.77008824,0,nan,2.316867041,3.607234685,3.92723971,0.918516554,0.358348497,NA
XM_038057494.1,0,0,0.989451739,2.093869744,10.77008824,0,nan,2.316867041,3.607234685,3.92723971,0.918516554,0.358348497,NA
XM_038057495.1,202.844266,160.3989097,176.1224095,83.75478976,187.3995353,159.6768047,nan,160.1278872,-0.307374903,0.493910345,-0.622329348,0.533725327,0.799200779
XM_038057496.1,1.152524239,12.58030664,12.8628726,27.22030667,3.231026471,0,nan,9.399308735,0.158673813,2.122111184,0.074771677,0.940396377,0.985712764
XM_038057497.1,159.048345,42.98271435,71.24052519,54.44061335,44.15736177,2.187353489,nan,61.36117168,-1.437694502,1.088364163,-1.320968248,0.186511951,0.504650968
XM_038057498.1,159.048345,42.98271435,71.24052519,54.44061335,44.15736177,2.187353489,nan,61.36117168,-1.437694502,1.088364163,-1.320968248,0.186511951,0.504650968
XM_038057499.1,2681.923904,2885.083656,2903.051402,1924.266295,2464.196189,2789.969376,nan,2583.848499,-0.223952477,0.207551483,-1.07902133,0.280578219,0.612991
XM_038057500.1,155.5907722,36.69256103,70.25107345,54.44061335,42.00334413,2.187353489,nan,59.38562809,-1.412955095,1.103792507,-1.280091218,0.200513057,0.524277952
XM_038057501.1,159.048345,42.98271435,71.24052519,54.44061335,44.15736177,2.187353489,nan,61.36117168,-1.437694502,1.088364163,-1.320968248,0.186511951,0.504650968
XM_038057502.1,155.5907722,36.69256103,71.24052519,54.44061335,44.15736177,2.187353489,nan,59.88130576,-1.389258308,1.103190948,-1.259309016,0.207918738,0.533778065
XM_038057503.1,5438.761883,4871.723746,4667.243852,2041.523,2836.841242,3336.807748,nan,3825.624011,-0.851006164,0.227194736,-3.745712508,0.000179882,0.003283088
XM_038057504.1,5438.761883,4871.723746,4667.243852,2041.523,2836.841242,3336.807748,nan,3825.624011,-0.851006164,0.227194736,-3.745712508,0.000179882,0.003283088
XM_038057505.1,1671.160146,1505.443361,1346.643816,1323.325678,1297.795633,1569.426129,nan,1438.759192,-0.095618977,0.20823095,-0.459196759,0.646092878,0.862590386
XM_038057506.1,1671.160146,1505.443361,1346.643816,1323.325678,1297.795633,1569.426129,nan,1438.759192,-0.095618977,0.20823095,-0.459196759,0.646092878,0.862590386
XM_038057507.1,0,0,1.978903478,0,0,0,nan,0.328785914,-1.844136843,4.03770733,-0.456728706,0.647866055,NA
XM_038057508.1,1212.455499,1242.305281,1219.004542,607.2222258,663.4374354,870.5666887,nan,959.1448031,-0.763658285,0.242369597,-3.150800661,0.001628236,0.018174539
XM_038057509.1,1212.455499,1242.305281,1219.004542,607.2222258,663.4374354,870.5666887,nan,959.1448031,-0.763658285,0.242369597,-3.150800661,0.001628236,0.018174539
XM_038057510.1,243.1826144,274.6700283,248.3523864,565.3448309,204.6316765,259.2013885,nan,296.4347733,0.437998729,0.469067228,0.933765359,0.350424942,0.677606011
XM_038057511.1,762.9710461,862.7993637,929.0951827,1013.432956,1068.392753,714.1709142,nan,883.3958132,0.142419791,0.26051981,0.546675473,0.584601707,0.829424204
XM_038057512.1,1169.812102,1013.763043,909.3061479,1428.019165,1379.648303,1433.810212,nan,1212.156141,0.470003862,0.206263166,2.278661147,0.022687216,0.137904981
XM_038057513.1,3054.189233,3217.413423,3260.243479,1800.72798,2642.979653,2767.002164,nan,2763.681664,-0.387564333,0.222376895,-1.742826448,0.081363935,0.315777686
XM_038057514.1,3054.189233,3217.413423,3260.243479,1800.72798,2642.979653,2767.002164,nan,2763.681664,-0.387564333,0.222376895,-1.742826448,0.081363935,0.315777686
XM_038057515.1,3054.189233,3217.413423,3260.243479,1800.72798,2642.979653,2767.002164,nan,2763.681664,-0.387564333,0.222376895,-1.742826448,0.081363935,0.315777686
XM_038057516.1,3054.189233,3217.413423,3260.243479,1800.72798,2642.979653,2767.002164,nan,2763.681664,-0.387564333,0.222376895,-1.742826448,0.081363935,0.315777686
XM_038057517.1,3169.441657,3265.637932,3364.135912,1855.168593,2777.605756,2833.716445,nan,2850.169812,-0.377261853,0.222558926,-1.695109966,0.090054562,0.336068476
XM_038057518.1,3096.83263,3234.187165,3311.69497,1813.291198,2714.062236,2786.688345,nan,2799.161185,-0.383972356,0.223942064,-1.714605774,0.086417529,0.327333982
XM_038057519.1,749.1407553,846.0256216,884.5698545,992.4942587,982.2320472,714.1709142,nan,853.353428,0.129186695,0.249452606,0.517880717,0.604541496,0.839224383
XM_038057520.1,5210.562084,5858.229459,6272.134572,5971.71651,6679.608725,6732.67404,nan,6067.33588,0.174901334,0.1618655,1.080534974,0.279904021,0.612991
XM_038057521.1,5210.562084,5858.229459,6272.134572,5971.71651,6679.608725,6732.67404,nan,6067.33588,0.174901334,0.1618655,1.080534974,0.279904021,0.612991
XM_038057522.1,5210.562084,5858.229459,6272.134572,5971.71651,6679.608725,6732.67404,nan,6067.33588,0.174901334,0.1618655,1.080534974,0.279904021,0.612991
