Gene,Ant_MF1,Ant_MF2,Ant_MF3,Ant_VF1,Ant_VF2,Ant_VF3,Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
XM_038053510.1,309.805769,263.9402893,373.4704687,380.3329988,251.6061328,296.8355216,nan,311.5983867,-0.011121421,0.244501279,-0.045486146,0.963719817,0.996080705
XM_038053511.1,496.2295893,412.9199192,556.9006546,623.5156132,439.2623735,475.9262864,nan,499.1313223,0.086905201,0.213398719,0.407243311,0.683829294,0.950794907
XM_038053512.1,783.5204041,787.128596,1121.237668,1115.643463,988.6024301,999.3462562,nan,963.2215717,0.220425196,0.189509508,1.163135289,0.244774616,0.766425208
XM_038053513.1,9361.717932,6861.274453,6852.191585,6812.570776,6970.538238,6070.286417,nan,7118.291045,-0.198670746,0.154526426,-1.285674892,0.198556548,0.713764117
XM_038053514.1,9114.053436,6719.333231,6738.167416,6689.250682,6723.12554,5912.963591,nan,6947.14063,-0.205787576,0.152963938,-1.345333928,0.178517422,0.688234129
XM_038053515.1,143.1951083,177.1332608,115.6766938,208.6068872,175.0759341,184.0380234,nan,166.7963942,0.398831798,0.272161894,1.465421156,0.142806049,0.632396011
XM_038053516.1,800.6317692,736.6866741,695.7126872,690.3620191,495.8737534,648.0908889,nan,674.9167444,-0.266799497,0.184389145,-1.446937109,0.147914538,0.641630555
XM_038053517.1,761.9060481,702.6677034,651.9207959,677.6842524,457.0844746,614.4495298,nan,641.4271493,-0.257458313,0.195524002,-1.316760655,0.187918865,0.703806889
XM_038053518.1,763.7072444,702.6677034,651.9207959,677.6842524,457.0844746,614.4495298,nan,641.7532066,-0.258805271,0.195643831,-1.322838906,0.185888956,0.699855981
XM_038053519.1,4344.485551,4695.791013,4912.128177,5491.777998,5228.165768,5165.927528,nan,4956.497003,0.20313493,0.121923145,1.666089985,0.095695493,0.535070747
XM_038053520.1,4344.485551,4695.791013,4912.128177,5491.777998,5228.165768,5165.927528,nan,4956.497003,0.20313493,0.121923145,1.666089985,0.095695493,0.535070747
XM_038053521.1,4344.485551,4695.791013,4912.128177,5491.777998,5228.165768,5165.927528,nan,4956.497003,0.20313493,0.121923145,1.666089985,0.095695493,0.535070747
XM_038053522.1,4344.485551,4695.791013,4912.128177,5491.777998,5228.165768,5165.927528,nan,4956.497003,0.20313493,0.121923145,1.666089985,0.095695493,0.535070747
XM_038053523.1,4344.485551,4695.791013,4912.128177,5491.777998,5228.165768,5165.927528,nan,4956.497003,0.20313493,0.121923145,1.666089985,0.095695493,0.535070747
XM_038053524.1,4344.485551,4695.791013,4912.128177,5491.777998,5228.165768,5165.927528,nan,4956.497003,0.20313493,0.121923145,1.666089985,0.095695493,0.535070747
XM_038053525.1,4344.485551,4695.791013,4912.128177,5491.777998,5228.165768,5165.927528,nan,4956.497003,0.20313493,0.121923145,1.666089985,0.095695493,0.535070747
XM_038053526.1,4344.485551,4695.791013,4912.128177,5491.777998,5228.165768,5165.927528,nan,4956.497003,0.20313493,0.121923145,1.666089985,0.095695493,0.535070747
XM_038053527.1,4344.485551,4695.791013,4912.128177,5491.777998,5228.165768,5165.927528,nan,4956.497003,0.20313493,0.121923145,1.666089985,0.095695493,0.535070747
XM_038053528.1,4344.485551,4695.791013,4912.128177,5491.777998,5228.165768,5165.927528,nan,4956.497003,0.20313493,0.121923145,1.666089985,0.095695493,0.535070747
XM_038053529.1,4344.485551,4695.791013,4912.128177,5491.777998,5228.165768,5165.927528,nan,4956.497003,0.20313493,0.121923145,1.666089985,0.095695493,0.535070747
XM_038053530.1,715.9755417,588.8801121,614.7390015,878.22347,625.8702554,632.2596611,nan,673.509162,0.171852691,0.195901445,0.877240549,0.380355996,0.854675795
XM_038053531.1,4344.485551,4695.791013,4912.128177,5491.777998,5228.165768,5165.927528,nan,4956.497003,0.20313493,0.121923145,1.666089985,0.095695493,0.535070747
XM_038053532.1,4344.485551,4695.791013,4912.128177,5491.777998,5228.165768,5165.927528,nan,4956.497003,0.20313493,0.121923145,1.666089985,0.095695493,0.535070747
XM_038053533.1,3461.899349,3803.086301,3958.621715,4535.18288,4505.846495,4170.539079,nan,4059.436025,0.250936242,0.126231424,1.98790629,0.046822055,0.379229669
XM_038053534.1,272.8812442,375.3817447,358.5977509,379.1804746,380.5542759,378.960016,nan,356.5638234,0.192674689,0.207731634,0.927517323,0.353658002,0.84644672
XM_038053535.1,272.8812442,375.3817447,358.5977509,379.1804746,380.5542759,378.960016,nan,356.5638234,0.192674689,0.207731634,0.927517323,0.353658002,0.84644672
XM_038053536.1,269.2788515,371.8625409,358.5977509,379.1804746,380.5542759,378.960016,nan,355.4152076,0.20267269,0.20939322,0.967904741,0.333091946,0.835663766
XM_038053537.1,1399.529549,1664.583424,1575.681822,1741.464125,1754.952776,1794.865454,nan,1649.82269,0.204791903,0.138090504,1.483026684,0.138067321,0.621384148
XM_038053538.1,715.9755417,588.8801121,614.7390015,878.22347,625.8702554,632.2596611,nan,673.509162,0.171852691,0.195901445,0.877240549,0.380355996,0.854675795
XM_038053539.1,30330.34502,34069.41254,35682.955,28703.61617,30212.65476,33722.49416,nan,31996.25019,-0.09603772,0.130382549,-0.736584158,0.461375272,0.885920835
XM_038053540.1,7103.91833,23504.76256,22149.60808,13868.32417,16120.6146,18920.29615,nan,16904.29587,-0.098306146,0.526948397,-0.186557445,0.852007635,0.976889185
XM_038053541.1,7103.91833,23504.76256,22149.60808,13868.32417,16120.6146,18920.29615,nan,16904.29587,-0.098306146,0.526948397,-0.186557445,0.852007635,0.976889185
XM_038053542.1,7103.91833,23504.76256,22149.60808,13868.32417,16120.6146,18920.29615,nan,16904.29587,-0.098306146,0.526948397,-0.186557445,0.852007635,0.976889185
XM_038053543.1,7103.91833,23504.76256,22149.60808,13868.32417,16120.6146,18920.29615,nan,16904.29587,-0.098306146,0.526948397,-0.186557445,0.852007635,0.976889185
XM_038053544.1,7103.91833,23504.76256,22149.60808,13868.32417,16120.6146,18920.29615,nan,16904.29587,-0.098306146,0.526948397,-0.186557445,0.852007635,0.976889185
XM_038053545.1,715.9755417,588.8801121,617.2177878,879.3759942,625.8702554,636.217468,nan,674.6784945,0.173711837,0.19546314,0.888719157,0.374154033,0.854623611
XM_038053546.1,7097.614143,23489.51268,22119.03638,13854.49388,16057.71307,18872.80247,nan,16875.00354,-0.100537596,0.526787276,-0.190850464,0.848642751,0.976889185
XM_038053547.1,7103.91833,23504.76256,22149.60808,13868.32417,16120.6146,18920.29615,nan,16904.29587,-0.098306146,0.526948397,-0.186557445,0.852007635,0.976889185
XM_038053548.1,7103.91833,23504.76256,22149.60808,13868.32417,16119.56624,18920.29615,nan,16904.12976,-0.098335499,0.526948995,-0.186612936,0.851964123,0.976889185
XM_038053549.1,7103.91833,23504.76256,22149.60808,13868.32417,16120.6146,18920.29615,nan,16904.29587,-0.098306146,0.526948397,-0.186557445,0.852007635,0.976889185
XM_038053550.1,7103.91833,23504.76256,22149.60808,13868.32417,16120.6146,18920.29615,nan,16904.29587,-0.098306146,0.526948397,-0.186557445,0.852007635,0.976889185
XM_038053551.1,7097.614143,23489.51268,22119.03638,13854.49388,16057.71307,18872.80247,nan,16875.00354,-0.100537596,0.526787276,-0.190850464,0.848642751,0.976889185
XM_038053552.1,7097.614143,23489.51268,22119.03638,13854.49388,16057.71307,18872.80247,nan,16875.00354,-0.100537596,0.526787276,-0.190850464,0.848642751,0.976889185
XM_038053553.1,906.9023528,764.8403049,839.4822924,807.9194914,987.5540713,824.2132984,nan,851.5817623,0.077804896,0.161914069,0.48053203,0.630849134,0.94256681
XM_038053554.1,750.198272,426.9967346,568.468324,623.5156132,778.9306528,562.9980394,nan,615.7027501,0.189927867,0.231193018,0.821512124,0.411354621,0.867345429
XM_038053555.1,12589.46176,8267.782928,9178.119393,13998.55941,12415.7143,11081.85947,nan,11211.70623,0.338890423,0.17354932,1.952703837,0.050854699,0.393690394
XM_038053556.1,12589.46176,8267.782928,9178.119393,13998.55941,12415.7143,11081.85947,nan,11211.70623,0.338890423,0.17354932,1.952703837,0.050854699,0.393690394
XM_038053557.1,200.8333909,145.4604261,161.9473714,170.5735874,159.3505508,265.173066,nan,183.1266835,0.246119604,0.293047933,0.839861252,0.400986185,0.861911646
XM_038053558.1,1363.505623,1657.545017,1660.786819,1498.281511,1441.493469,1447.567894,nan,1506.082909,-0.078791924,0.147247246,-0.535099477,0.592581071,0.932648926
XM_038053559.1,564.6750498,713.225315,579.2097313,686.9044464,614.3383076,591.6921398,nan,622.71055,0.043945388,0.178021361,0.246854578,0.80502077,0.968000168
XM_038053560.1,1643.591652,1794.793967,1850.000839,1711.498495,1678.422578,1598.95401,nan,1706.216945,-0.068727163,0.133042387,-0.516580955,0.605448713,0.936720995
XM_038053561.1,4030.176791,3907.489349,4284.168982,4733.417049,4077.06771,4640.528655,nan,4263.884074,0.154852593,0.128318652,1.206781638,0.227516249,0.750483178
XM_038053562.1,1766.973601,1121.452962,1155.114414,1305.809963,1048.358887,1154.690179,nan,1252.146148,-0.184820123,0.200453157,-0.922011536,0.356522559,0.84644672
XM_038053563.1,75.65024591,90.32623233,113.1979075,84.13426944,69.19168652,119.7236604,nan,91.71478144,-0.016287809,0.365725686,-0.044535588,0.964477485,0.996080705
XM_038053564.1,74.74964775,89.15316438,112.3716454,84.13426944,67.09496875,119.7236604,nan,90.8873691,-0.011269358,0.370068968,-0.030452049,0.975706535,0.997841786
XM_038053565.1,3592.486083,3614.222361,3673.561291,3599.333198,3564.420215,3005.954382,nan,3493.783583,-0.081241507,0.130345849,-0.62327652,0.533102825,0.920501968
XM_038053566.1,3592.486083,3614.222361,3673.561291,3599.333198,3564.420215,3005.954382,nan,3493.783583,-0.081241507,0.130345849,-0.62327652,0.533102825,0.920501968
XM_038053567.1,3592.486083,3614.222361,3673.561291,3599.333198,3564.420215,3005.954382,nan,3493.783583,-0.081241507,0.130345849,-0.62327652,0.533102825,0.920501968
XM_038053568.1,2349.660614,2222.96377,2273.047034,2343.081778,2533.883429,1818.612296,nan,2247.568586,-0.015618085,0.156338314,-0.099899283,0.920424286,0.987011757
XM_038053569.1,846.5622757,1183.625564,1133.6316,700.7347372,887.959977,810.3609741,nan,923.4213901,-0.385474419,0.187694,-2.053738627,0.040000996,0.347433249
XM_038053570.1,846.5622757,1183.625564,1133.6316,700.7347372,887.959977,810.3609741,nan,923.4213901,-0.385474419,0.187694,-2.053738627,0.040000996,0.347433249
XM_038053571.1,846.5622757,1183.625564,1133.6316,700.7347372,887.959977,810.3609741,nan,923.4213901,-0.385474419,0.187694,-2.053738627,0.040000996,0.347433249
XM_038053572.1,355.7362754,410.5737833,389.1694485,540.533868,369.0223281,340.3713981,nan,399.7081558,0.129440594,0.230288632,0.562079825,0.574061634,0.92934189
XM_038053573.1,6188.009996,9452.58156,9663.961507,8290.10685,8912.098896,8737.848305,nan,8514.332554,0.049602664,0.179228138,0.276757126,0.781966604,0.963769941
XM_038053574.1,7629.867659,8021.438658,7320.682195,6620.099228,6910.781781,6528.402573,nan,7140.267863,-0.179208721,0.112639626,-1.590991801,0.111611421,0.567079814
XM_038053575.1,7871.227967,8238.456229,7495.023498,6736.504176,7160.291196,6705.514434,nan,7335.190871,-0.179759388,0.113370607,-1.585590766,0.112832172,0.568536332
XM_038053576.1,7871.227967,8238.456229,7495.023498,6736.504176,7160.291196,6706.503885,nan,7335.357949,-0.179689308,0.113363878,-1.585066702,0.11295118,0.568536332
XM_038053577.1,7629.867659,8021.438658,7320.682195,6620.099228,6910.781781,6528.402573,nan,7140.267863,-0.179208721,0.112639626,-1.590991801,0.111611421,0.567079814
XM_038053578.1,7871.227967,8238.456229,7495.023498,6736.504176,7160.291196,6705.514434,nan,7335.190871,-0.179759388,0.113370607,-1.585590766,0.112832172,0.568536332
XM_038053579.1,7871.227967,8238.456229,7495.023498,6736.504176,7160.291196,6705.514434,nan,7335.190871,-0.179759388,0.113370607,-1.585590766,0.112832172,0.568536332
XM_038053580.1,7871.227967,8238.456229,7495.023498,6736.504176,7160.291196,6706.503885,nan,7335.357949,-0.179689308,0.113363878,-1.585066702,0.11295118,0.568536332
XM_038053581.1,3576.275316,2712.133106,2931.577927,2914.7338,3237.332242,3003.975479,nan,3048.879917,0.007421129,0.144335254,0.051415915,0.958994103,0.995458608
XM_038053582.1,3576.275316,2712.133106,2931.577927,2914.7338,3237.332242,3003.975479,nan,3048.879917,0.007421129,0.144335254,0.051415915,0.958994103,0.995458608
XM_038053583.1,258.4716735,283.8824445,271.0139684,265.0805749,264.1864394,294.8566182,nan,271.8063894,0.035543754,0.204148863,0.17410704,0.86178134,0.978242416
XM_038053584.1,2591.921521,1574.257192,1712.015069,2159.830424,1915.351686,1899.747338,nan,1966.137413,0.042975314,0.193592092,0.221988997,0.824322449,0.972712165
XM_038053585.1,2354.163605,1368.9703,1409.603141,1936.240721,1689.954525,1624.679755,nan,1722.193865,0.052720855,0.210517437,0.250434622,0.802251258,0.967581615
XM_038053586.1,4073.405503,4321.582336,3618.201731,4424.540553,4612.779101,4366.450523,nan,4220.015001,0.174810372,0.125051472,1.397907352,0.162140891,0.663515912
XM_038053587.1,2584.716735,2157.271964,2289.572276,2512.502841,2227.762634,2235.171478,nan,2324.972062,0.005914356,0.136939561,0.043189536,0.965550446,0.996195539
XM_038053588.1,46.83110461,59.82646557,57.01208482,36.88077564,105.8842476,78.16668736,nan,63.9360635,0.443839454,0.46319142,0.958220371,0.337951647,0.838621401
XM_038053589.1,6852.651442,5799.647956,4998.885698,6886.332327,5409.531855,5311.376934,nan,5850.95159,0.014921998,0.163724714,0.091140782,0.927380728,0.988847591
XM_038053590.1,2102.896717,1012.357643,1039.43772,1708.040922,1449.88034,1356.538334,nan,1437.481787,0.141485487,0.254419743,0.556110485,0.578135328,0.930134217
XM_038053591.1,7568.626984,4834.213032,6683.634117,9426.49575,6047.982417,6354.259066,nan,6794.791567,0.212162025,0.208147574,1.01928656,0.308066943,0.825054859
XM_038053592.1,5879.104825,3358.493547,4700.60508,6395.357001,4088.599658,4498.047605,nan,4800.750886,0.123459375,0.219726591,0.561877259,0.574199648,0.92934189
XM_038053593.1,16562.90086,10319.47878,14914.85715,17690.09454,13301.57755,12939.06039,nan,14231.55531,0.089976233,0.192994588,0.466211169,0.641064355,0.942882695
XM_038053594.1,108.972378,188.8639403,93.36761716,18.44038782,106.9326064,41.55697303,nan,92.35896691,-1.214564354,0.550628442,-2.205778455,0.027399516,0.287688448
XM_038053595.1,39.62631929,50.44192195,24.78786296,6.915145433,50.32122656,12.8628726,nan,30.61401384,-0.702346248,0.740835765,-0.948045817,0.34310613,0.839890888
XM_038053596.1,664.6414462,756.6288292,637.0480782,757.2084249,651.0308686,618.4073367,nan,678.1898791,-0.006590629,0.171270998,-0.038480707,0.969304414,0.996195539
XM_038053597.1,1139.256679,1496.834707,1419.518286,1551.297625,1630.198069,1386.221886,nan,1432.510332,0.186181651,0.163048919,1.141876024,0.253505556,0.773795347
XM_038053598.1,664.6414462,756.6288292,637.0480782,757.2084249,651.0308686,618.4073367,nan,678.1898791,-0.006590629,0.171270998,-0.038480707,0.969304414,0.996195539
XM_038053599.1,664.6414462,756.6288292,637.0480782,757.2084249,651.0308686,618.4073367,nan,678.1898791,-0.006590629,0.171270998,-0.038480707,0.969304414,0.996195539
XM_038053600.1,664.6414462,756.6288292,637.0480782,757.2084249,651.0308686,618.4073367,nan,678.1898791,-0.006590629,0.171270998,-0.038480707,0.969304414,0.996195539
XM_038053601.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038053602.1,5024.437166,5523.976987,5907.774006,5224.392375,6620.386369,5727.936116,nan,5650.574443,0.109666869,0.14194793,0.772585195,0.439767909,0.882469842
XM_038053603.1,5024.437166,5523.976987,5907.774006,5224.392375,6620.386369,5727.936116,nan,5650.574443,0.109666869,0.14194793,0.772585195,0.439767909,0.882469842
XM_038053604.1,5024.437166,5523.976987,5907.774006,5224.392375,6620.386369,5727.936116,nan,5650.574443,0.109666869,0.14194793,0.772585195,0.439767909,0.882469842
XM_038053605.1,639.4246976,586.5339762,628.7854572,618.9055163,729.6577851,652.0486959,nan,640.1459099,0.125523246,0.160499931,0.782076639,0.434169535,0.880112261
XM_038053606.1,1139.256679,1496.834707,1419.518286,1551.297625,1630.198069,1386.221886,nan,1432.510332,0.186181651,0.163048919,1.141876024,0.253505556,0.773795347
XM_038053607.1,639.4246976,586.5339762,628.7854572,618.9055163,729.6577851,652.0486959,nan,640.1459099,0.125523246,0.160499931,0.782076639,0.434169535,0.880112261
XM_038053608.1,626.8163233,586.5339762,627.132933,614.2954193,708.6906074,648.0908889,nan,632.8612907,0.11461945,0.158417216,0.723529003,0.469354942,0.891698241
XM_038053609.1,626.8163233,586.5339762,627.132933,614.2954193,717.0774785,648.0908889,nan,634.1901382,0.120436876,0.159388282,0.755619384,0.449877431,0.884510138
XM_038053610.1,172.9148478,235.7866584,213.1756215,212.0644599,200.2365474,193.9325408,nan,203.9453653,-0.022220576,0.24202363,-0.091811597,0.92684773,0.988610918
XM_038053611.1,626.8163233,586.5339762,625.4804088,614.2954193,708.6906074,648.0908889,nan,632.5279479,0.116201598,0.158323776,0.733949131,0.462979742,0.887314693
XM_038053612.1,626.8163233,586.5339762,627.132933,614.2954193,708.6906074,648.0908889,nan,632.8612907,0.11461945,0.158417216,0.723529003,0.469354942,0.891698241
XM_038053613.1,589.8917985,540.784326,614.7390015,600.4651284,694.013583,630.2807576,nan,609.3696556,0.156068312,0.163759389,0.953034283,0.340572701,0.838621401
XM_038053614.1,2346.058221,2029.407558,2464.739841,1787.565094,2434.289335,2199.551215,nan,2200.794059,-0.075286635,0.160657264,-0.468616435,0.639343827,0.942882695
XM_038053615.1,2346.058221,2029.407558,2464.739841,1787.565094,2434.289335,2199.551215,nan,2200.794059,-0.075286635,0.160657264,-0.468616435,0.639343827,0.942882695
XM_038053616.1,1199.596757,1429.969834,1593.033326,1211.302975,1323.028915,1234.83577,nan,1326.966399,-0.149333534,0.159960957,-0.933562393,0.350529672,0.845046557
XM_038053617.1,797.9299747,757.8018972,894.841853,733.0054159,950.8615102,856.8652058,nan,828.7784057,0.06742778,0.16931846,0.398230528,0.690460265,0.95202173
XM_038053618.1,0,1.173067952,0,0,0,0,nan,0.165500444,-0.945339403,4.080472857,-0.231673984,0.81679124,NA
XM_038053619.1,180.1196331,232.2674546,166.0786819,298.5037779,308.2175127,275.0675834,nan,242.6518569,0.626030104,0.232612673,2.691298357,0.007117451,0.121812437
XM_038053620.1,8856.482361,6137.491527,7004.223811,7423.408622,7057.552025,7006.307762,nan,7214.430639,-0.015698219,0.152735257,-0.102780585,0.918137114,0.986270406
XM_038053621.1,8219.759458,4694.617945,5359.135973,6350.408556,6130.802769,5663.621753,nan,6039.799907,0.009143981,0.193538761,0.047246253,0.962316964,0.996077353
XM_038053622.1,4093.218663,2951.438968,2947.276906,4120.274154,3209.026552,3160.308854,nan,3398.687435,0.089129811,0.176657749,0.504533834,0.613886293,0.938380946
XM_038053623.1,4093.218663,2951.438968,2947.276906,4120.274154,3209.026552,3158.32995,nan,3398.35328,0.088854615,0.176703857,0.502844794,0.615073397,0.938447718
XM_038053624.1,3663.633338,2178.387187,2416.816639,4369.219389,2933.308165,3188.013502,nan,3113.065635,0.365028602,0.215835467,1.691235488,0.090791836,0.521155814
XM_038053625.1,233.2549249,225.2290468,242.921057,336.5370777,220.1553662,255.2785486,nan,251.3805173,0.229203806,0.24216438,0.946480262,0.343903685,0.840366559
XM_038053626.1,366.5434534,546.6496658,608.1289047,546.2964892,521.0343667,498.6836763,nan,513.1623926,0.05508624,0.22207324,0.248054383,0.80409233,0.967720574
XM_038053627.1,30184.44812,22033.73535,24121.89571,29412.41858,26504.60937,24107.99162,nan,25950.27526,0.086126424,0.151324506,0.569150541,0.569253982,0.928678709
XM_038053628.1,30238.48401,22112.3309,24151.64115,29458.51955,26532.91506,24168.34817,nan,25999.54454,0.085501448,0.151048568,0.566052689,0.571357963,0.928678709
XM_038053629.1,30238.48401,22112.3309,24151.64115,29458.51955,26532.91506,24168.34817,nan,25999.54454,0.085501448,0.151048568,0.566052689,0.571357963,0.928678709
XM_038053630.1,32170.26707,27868.57534,31627.66062,31836.17705,31183.43508,33997.56174,nan,31326.67633,0.098572014,0.118750384,0.830077426,0.406495009,0.863574221
XM_038053631.1,3279.077921,2047.003577,1849.174577,2354.60702,2460.498307,2409.314984,nan,2387.521491,0.029528014,0.201775704,0.146340779,0.883652375,0.981259214
XM_038053632.1,602.5001728,523.1883067,513.9350254,534.7712468,603.8547187,550.1351668,nan,552.4612985,0.059483031,0.167675833,0.354750177,0.722776756,0.956864218
XM_038053633.1,610.6055563,523.1883067,513.9350254,534.7712468,603.8547187,551.1246185,nan,553.932605,0.053393018,0.16889138,0.316138206,0.751897608,0.961136226
XM_038053634.1,617.8103416,523.1883067,521.3713843,534.7712468,612.2415898,561.0191359,nan,559.2401279,0.056458291,0.169604088,0.332882843,0.739222721,0.960631173
XM_038053635.1,602.5001728,523.1883067,513.9350254,534.7712468,603.8547187,550.1351668,nan,552.4612985,0.059483031,0.167675833,0.354750177,0.722776756,0.956864218
XM_038053636.1,602.5001728,523.1883067,513.9350254,534.7712468,603.8547187,550.1351668,nan,552.4612985,0.059483031,0.167675833,0.354750177,0.722776756,0.956864218
XM_038053637.1,610.6055563,523.1883067,513.9350254,534.7712468,603.8547187,554.0929737,nan,554.4338376,0.055953805,0.168741458,0.331594891,0.740195178,0.960831053
XM_038053638.1,3.602392662,0,0,0,3.14507666,0,nan,1.150432311,-0.388760419,3.548309659,-0.109562146,0.912756633,NA
XM_038053639.1,3.602392662,0,0,0,3.14507666,0,nan,1.150432311,-0.388760419,3.548309659,-0.109562146,0.912756633,NA
XM_038053640.1,3455.595161,2508.019282,2311.881352,3080.69729,2787.58628,2650.741208,nan,2786.493012,0.060854507,0.17135238,0.355142469,0.722482862,0.956816738
XM_038053641.1,3455.595161,2508.019282,2311.881352,3080.69729,2787.58628,2650.741208,nan,2786.493012,0.060854507,0.17135238,0.355142469,0.722482862,0.956816738
XM_038053642.1,3455.595161,2508.019282,2311.881352,3080.69729,2787.58628,2650.741208,nan,2786.493012,0.060854507,0.17135238,0.355142469,0.722482862,0.956816738
XM_038053643.1,578.1840223,797.6862076,637.0480782,762.9710461,712.8840429,684.7006032,nan,693.2907488,0.118111126,0.182251268,0.648067512,0.516941285,0.918400898
XM_038053644.1,821.345527,801.2054114,707.2803566,675.379204,719.1741963,737.1415454,nan,739.9990633,-0.111214674,0.153702591,-0.723570585,0.469329405,0.891698241
XM_038053645.1,7059.78902,4380.235734,3756.187501,5628.928383,4620.117614,4335.777519,nan,4937.617809,-0.038691021,0.215423104,-0.179604787,0.857462846,0.977486058
XM_038053646.1,5375.670451,6659.506765,5845.804349,4877.482579,6192.655944,5679.452981,nan,5748.336535,-0.079181189,0.147171417,-0.538020154,0.590563135,0.931676891
XM_038053647.1,5375.670451,6659.506765,5845.804349,4877.482579,6192.655944,5679.452981,nan,5748.336535,-0.079181189,0.147171417,-0.538020154,0.590563135,0.931676891
XM_038053648.1,3768.102725,2645.268232,2227.602618,2383.420126,2687.992185,2391.504853,nan,2669.107069,-0.192376529,0.188878536,-1.018519802,0.308430995,0.825054859
XM_038053649.1,7974.796756,9052.565388,9027.739691,7961.637442,8079.70194,7964.097045,nan,8310.944451,-0.102566583,0.119730053,-0.856648604,0.391639116,0.857952402
XM_038053650.1,3250.25878,5939.243043,5059.202831,3977.361148,4809.870572,4775.094091,nan,4619.567245,-0.057646708,0.207350305,-0.278016028,0.781000055,0.96344372
XM_038053651.1,3318.70424,6027.223139,5158.354283,4014.241924,4909.464666,4851.281875,nan,4697.227251,-0.060974611,0.206912032,-0.294688569,0.768231796,0.962422415
XM_038053652.1,0,0,0,0,0,0,nan,0,NA,NA,NA,NA,NA
XM_038053653.1,36985.76547,47662.92397,43328.3582,38765.15277,48576.75737,47041.50402,nan,43568.25122,0.085402327,0.148989362,0.573210905,0.566501902,0.928302962
XM_038053654.1,36985.76547,47662.92397,43328.3582,38765.15277,48576.75737,47041.50402,nan,43568.25122,0.085402327,0.148989362,0.573210905,0.566501902,0.928302962
XM_038053655.1,36985.76547,47662.92397,43328.3582,38765.15277,48576.75737,47041.50402,nan,43568.25122,0.085402327,0.148989362,0.573210905,0.566501902,0.928302962
XM_038053656.1,36985.76547,47662.92397,43328.3582,38765.15277,48576.75737,47041.50402,nan,43568.25122,0.085402327,0.148989362,0.573210905,0.566501902,0.928302962
XM_038053657.1,36566.98732,47206.60054,42991.24326,38369.83696,48048.38449,46604.16635,nan,43141.02232,0.084418546,0.149287945,0.565474633,0.571750974,0.928678709
XM_038053658.1,17711.16352,14957.78946,15036.31767,16644.75506,15397.24697,15231.62007,nan,15762.51153,0.004471315,0.123405455,0.03623272,0.971096796,0.996195539
XM_038053659.1,36566.98732,47206.60054,42991.24326,38369.83696,48048.38449,46604.16635,nan,43141.02232,0.084418546,0.149287945,0.565474633,0.571750974,0.928678709
XM_038053660.1,36985.76547,47662.92397,43328.3582,38765.15277,48576.75737,47041.50402,nan,43568.25122,0.085402327,0.148989362,0.573210905,0.566501902,0.928302962
XM_038053661.1,36566.98732,47206.60054,42991.24326,38369.83696,48048.38449,46604.16635,nan,43141.02232,0.084418546,0.149287945,0.565474633,0.571750974,0.928678709
XM_038053662.1,36427.3946,47015.39046,42797.89793,38297.22793,47852.34138,46262.8055,nan,42952.48384,0.083780599,0.148799102,0.563045059,0.573404201,0.929127097
XM_038053663.1,2592.822119,2854.074328,2825.816378,2144.847609,2413.322157,2529.038644,nan,2549.110262,-0.20754135,0.133550103,-1.554033619,0.120176398,0.585025406
XM_038053664.1,2592.822119,2849.382056,2823.337592,2144.847609,2413.322157,2522.112482,nan,2546.613203,-0.207565643,0.133142684,-1.558971449,0.119003138,0.582296198
XM_038053665.1,2592.822119,2854.074328,2825.816378,2144.847609,2413.322157,2529.038644,nan,2549.110262,-0.20754135,0.133550103,-1.554033619,0.120176398,0.585025406
XM_038053666.1,2539.686827,2782.517183,2757.236624,2120.644599,2371.387802,2482.534413,nan,2498.532562,-0.196432119,0.132495433,-1.482557662,0.138191973,0.621384148
XM_038053667.1,2592.822119,2854.074328,2825.816378,2144.847609,2413.322157,2529.038644,nan,2549.110262,-0.20754135,0.133550103,-1.554033619,0.120176398,0.585025406
XM_038053668.1,17711.16352,14957.78946,15036.31767,16644.75506,15397.24697,15231.62007,nan,15762.51153,0.004471315,0.123405455,0.03623272,0.971096796,0.996195539
XM_038053669.1,59841.14571,62765.00079,67676.64973,67385.7872,67319.31755,65343.39283,nan,64821.94078,0.08796053,0.114270621,0.769756297,0.441444468,0.88274613
XM_038053670.1,59841.14571,62765.00079,67677.47599,67385.7872,67319.31755,65343.39283,nan,64821.94078,0.08796053,0.114270621,0.769756297,0.441444468,0.88274613
XM_038053671.1,59841.14571,62765.00079,67676.64973,67385.7872,67319.31755,65343.39283,nan,64821.94078,0.08796053,0.114270621,0.769756297,0.441444468,0.88274613
XM_038053672.1,60705.71995,63427.78418,68516.13202,68145.30067,68117.11866,66575.26024,nan,65678.1855,0.090114487,0.113802861,0.791847288,0.428449725,0.876246548
XM_038053673.1,740.2916921,687.4178201,626.3066709,750.2932795,1079.809653,816.2976845,nan,780.1656554,0.382467805,0.185938949,2.056953682,0.039690681,0.347337043
XM_038053674.1,724.0809252,617.0337429,599.8662837,736.4629886,1051.503963,779.6879702,nan,748.6254384,0.420451201,0.189817084,2.215033503,0.026757765,0.284693064
XM_038053675.1,740.2916921,687.4178201,626.3066709,750.2932795,1079.809653,816.2976845,nan,780.1656554,0.382467805,0.185938949,2.056953682,0.039690681,0.347337043
