Gene,Ant_MF1,Ant_MF2,Ant_MF3,Ant_VF1,Ant_VF2,Ant_VF3,Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
XM_038058471.1,2942.254207,3847.662884,3816.504634,3246.660781,3431.278636,3317.63168,nan,3421.388974,-0.070767529,0.149912962,-0.47205744,0.63688579,0.942882695
XM_038058472.1,36.02392662,50.44192195,42.13936704,4.610096955,59.75645654,63.32491128,nan,42.47488983,0.012907025,0.715609934,0.018036397,0.985609818,0.999568951
XM_038058473.1,5.403588994,18.76908724,10.74140728,0,16.77374219,10.88396913,nan,10.45469067,-0.312731022,1.200338567,-0.260535678,0.794450599,0.966570023
XM_038058474.1,7.204785325,21.11522314,33.05048395,24.20300902,16.77374219,12.8628726,nan,19.13698454,-0.164838699,0.768844065,-0.21439809,0.830236631,0.974427392
XM_038058475.1,792.5263857,600.6107916,666.7935137,653.4812434,654.1759453,711.4158002,nan,676.8374644,-0.012854688,0.171050288,-0.075151511,0.940094163,0.991940825
XM_038058476.1,1080.717799,1071.01104,1111.322523,1302.35239,1277.949483,1048.818843,nan,1144.523384,0.169647271,0.151428356,1.120313755,0.262580082,0.783129257
XM_038058477.1,1499.495946,1673.967968,1402.166782,1500.586559,1597.698943,1381.274627,nan,1502.95937,-0.013898233,0.14385338,-0.09661388,0.923033033,0.987781329
XM_038058478.1,595.2953875,710.8791791,606.4763805,694.972116,603.8547187,607.5233676,nan,634.1241527,0.012624447,0.17092376,0.073860105,0.941121701,0.992579633
XM_038058479.1,131.4873322,57.48032966,99.97771395,175.1836843,90.15886426,76.18778389,nan,104.4487697,0.263829307,0.432545708,0.609945496,0.541897913,0.924135175
XM_038058480.1,1904.76512,2544.384389,2230.081405,2020.374991,1851.401794,2278.707354,nan,2130.224419,-0.103419721,0.162368183,-0.636945727,0.524160196,0.918545455
XM_038058481.1,1904.76512,2544.384389,2230.081405,2020.374991,1851.401794,2278.707354,nan,2130.224419,-0.103419721,0.162368183,-0.636945727,0.524160196,0.918545455
XM_038058482.1,1904.76512,2544.384389,2230.081405,2020.374991,1851.401794,2278.707354,nan,2130.224419,-0.103419721,0.162368183,-0.636945727,0.524160196,0.918545455
XM_038058483.1,1844.425043,1846.408957,1802.9039,1542.077432,2087.282543,1933.388698,nan,1834.833013,0.033893519,0.152465775,0.222302474,0.824078426,0.972712165
XM_038058484.1,5227.071753,3417.146945,3199.286847,1948.918488,1865.030459,1883.916111,nan,2902.216542,-1.036054782,0.186783011,-5.546836293,2.90884859808576e-08,2.75399882803447e-06
XM_038058485.1,5115.397581,3298.667082,3110.876802,1868.241791,1794.790414,1813.665037,nan,2812.856312,-1.053810814,0.188947513,-5.577267445,2.44326087170257e-08,2.33305198002191e-06
XM_038058486.1,5213.562781,3383.127974,3173.672721,1945.460915,1854.546871,1877.9794,nan,2886.969127,-1.032283037,0.188206911,-5.484830661,4.13865673781161e-08,3.77381039998239e-06
XM_038058487.1,595.2953875,710.8791791,606.4763805,694.972116,599.6612832,607.5233676,nan,633.4597289,0.00960993,0.17134093,0.056086599,0.95527282,0.994379384
XM_038058488.1,216.1435597,333.1512985,253.6624643,283.5209628,261.0413628,204.8165099,nan,257.8859122,-0.083115062,0.256437981,-0.324113698,0.745851957,0.961136226
XM_038058489.1,5060.461093,3179.014151,3060.474814,1743.769173,1666.89063,1747.371771,nan,2722.281418,-1.111713462,0.192616285,-5.771648343,7.84998079591722e-09,7.76240989903832e-07
XM_038058490.1,4848.820524,3058.188152,2887.786035,1721.871213,1609.230891,1656.342211,nan,2610.662197,-1.094418312,0.194722652,-5.620395472,1.90520835163015e-08,1.83502080586231e-06
XM_038058491.1,5398.185405,4654.733635,4109.001417,4547.860647,4879.062259,4336.766971,nan,4632.938737,-0.023455779,0.139561395,-0.168067816,0.866529928,0.978503467
XM_038058492.1,3730.277602,3289.282538,3267.866601,4215.933666,3822.316501,3530.363804,nan,3628.687584,0.186680504,0.132890305,1.404771426,0.160089259,0.661261456
XM_038058493.1,3697.856068,3143.822112,3186.066653,4145.629687,3740.544508,3422.513564,nan,3542.736601,0.191067364,0.137877376,1.385777485,0.165814859,0.669184619
XM_038058494.1,202.6345873,367.1702691,237.1372224,325.0118354,294.5888472,286.9410042,nan,284.7829655,0.183868109,0.26439381,0.695432732,0.486784154,0.904318151
XM_038058495.1,5115.397581,4004.853989,3441.381641,4565.14851,5690.492037,5369.754586,nan,4678.043441,0.333021003,0.167782633,1.984835951,0.047162726,0.380872949
XM_038058496.1,6383.439798,5184.960349,4299.867962,5772.993912,6548.049606,6379.984812,nan,5737.049134,0.255239652,0.15884105,1.606887212,0.108079112,0.55890479
XM_038058497.1,5321.634561,4250.025191,3593.413868,4706.908991,5910.647403,5582.48671,nan,4873.612377,0.317336107,0.167309685,1.896698969,0.05786768,0.42633084
XM_038058498.1,553.8678719,530.2267144,553.5956062,677.6842524,492.7286767,438.3271203,nan,539.1259931,-0.008666183,0.207033967,-0.041858748,0.966611302,0.996195539
XM_038058499.1,1451.764243,1696.256259,1543.457601,1824.44587,1550.522793,1568.281006,nan,1600.035729,0.091785349,0.147115313,0.623900716,0.53269279,0.920501968
XM_038058500.1,4.502990828,7.038407714,0,0,0,0,nan,1.973646194,-4.421298407,2.843717792,-1.554759906,0.120003261,NA
XM_038058501.1,2.701794497,0,0,5.762621194,4.193435547,1.978903478,nan,2.493742308,2.029984931,2.083918555,0.97411913,0.329997392,0.835323994
XM_038058502.1,25.21674864,26.9805629,18.17776617,5.762621194,5.241794433,37.59916607,nan,19.72986588,-0.496217846,0.86710529,-0.572269425,0.56713946,0.928319456
XM_038058503.1,1318.475714,933.76209,1669.04944,933.5446335,873.2829526,1482.198705,nan,1196.855806,-0.237728735,0.250651486,-0.94844335,0.3429038,0.83963525
XM_038058504.1,5129.807151,4935.096875,4456.857761,4459.11628,5493.400566,4822.587775,nan,4861.854081,0.041533854,0.133138846,0.311958947,0.755071723,0.961136226
XM_038058505.1,5129.807151,4935.096875,4456.857761,4459.11628,5493.400566,4822.587775,nan,4861.854081,0.041533854,0.133138846,0.311958947,0.755071723,0.961136226
XM_038058506.1,5129.807151,4935.096875,4456.857761,4459.11628,5493.400566,4822.587775,nan,4861.854081,0.041533854,0.133138846,0.311958947,0.755071723,0.961136226
XM_038058507.1,3500.62507,2459.923496,2461.434792,2798.328852,3489.986734,3052.458614,nan,2946.870453,0.167324049,0.172371091,0.970719902,0.331687779,0.835663766
XM_038058508.1,3500.62507,2459.923496,2461.434792,2798.328852,3489.986734,3052.458614,nan,2946.870453,0.167324049,0.172371091,0.970719902,0.331687779,0.835663766
XM_038058509.1,4069.80311,5813.724772,6132.517297,3482.92825,4169.323292,4840.397906,nan,4733.120619,-0.344680581,0.189781039,-1.816201362,0.069339489,0.45797801
XM_038058510.1,4069.80311,5813.724772,6132.517297,3482.92825,4169.323292,4840.397906,nan,4733.120619,-0.344680581,0.189781039,-1.816201362,0.069339489,0.45797801
XM_038058511.1,1170.777615,1175.414088,1135.284124,1287.369575,1470.847518,1320.918071,nan,1255.396463,0.244951621,0.136279269,1.797423938,0.072268343,0.466327834
XM_038058512.1,314.3087598,209.9791635,309.848287,229.3523235,327.0879726,289.9093595,nan,278.7819642,0.036807954,0.251658997,0.146261228,0.883715172,0.981259214
XM_038058513.1,1172.578812,1175.414088,1135.284124,1287.369575,1470.847518,1320.918071,nan,1255.72252,0.244132468,0.136266561,1.791580167,0.073200242,0.468401552
XM_038058514.1,1170.777615,1175.414088,1135.284124,1287.369575,1470.847518,1320.918071,nan,1255.396463,0.244951621,0.136279269,1.797423938,0.072268343,0.466327834
XM_038058515.1,1172.578812,1175.414088,1135.284124,1287.369575,1470.847518,1320.918071,nan,1255.72252,0.244132468,0.136266561,1.791580167,0.073200242,0.468401552
XM_038058516.1,1859.735212,2184.252527,2106.968352,2066.47596,2019.139216,1926.462535,nan,2019.448082,-0.017511937,0.13565283,-0.129093783,0.897283441,0.982064722
XM_038058517.1,1884.051362,2206.540818,2129.277429,2066.47596,2030.671164,1937.346505,nan,2034.665174,-0.028095098,0.134941815,-0.208201572,0.835071581,0.974941201
XM_038058518.1,1884.051362,2206.540818,2129.277429,2066.47596,2030.671164,1937.346505,nan,2034.665174,-0.028095098,0.134941815,-0.208201572,0.835071581,0.974941201
XM_038058519.1,1859.735212,2184.252527,2106.968352,2066.47596,2019.139216,1926.462535,nan,2019.448082,-0.017511937,0.13565283,-0.129093783,0.897283441,0.982064722
XM_038058520.1,1884.051362,2206.540818,2129.277429,2066.47596,2030.671164,1937.346505,nan,2034.665174,-0.028095098,0.134941815,-0.208201572,0.835071581,0.974941201
XM_038058521.1,4318.368204,3421.839217,3568.626005,3654.654361,4001.58587,3652.066368,nan,3752.942329,0.017390491,0.136776776,0.127145055,0.898825592,0.982064722
XM_038058522.1,3436.6826,2346.135905,2521.751926,2673.856234,3123.061123,2694.277085,nan,2786.169615,0.049990024,0.169075827,0.295666299,0.767484937,0.962422415
XM_038058523.1,689.8581949,1063.972633,899.7994256,895.5113336,1024.246632,929.0951827,nan,914.1348992,0.116817244,0.191941073,0.608609938,0.542783016,0.924135175
XM_038058524.1,689.8581949,1063.972633,899.7994256,895.5113336,1024.246632,929.0951827,nan,914.1348992,0.116817244,0.191941073,0.608609938,0.542783016,0.924135175
XM_038058525.1,1516.607311,2156.098896,2021.037094,1671.160146,1812.612515,1907.662952,nan,1841.102853,-0.063981992,0.170172327,-0.375983527,0.706929142,0.952713435
XM_038058526.1,688.9575967,1061.626497,898.9731635,895.5113336,1024.246632,928.105731,nan,913.3071208,0.118485444,0.191919435,0.61737074,0.536990217,0.922783703
XM_038058527.1,397.163791,470.4002489,377.6017791,549.7540619,470.7131401,476.9157381,nan,455.6650155,0.283605608,0.187882106,1.50948706,0.13117436,0.607409332
XM_038058528.1,393.5613984,470.4002489,377.6017791,549.7540619,468.6164223,475.9262864,nan,454.6766402,0.2841641,0.188688911,1.505992578,0.132069079,0.607610615
XM_038058529.1,393.5613984,470.4002489,368.5128961,549.7540619,468.6164223,474.9368346,nan,453.0095203,0.293783648,0.190713231,1.540447122,0.123451403,0.59144493
XM_038058530.1,688.9575967,1061.626497,898.9731635,895.5113336,1024.246632,928.105731,nan,913.3071208,0.118485444,0.191919435,0.61737074,0.536990217,0.922783703
XM_038058531.1,689.8581949,1063.972633,899.7994256,895.5113336,1024.246632,929.0951827,nan,914.1348992,0.116817244,0.191941073,0.608609938,0.542783016,0.924135175
XM_038058532.1,688.9575967,1061.626497,898.9731635,895.5113336,1024.246632,928.105731,nan,913.3071208,0.118485444,0.191919435,0.61737074,0.536990217,0.922783703
XM_038058533.1,689.8581949,1063.972633,899.7994256,895.5113336,1024.246632,929.0951827,nan,914.1348992,0.116817244,0.191941073,0.608609938,0.542783016,0.924135175
XM_038058534.1,17854.35863,17633.55746,18287.65903,21503.79725,20159.94139,18770.88894,nan,18967.92433,0.184843436,0.115350386,1.602451814,0.109055735,0.560830367
XM_038058535.1,1516.607311,2156.098896,2021.037094,1671.160146,1812.612515,1907.662952,nan,1841.102853,-0.063981992,0.170172327,-0.375983527,0.706929142,0.952713435
XM_038058536.1,20481.40348,20303.46012,23624.48593,23010.14643,21744.01167,22262.66412,nan,21826.35171,0.073146725,0.122597331,0.596642062,0.550746382,0.926690321
XM_038058537.1,21017.25939,21011.99316,24426.78643,23767.35485,22543.9095,23318.40913,nan,22600.99699,0.083098318,0.123035365,0.675401888,0.499420466,0.907805614
XM_038058538.1,21016.35879,21011.99316,24426.78643,23767.35485,22543.9095,23318.40913,nan,22600.83396,0.083119749,0.123040062,0.675550289,0.499326212,0.907805614
XM_038058539.1,20421.06341,20208.44161,23545.99103,22990.55352,21615.06353,22188.45524,nan,21750.70269,0.073581722,0.122957128,0.598433968,0.549550407,0.926690321
XM_038058540.1,20481.40348,20303.46012,23626.96471,23013.604,21744.01167,22262.66412,nan,21827.52244,0.073165379,0.122628666,0.59664173,0.550746604,0.926690321
XM_038058541.1,21016.35879,21011.99316,24426.78643,23767.35485,22543.9095,23318.40913,nan,22600.83396,0.083119749,0.123040062,0.675550289,0.499326212,0.907805614
XM_038058542.1,20444.47896,20236.59525,23585.65161,22996.31614,21681.11014,22218.13879,nan,21782.73243,0.073685295,0.122875691,0.599673492,0.548723858,0.926235645
XM_038058543.1,3075.542736,2870.497279,2581.242797,2670.398661,3359.990232,2925.808792,nan,2901.330507,0.087584429,0.142327637,0.615371903,0.538309142,0.922886839
XM_038058544.1,7729.834055,6987.965792,7297.546857,7346.189498,7333.270412,6901.425878,nan,7235.927344,-0.01207245,0.113483386,-0.106380769,0.91528025,0.98562785
XM_038058545.1,7729.834055,6987.965792,7297.546857,7346.189498,7333.270412,6901.425878,nan,7235.927344,-0.01207245,0.113483386,-0.106380769,0.91528025,0.98562785
XM_038058546.1,7.204785325,5.865339762,1.652524198,6.915145433,4.193435547,3.957806955,nan,4.974036865,0.021515343,1.253178348,0.01716862,0.986302096,0.999568951
XM_038058547.1,25.21674864,58.65339762,57.83834692,31.11815445,54.51466211,58.37765259,nan,47.53157324,0.031971723,0.517548528,0.061775314,0.950741763,0.993788233
XM_038058548.1,1195.994364,1432.31597,1402.993044,1225.133266,1072.471141,1242.751384,nan,1256.969265,-0.171574976,0.154200477,-1.112674742,0.265848147,0.78591221
XM_038058549.1,179.219035,200.5946198,252.8362022,364.1976595,176.124293,202.8376065,nan,228.8023307,0.247445067,0.316526825,0.781750699,0.4343611,0.880143843
XM_038058550.1,248.5650937,299.1323278,357.7714888,501.3480439,263.1380806,299.8038769,nan,327.5637155,0.24790512,0.284019579,0.872845179,0.38274747,0.856715138
XM_038058551.1,248.5650937,299.1323278,357.7714888,501.3480439,263.1380806,299.8038769,nan,327.5637155,0.24790512,0.284019579,0.872845179,0.38274747,0.856715138
XM_038058552.1,179.219035,200.5946198,252.8362022,364.1976595,176.124293,202.8376065,nan,228.8023307,0.247445067,0.316526825,0.781750699,0.4343611,0.880143843
XM_038058553.1,33047.44969,34892.90624,37547.82856,36035.97538,29729.36131,33702.70513,nan,34032.2705,-0.068594741,0.130834411,-0.524286692,0.600079151,0.934300983
XM_038058554.1,34031.80348,36163.33883,38502.16128,37223.07534,30723.20553,34906.86789,nan,35127.35009,-0.063535378,0.130349179,-0.487424455,0.625957567,0.941634354
XM_038058555.1,32140.54733,34111.64299,36771.14218,35210.76802,29101.39434,32778.5572,nan,33228.77722,-0.069434322,0.131195358,-0.529243745,0.596636374,0.933685005
XM_038058556.1,32151.35451,34137.45048,36784.36238,35210.76802,29106.63613,32789.44117,nan,33239.37915,-0.069869651,0.131173571,-0.532650367,0.59427563,0.932897425
XM_038058557.1,34031.80348,36163.33883,38502.16128,37223.07534,30723.20553,34906.86789,nan,35127.35009,-0.063535378,0.130349179,-0.487424455,0.625957567,0.941634354
XM_038058558.1,1195.994364,1432.31597,1402.993044,1225.133266,1072.471141,1242.751384,nan,1256.969265,-0.171574976,0.154200477,-1.112674742,0.265848147,0.78591221
XM_038058559.1,1979.514768,1798.313171,1512.059641,1845.191306,1893.336149,1708.783153,nan,1781.71651,0.059835914,0.147750899,0.404978338,0.685493434,0.950852678
XM_038058560.1,1738.15446,1539.065153,1299.710281,1508.654229,1481.331107,1415.905438,nan,1490.334924,-0.037054038,0.151512213,-0.244561391,0.806796062,0.96857593
XM_038058561.1,266.577057,201.7676878,170.2099924,182.0988297,201.2849062,239.4473208,nan,209.130378,-0.02032275,0.262870643,-0.077310841,0.938376267,0.99161544
XM_038058562.1,1850.72923,1658.718085,1697.142351,1749.531795,1695.19632,1532.660743,nan,1690.291275,-0.047914898,0.134159561,-0.357148592,0.720980569,0.956661567
XM_038058563.1,210.7399708,167.7487172,179.2988754,328.4694081,184.5111641,223.616093,nan,215.1911661,0.419987245,0.280449543,1.497550115,0.134250176,0.612327217
XM_038058564.1,244.0621029,180.6524647,222.2645046,310.0290203,177.1726518,220.6477377,nan,225.0411725,0.148321062,0.278130341,0.533278973,0.593840481,0.932897425
XM_038058565.1,1025.781311,1099.164671,623.0016225,599.3126042,667.8046108,531.3355837,nan,753.1056413,-0.593991441,0.224938039,-2.640689162,0.008273759,0.13666137
XM_038058566.1,1139.256679,1386.56632,1377.378919,1187.099966,1041.020374,1214.057283,nan,1219.529301,-0.165673507,0.158241191,-1.046968279,0.295114209,0.813428646
XM_038058567.1,665.5420444,800.0323435,359.424013,356.1299898,317.6527427,244.3945795,nan,454.0949859,-0.972737151,0.285561884,-3.406397023,0.000658264,0.021349433
XM_038058568.1,419.6787452,489.1693361,215.6544078,246.6401871,164.5923452,160.2911817,nan,280.9595018,-0.956377561,0.319568008,-2.992719979,0.002765033,0.06316142
XM_038058569.1,1313.972724,1295.067019,1299.710281,1145.609093,1302.061737,1201.194411,nan,1254.306353,-0.08310297,0.134717417,-0.616868793,0.537321272,0.922783703
XM_038058570.1,1313.972724,1295.067019,1299.710281,1145.609093,1302.061737,1201.194411,nan,1254.306353,-0.08310297,0.134717417,-0.616868793,0.537321272,0.922783703
XM_038058571.1,1015.874731,964.2618568,1001.429664,887.4436639,1044.165451,939.9791518,nan,971.2168485,-0.038060102,0.145336065,-0.261876513,0.793416648,0.966478347
XM_038058572.1,1027.582507,1340.81667,1320.366834,1940.850818,1702.534832,2120.395076,nan,1572.084637,0.659200857,0.168619543,3.909397724,9.25265188660456e-05,0.004389387
XM_038058573.1,892.4927821,1046.376613,1001.429664,1671.160146,1404.800908,1718.67767,nan,1286.150789,0.722340192,0.15621352,4.624056822,3.76306708087794e-06,0.000252944
XM_038058574.1,45.93050645,62.17260147,51.22825013,36.88077564,33.54748437,19.78903478,nan,41.45388224,-0.78936754,0.485788558,-1.624919992,0.104179608,0.553177575
XM_038058575.1,3927.5086,4421.293112,3840.466235,4122.579202,4424.074502,4162.623465,IR3,4133.811438,0.076572636,0.12401402,0.617451445,0.536936998,0.922783703
XM_038058576.1,56.73768443,45.74965014,50.40198803,33.42320293,18.87045996,34.63081086,nan,39.77637397,-0.796248543,0.489799477,-1.625662297,0.104021515,0.553177575
XM_038058577.1,2866.603961,3428.877625,3360.407956,2777.583416,3801.349323,3643.161302,nan,3300.765989,0.097030739,0.161603564,0.600424501,0.548223363,0.926004136
XM_038058578.1,56.73768443,45.74965014,50.40198803,33.42320293,18.87045996,34.63081086,nan,39.77637397,-0.796248543,0.489799477,-1.625662297,0.104021515,0.553177575
XM_038058579.1,395.3625947,618.2068109,382.5593517,301.9613506,372.1674048,455.1477998,nan,418.9616457,-0.290600431,0.253222482,-1.147609123,0.251129962,0.771586214
XM_038058580.1,1108.636342,1331.432126,1363.332463,962.3577394,1253.837228,1084.439106,nan,1178.969595,-0.189959338,0.168023331,-1.130553343,0.258243135,0.778718967
XM_038058581.1,1110.437538,1332.605194,1363.332463,962.3577394,1253.837228,1084.439106,nan,1179.463625,-0.191093497,0.16797395,-1.137637692,0.255271801,0.775364136
XM_038058582.1,1194.193168,1400.643135,1400.514257,976.1880303,1275.852765,1144.795662,nan,1226.939146,-0.219341641,0.163218282,-1.34385461,0.178995406,0.688234129
XM_038058583.1,1009.570544,1232.894418,1283.185039,917.4092941,1139.56611,1011.219677,nan,1094.598689,-0.186072162,0.168071096,-1.107103874,0.268249021,0.787396015
XM_038058584.1,920.4113253,1147.260457,1183.207325,882.833567,1049.407246,919.2006653,nan,1012.838056,-0.174291969,0.168727544,-1.032978758,0.301613839,0.819314567
XM_038058585.1,1118.542922,1346.682009,1369.116298,962.3577394,1253.837228,1099.280882,nan,1186.75408,-0.195480387,0.167575903,-1.166518478,0.243404882,0.766134277
XM_038058586.1,2821.574053,3405.416266,3316.616065,2663.483516,3764.656762,3633.266785,nan,3255.357078,0.090878971,0.168225205,0.540222086,0.589043883,0.931482146
XM_038058587.1,1048.296265,1292.720883,1330.281979,951.9850213,1195.129131,1060.692264,nan,1141.915847,-0.179863633,0.168595963,-1.066832384,0.286047532,0.804779928
XM_038058588.1,939.3238867,1219.99067,1127.847765,807.9194914,1021.101556,1165.574148,nan,1042.891421,-0.119276695,0.18836677,-0.633215162,0.526593146,0.918835107
XM_038058589.1,650.2318756,1319.701446,1143.546745,518.6359075,881.6698237,1040.903229,nan,922.5601146,-0.338133259,0.287886203,-1.174537908,0.240179638,0.765361896
XM_038058590.1,408.8715672,476.2655886,604.8238563,585.4823133,535.7113911,606.5339159,nan,534.8345163,0.228532312,0.202599586,1.127999895,0.259319964,0.778721493
XM_038058591.1,2866.603961,3428.877625,3360.407956,2777.583416,3801.349323,3643.161302,nan,3300.765989,0.097030739,0.161603564,0.600424501,0.548223363,0.926004136
XM_038058592.1,3686.148292,3012.438502,2660.563958,3273.168838,3500.470323,3183.066244,nan,3204.917294,0.107218355,0.149775584,0.715860036,0.474077777,0.89478762
XM_038058593.1,4113.031822,3557.915099,3747.098618,3957.768236,3792.962452,3580.825843,nan,3775.925299,0.006187356,0.124311155,0.049773137,0.960303174,0.995751602
XM_038058594.1,1926.379476,1126.145234,1304.667854,2064.170912,1511.733515,1427.778859,nan,1553.68237,0.219458804,0.220319742,0.996092325,0.319205288,0.830356596
XM_038058595.1,5046.051522,4388.44721,4325.482087,4631.994916,5489.207131,4846.334617,nan,4767.817242,0.138317345,0.131212257,1.054149571,0.291814444,0.808321129
XM_038058596.1,1540.022863,1087.433992,984.9044218,1279.301905,1354.479682,1125.996079,nan,1222.633325,0.076323337,0.190385995,0.400887351,0.688503063,0.951755492
XM_038058597.1,1537.321069,1076.87638,976.6418008,1279.301905,1351.334605,1122.038272,nan,1217.989235,0.082092448,0.191831532,0.427940327,0.668694566,0.949873714
XM_038058598.1,1540.022863,1087.433992,984.9044218,1279.301905,1354.479682,1125.996079,nan,1222.633325,0.076323337,0.190385995,0.400887351,0.688503063,0.951755492
XM_038058599.1,1540.022863,1087.433992,984.9044218,1279.301905,1354.479682,1125.996079,nan,1222.633325,0.076323337,0.190385995,0.400887351,0.688503063,0.951755492
XM_038058600.1,2866.603961,3428.877625,3360.407956,2777.583416,3801.349323,3643.161302,nan,3300.765989,0.097030739,0.161603564,0.600424501,0.548223363,0.926004136
XM_038058601.1,1540.022863,1087.433992,984.9044218,1279.301905,1354.479682,1125.996079,nan,1222.633325,0.076323337,0.190385995,0.400887351,0.688503063,0.951755492
XM_038058602.1,1540.022863,1087.433992,984.9044218,1279.301905,1354.479682,1125.996079,nan,1222.633325,0.076323337,0.190385995,0.400887351,0.688503063,0.951755492
XM_038058603.1,1540.022863,1087.433992,984.9044218,1279.301905,1354.479682,1125.996079,nan,1222.633325,0.076323337,0.190385995,0.400887351,0.688503063,0.951755492
XM_038058604.1,1688.621561,1270.432592,1193.948733,1392.249281,1525.36218,1238.793577,nan,1378.277161,0.019171664,0.17402796,0.110164277,0.912279092,0.985264234
XM_038058605.1,4817.299588,3930.950708,3839.639973,4338.101235,4772.129652,3949.891341,nan,4255.91713,0.070574311,0.143232373,0.492725981,0.622206218,0.940069682
XM_038058606.1,4817.299588,3930.950708,3839.639973,4338.101235,4772.129652,3949.891341,nan,4255.91713,0.070574311,0.143232373,0.492725981,0.622206218,0.940069682
XM_038058607.1,6883.27178,6650.122222,6451.454467,7058.058439,5572.027483,7167.588396,nan,6604.537703,0.003808079,0.140363171,0.027130185,0.9783559,0.998172503
XM_038058608.1,6954.419035,6731.06391,6518.381697,7109.922029,5605.574967,7193.314141,nan,6659.229133,-0.003850753,0.140180002,-0.027470059,0.978084821,0.998172503
XM_038058609.1,2866.603961,3428.877625,3360.407956,2777.583416,3801.349323,3643.161302,nan,3300.765989,0.097030739,0.161603564,0.600424501,0.548223363,0.926004136
XM_038058610.1,6028.604121,5629.553103,5511.168199,6161.394581,4741.727244,5730.904471,nan,5611.462761,-0.028254673,0.14041078,-0.201228661,0.840519782,0.976889185
XM_038058611.1,6020.498737,5610.784016,5509.515675,6140.649145,4734.388732,5725.957212,nan,5601.166497,-0.028687492,0.14023091,-0.204573241,0.837905564,0.975779227
XM_038058612.1,969.9442244,590.05318,753.5510341,1140.998996,981.2639179,869.7280784,nan,881.083052,0.389268704,0.207801518,1.873271702,0.061030875,0.436335459
XM_038058613.1,2476.644955,3202.47551,2746.495216,2242.812169,3258.29942,2895.135788,nan,2792.401891,0.009878824,0.174731712,0.0565371,0.954913941,0.994265258
XM_038058614.1,2476.644955,3202.47551,2746.495216,2242.812169,3258.29942,2895.135788,nan,2792.401891,0.009878824,0.174731712,0.0565371,0.954913941,0.994265258
XM_038058615.1,2476.644955,3202.47551,2746.495216,2242.812169,3258.29942,2895.135788,nan,2792.401891,0.009878824,0.174731712,0.0565371,0.954913941,0.994265258
XM_038058616.1,2476.644955,3202.47551,2746.495216,2242.812169,3258.29942,2895.135788,nan,2792.401891,0.009878824,0.174731712,0.0565371,0.954913941,0.994265258
XM_038058617.1,2774.742948,3499.261702,2972.891031,2558.60381,3655.627438,3189.992406,nan,3096.357247,0.039488629,0.168828431,0.233897979,0.815064182,0.970557983
XM_038058618.1,2845.890203,3567.299643,2996.852632,2601.247207,3828.606654,3218.686506,nan,3163.810542,0.051229671,0.172546308,0.296903894,0.766539883,0.962309142
XM_038058619.1,2866.603961,3428.877625,3360.407956,2777.583416,3801.349323,3643.161302,nan,3300.765989,0.097030739,0.161603564,0.600424501,0.548223363,0.926004136
XM_038058620.1,2750.426798,3464.069663,2941.493072,2542.468471,3622.079954,3181.08734,nan,3071.153678,0.044698917,0.168528303,0.265230922,0.790831575,0.965207731
XM_038058621.1,2774.742948,3499.261702,2972.891031,2558.60381,3655.627438,3189.992406,nan,3096.357247,0.039488629,0.168828431,0.233897979,0.815064182,0.970557983
XM_038058622.1,2476.644955,3202.47551,2746.495216,2242.812169,3258.29942,2895.135788,nan,2792.401891,0.009878824,0.174731712,0.0565371,0.954913941,0.994265258
XM_038058623.1,2476.644955,3202.47551,2746.495216,2242.812169,3258.29942,2895.135788,nan,2792.401891,0.009878824,0.174731712,0.0565371,0.954913941,0.994265258
XM_038058624.1,2476.644955,3202.47551,2746.495216,2242.812169,3258.29942,2895.135788,nan,2792.401891,0.009878824,0.174731712,0.0565371,0.954913941,0.994265258
XM_038058625.1,2774.742948,3499.261702,2972.891031,2558.60381,3655.627438,3189.992406,nan,3096.357247,0.039488629,0.168828431,0.233897979,0.815064182,0.970557983
XM_038058626.1,2774.742948,3499.261702,2972.891031,2558.60381,3655.627438,3189.992406,nan,3096.357247,0.039488629,0.168828431,0.233897979,0.815064182,0.970557983
XM_038058627.1,996.9621693,1115.587623,898.9731635,837.8851216,724.4159907,803.4348119,nan,892.0150659,-0.33186809,0.160611025,-2.066284623,0.038801612,0.343806084
XM_038058628.1,123.3819487,93.84543619,77.66863729,161.3533934,51.36958545,103.8924326,nan,101.4538116,0.120139156,0.432778198,0.277599834,0.78131956,0.963452801
XM_038058629.1,1555.333032,1246.971233,1118.758882,1588.178401,1332.464145,1358.517237,nan,1360.980521,0.144617565,0.168821492,0.856630058,0.391649368,0.857952402
XM_038058630.1,1555.333032,1246.971233,1118.758882,1588.178401,1332.464145,1358.517237,nan,1360.980521,0.144617565,0.168821492,0.856630058,0.391649368,0.857952402
XM_038058631.1,1463.472019,1212.952263,1066.70437,1572.043062,1278.997842,1286.28726,nan,1308.004812,0.162900013,0.171155589,0.951765668,0.341215837,0.839071312
XM_038058632.1,3723.973415,3362.012751,3437.250331,3425.302038,3767.801839,3581.815294,nan,3535.042155,0.050835221,0.119580821,0.425111826,0.670755157,0.950444298
XM_038058633.1,1109.53694,918.5122067,788.2540422,981.9506515,1308.351891,1005.282967,nan,1014.234587,0.243617852,0.186902194,1.303451002,0.192420834,0.708002389
XM_038058634.1,599.7983783,451.6311616,205.7392626,357.282514,266.2831572,193.9325408,nan,343.4165155,-0.601023696,0.350498556,-1.714767965,0.086387777,0.508073394
